node_id,node_name,lat,lon,type,type_num,state
149.0,5453b63355474a336231733e,2.325568,48.930523,road,1.0,Ile-de-France
150.0,5453b63355474a3362317340,2.038921,48.930721,road,1.0,Ile-de-France
151.0,5453b63355474a3362317342,2.333532,48.928517,road,1.0,Ile-de-France
152.0,5453b63355474a3362317345,1.998672,48.938297,road,1.0,Ile-de-France
153.0,5453b63355474a3362317346,2.392477,48.826676,road,1.0,Ile-de-France
154.0,5453b63355474a3362317348,2.293237,48.940346,road,1.0,Ile-de-France
155.0,5453b63355474a336231734b,2.428188,48.640285,road,1.0,Ile-de-France
156.0,5453b63355474a336231734d,2.279919,48.95613,road,1.0,Ile-de-France
157.0,5453b63355474a336231734e,2.812928,48.958214,road,1.0,Ile-de-France
158.0,5453b63355474a336231734f,3.025991,48.958469,road,1.0,Ile-de-France
159.0,5453b63355474a3362317350,2.887351,48.958424,road,1.0,Ile-de-France
160.0,5453b63355474a3362317351,2.382949,48.956903,road,1.0,Ile-de-France
161.0,5453b63355474a3362317352,2.433708,48.609804,road,1.0,Ile-de-France
162.0,5453b63355474a3362317353,2.441298,48.609818,road,1.0,Ile-de-France
163.0,5453b63355474a3362317354,2.477503,48.609775,road,1.0,Ile-de-France
164.0,5453b63355474a3362317355,2.496768,48.931306,road,1.0,Ile-de-France
165.0,5453b63355474a336231735c,2.414916,48.86635,road,1.0,Ile-de-France
166.0,5453b63355474a3362317363,2.528855,49.077343,road,1.0,Ile-de-France
167.0,5453b63355474a3362317367,2.358147,49.076651,road,1.0,Ile-de-France
168.0,5453b63355474a3362317368,3.265662,48.594393,road,1.0,Ile-de-France
169.0,5453b63355474a3362317369,2.020844,48.860101,road,1.0,Ile-de-France
170.0,5453b63355474a336231736a,2.293219,48.861993,road,1.0,Ile-de-France
171.0,5453b63355474a336231736b,3.15824,48.864034,road,1.0,Ile-de-France
172.0,5453b63355474a336231736c,2.221433,48.787379,road,1.0,Ile-de-France
173.0,5453b63355474a336231736d,1.825038,48.85828,road,1.0,Ile-de-France
174.0,5453b63355474a336231736e,2.139232,48.860971,road,1.0,Ile-de-France
175.0,5453b63355474a336231736f,2.373617,48.422209,road,1.0,Ile-de-France
176.0,5453b63355474a3362317372,2.40668,48.877128,metro,3.0,Ile-de-France
177.0,5453b63355474a3362317373,2.349534,48.883759,metro,3.0,Ile-de-France
178.0,5453b63355474a3362317375,2.367746,48.772422,road,1.0,Ile-de-France
179.0,5453b63355474a3362317376,2.147352,48.770926,road,1.0,Ile-de-France
180.0,5453b63355474a3362317377,2.043705,48.834658,road,1.0,Ile-de-France
181.0,5453b63355474a3362317378,2.325636,48.817526,road,1.0,Ile-de-France
182.0,5453b63355474a336231737a,2.528857,48.460398,road,1.0,Ile-de-France
183.0,5453b63355474a336231737b,3.051308,48.461281,road,1.0,Ile-de-France
184.0,5453b63355474a336231737c,1.644263,48.676801,road,1.0,Ile-de-France
185.0,5453b63355474a336231737e,2.532696,48.683593,road,1.0,Ile-de-France
186.0,5453b63355474a336231737f,1.784923,48.678236,road,1.0,Ile-de-France
187.0,5453b63355474a3362317380,2.081972,48.727245,road,1.0,Ile-de-France
188.0,5453b63355474a3362317381,2.275779,48.99507,road,1.0,Ile-de-France
189.0,5453b63355474a3362317382,1.916599,48.764051,road,1.0,Ile-de-France
190.0,5453b63355474a3362317383,2.230689,48.766536,road,1.0,Ile-de-France
191.0,5453b63355474a3362317384,2.77588,48.768835,road,1.0,Ile-de-France
192.0,5453b63355474a3362317386,2.229193,48.766581,road,1.0,Ile-de-France
193.0,5453b63355474a3362317387,2.459488,48.344408,road,1.0,Ile-de-France
194.0,5453b63355474a3362317389,2.565039,48.345004,road,1.0,Ile-de-France
195.0,5453b63355474a336231738c,2.37557,48.416138,road,1.0,Ile-de-France
196.0,5453b63355474a336231738d,3.281763,48.417321,road,1.0,Ile-de-France
197.0,5453b63355474a336231738f,2.437008,48.55716,road,1.0,Ile-de-France
198.0,5453b63355474a3362317390,2.20929,48.555878,road,1.0,Ile-de-France
199.0,5453b63355474a3362317391,3.30318,48.558151,road,1.0,Ile-de-France
200.0,5453b63355474a3362317392,2.490281,48.557315,road,1.0,Ile-de-France
201.0,5453b63355474a3362317394,2.489725,48.861261,road,1.0,Ile-de-France
202.0,5453b63355474a336231739a,2.445312,48.59396,road,1.0,Ile-de-France
203.0,5453b63355474a336231739b,2.474793,48.886512,road,1.0,Ile-de-France
204.0,5453b63355474a336231739c,1.76439,48.881293,road,1.0,Ile-de-France
205.0,5453b63355474a336231739d,2.226047,48.885109,road,1.0,Ile-de-France
206.0,5453b63355474a336231739f,2.58532,48.886901,road,1.0,Ile-de-France
207.0,5453b63355474a33623173a2,2.316793,48.885647,road,1.0,Ile-de-France
208.0,5453b63355474a33623173a3,2.355335,48.860603,road,1.0,Ile-de-France
209.0,5453b63455474a33623173a5,2.111352,49.139982,road,1.0,Ile-de-France
210.0,5453b63455474a33623173a8,2.2838,49.14106,road,1.0,Ile-de-France
211.0,5453b63455474a33623173a9,2.239409,49.140778,road,1.0,Ile-de-France
212.0,5453b63455474a33623173aa,2.804592,48.277816,road,1.0,Ile-de-France
213.0,5453b63455474a33623173ab,2.837585,48.654643,road,1.0,Ile-de-France
214.0,5453b63455474a33623173ac,2.327975,49.06241,road,1.0,Ile-de-France
215.0,5453b63455474a33623173ad,2.358538,48.927053,road,1.0,Ile-de-France
216.0,5453b63455474a33623173ae,2.436916,48.912847,road,1.0,Ile-de-France
217.0,5453b63455474a33623173af,2.352242,48.926988,road,1.0,Ile-de-France
218.0,5453b63455474a33623173b0,1.851333,48.908623,road,1.0,Ile-de-France
219.0,5453b63455474a33623173b1,2.435822,48.912784,road,1.0,Ile-de-France
220.0,5453b63455474a33623173b2,2.036885,48.910236,road,1.0,Ile-de-France
221.0,5453b63455474a33623173b3,3.102551,48.638105,road,1.0,Ile-de-France
222.0,5453b63455474a33623173b5,2.77065,48.637794,road,1.0,Ile-de-France
223.0,5453b63455474a33623173b6,2.285753,48.882004,road,1.0,Ile-de-France
224.0,5453b63455474a33623173b7,2.857258,48.88404,road,1.0,Ile-de-France
225.0,5453b63455474a33623173b8,2.855091,48.884065,road,1.0,Ile-de-France
226.0,5453b63455474a33623173b9,2.151092,48.881174,road,1.0,Ile-de-France
227.0,5453b63455474a33623173ba,2.491627,48.883095,road,1.0,Ile-de-France
228.0,5453b63455474a33623173bb,2.371019,48.869945,road,1.0,Ile-de-France
229.0,5453b63455474a33623173bf,2.344228,48.920496,road,1.0,Ile-de-France
230.0,5453b63455474a33623173c1,2.571951,48.526867,road,1.0,Ile-de-France
231.0,5453b63455474a33623173c2,2.706206,48.413198,road,1.0,Ile-de-France
232.0,5453b63455474a33623173c3,2.509511,48.526743,road,1.0,Ile-de-France
233.0,5453b63455474a33623173c4,2.333839,48.740897,road,1.0,Ile-de-France
234.0,5453b63455474a33623173c5,2.653403,48.527164,road,1.0,Ile-de-France
235.0,5453b63455474a33623173c6,1.851494,48.522112,road,1.0,Ile-de-France
236.0,5453b63455474a33623173c7,2.323387,48.869704,road,1.0,Ile-de-France
237.0,5453b63455474a33623173c8,2.593726,48.587979,road,1.0,Ile-de-France
238.0,5453b63455474a33623173c9,2.195642,48.484891,road,1.0,Ile-de-France
239.0,5453b63455474a33623173ca,2.191459,48.484791,road,1.0,Ile-de-France
240.0,5453b63455474a33623173cb,2.454382,48.527771,road,1.0,Ile-de-France
241.0,5453b63455474a33623173cc,2.697644,49.0318,road,1.0,Ile-de-France
242.0,5453b63455474a33623173cd,1.508209,49.022935,road,1.0,Ile-de-France
243.0,5453b63455474a33623173ce,2.459819,49.030902,road,1.0,Ile-de-France
244.0,5453b63455474a33623173d0,2.359873,48.900832,road,1.0,Ile-de-France
245.0,5453b63455474a33623173d1,3.049064,48.902542,road,1.0,Ile-de-France
246.0,5453b63455474a33623173d2,2.334347,48.900729,road,1.0,Ile-de-France
247.0,5453b63455474a33623173d3,2.265551,48.834814,road,1.0,Ile-de-France
248.0,5453b63455474a33623173d5,2.364684,48.90079,road,1.0,Ile-de-France
249.0,5453b63455474a33623173d6,2.323832,48.900571,road,1.0,Ile-de-France
250.0,5453b63455474a33623173d8,2.204953,48.902696,road,1.0,Ile-de-France
251.0,5453b63455474a33623173da,2.270077,48.903061,road,1.0,Ile-de-France
252.0,5453b63455474a33623173db,2.201977,48.902713,road,1.0,Ile-de-France
253.0,5453b63455474a33623173dc,2.256038,48.90307,road,1.0,Ile-de-France
254.0,5453b63455474a33623173dd,2.565433,48.904574,road,1.0,Ile-de-France
255.0,5453b63455474a33623173de,2.475134,48.850693,road,1.0,Ile-de-France
256.0,5453b63455474a33623173e0,2.77196,48.857338,road,1.0,Ile-de-France
257.0,5453b63455474a33623173e1,2.367277,48.92143,road,1.0,Ile-de-France
258.0,5453b63455474a33623173e2,2.370516,48.850166,road,1.0,Ile-de-France
259.0,5453b63455474a33623173e3,2.063924,48.800514,road,1.0,Ile-de-France
260.0,5453b63455474a33623173e4,2.22038,48.920568,road,1.0,Ile-de-France
261.0,5453b63455474a33623173e7,1.619357,48.796255,road,1.0,Ile-de-France
262.0,5453b63455474a33623173e8,2.364543,48.802558,road,1.0,Ile-de-France
263.0,5453b63455474a33623173e9,2.075298,48.800683,road,1.0,Ile-de-France
264.0,5453b63455474a33623173ea,2.278388,48.921067,road,1.0,Ile-de-France
265.0,5453b63455474a33623173eb,2.366586,48.647876,road,1.0,Ile-de-France
266.0,5453b63455474a33623173ec,1.841621,48.644014,road,1.0,Ile-de-France
267.0,5453b63455474a33623173ed,1.60664,49.054865,road,1.0,Ile-de-France
268.0,5453b63455474a33623173ee,2.227425,48.866096,road,1.0,Ile-de-France
269.0,5453b63455474a33623173ef,1.634824,48.893246,road,1.0,Ile-de-France
270.0,5453b63455474a33623173f0,2.241622,48.866273,road,1.0,Ile-de-France
271.0,5453b63455474a33623173f1,2.418385,48.867226,road,1.0,Ile-de-France
272.0,5453b63455474a33623173f2,2.322002,48.866714,road,1.0,Ile-de-France
273.0,5453b63455474a33623173f3,3.09165,48.868586,road,1.0,Ile-de-France
274.0,5453b63455474a33623173f4,2.45736,48.867373,road,1.0,Ile-de-France
275.0,5453b63455474a33623173f5,1.674126,48.983194,road,1.0,Ile-de-France
276.0,5453b63455474a33623173f6,2.359032,48.906462,road,1.0,Ile-de-France
277.0,5453b63455474a33623173f8,2.281203,48.906088,road,1.0,Ile-de-France
278.0,5453b63455474a33623173f9,2.488837,48.907167,road,1.0,Ile-de-France
279.0,5453b63455474a33623173fa,2.217049,48.905667,road,1.0,Ile-de-France
280.0,5453b63455474a33623173fb,2.331889,48.906376,road,1.0,Ile-de-France
281.0,5453b63455474a33623173fc,2.486647,48.70133,road,1.0,Ile-de-France
282.0,5453b63455474a33623173fd,3.181679,48.908066,road,1.0,Ile-de-France
283.0,5453b63455474a33623173fe,2.208833,48.9056,road,1.0,Ile-de-France
284.0,5453b63455474a33623173ff,2.002615,48.922281,road,1.0,Ile-de-France
285.0,5453b63455474a3362317400,3.279235,48.926098,road,1.0,Ile-de-France
286.0,5453b63455474a3362317401,2.104107,48.316623,road,1.0,Ile-de-France
287.0,5453b63455474a3362317405,2.859634,48.926404,road,1.0,Ile-de-France
288.0,5453b63455474a3362317406,2.000553,48.922394,road,1.0,Ile-de-France
289.0,5453b63455474a3362317407,2.329705,48.924674,road,1.0,Ile-de-France
290.0,5453b63455474a3362317408,2.356372,48.930135,road,1.0,Ile-de-France
291.0,5453b63455474a3362317409,2.30068,48.929792,road,1.0,Ile-de-France
292.0,5453b63455474a336231740a,2.241048,48.929307,road,1.0,Ile-de-France
293.0,5453b63455474a336231740b,2.396578,48.930277,road,1.0,Ile-de-France
294.0,5453b63455474a336231740c,1.998811,48.927456,road,1.0,Ile-de-France
295.0,5453b63455474a336231740d,2.268013,48.929417,road,1.0,Ile-de-France
296.0,5453b63455474a336231740e,2.269263,48.715968,road,1.0,Ile-de-France
297.0,5453b63455474a336231740f,2.436225,48.631918,road,1.0,Ile-de-France
298.0,5453b63455474a3362317410,2.43904,48.631958,road,1.0,Ile-de-France
299.0,5453b63455474a3362317411,2.795092,48.633053,road,1.0,Ile-de-France
300.0,5453b63455474a3362317412,2.530665,48.632305,road,1.0,Ile-de-France
301.0,5453b63455474a3362317413,2.383472,49.006499,road,1.0,Ile-de-France
302.0,5453b63455474a3362317414,2.245179,49.0057,road,1.0,Ile-de-France
303.0,5453b63455474a3362317415,2.602792,49.007411,road,1.0,Ile-de-France
304.0,5453b63455474a3362317416,2.316519,48.782276,road,1.0,Ile-de-France
305.0,5453b63455474a3362317417,2.339993,48.782458,road,1.0,Ile-de-France
306.0,5453b63455474a3362317418,2.397879,49.006644,road,1.0,Ile-de-France
307.0,5453b63455474a336231741a,3.253038,48.508009,road,1.0,Ile-de-France
308.0,5453b63455474a336231741b,2.558542,49.00723,road,1.0,Ile-de-France
309.0,5453b63455474a336231741c,2.267048,48.714705,road,1.0,Ile-de-France
310.0,5453b63455474a336231741f,2.692209,48.397032,road,1.0,Ile-de-France
311.0,5453b63455474a3362317420,2.354899,48.880009,metro,3.0,Ile-de-France
312.0,5453b63455474a3362317421,2.45303,48.588872,road,1.0,Ile-de-France
313.0,5453b63455474a3362317422,2.244754,48.598852,road,1.0,Ile-de-France
314.0,5453b63455474a3362317423,2.439442,48.599932,road,1.0,Ile-de-France
315.0,5453b63455474a3362317424,2.246089,48.598775,road,1.0,Ile-de-France
316.0,5453b63455474a3362317425,2.233582,48.945488,road,1.0,Ile-de-France
317.0,5453b63455474a3362317427,2.340752,48.935828,road,1.0,Ile-de-France
318.0,5453b63455474a3362317428,2.346006,48.946307,road,1.0,Ile-de-France
319.0,5453b63455474a336231742a,2.681135,48.947581,road,1.0,Ile-de-France
320.0,5453b63455474a336231742b,2.08468,48.922199,road,1.0,Ile-de-France
321.0,5453b63455474a336231742c,2.470762,48.882798,road,1.0,Ile-de-France
322.0,5453b63455474a336231742d,1.73978,49.004879,road,1.0,Ile-de-France
323.0,5453b63455474a336231742e,3.333103,48.617422,road,1.0,Ile-de-France
324.0,5453b63455474a336231742f,2.325164,48.870064,metro,3.0,Ile-de-France
325.0,5453b63455474a3362317430,1.922144,49.006587,road,1.0,Ile-de-France
326.0,5453b63455474a3362317431,2.197288,48.887707,road,1.0,Ile-de-France
327.0,5453b63455474a3362317432,2.545725,49.010518,road,1.0,Ile-de-France
328.0,5453b63455474a3362317435,2.270197,48.914767,road,1.0,Ile-de-France
329.0,5453b63455474a3362317436,2.33782,48.915137,road,1.0,Ile-de-France
330.0,5453b63455474a3362317437,2.371118,48.915402,road,1.0,Ile-de-France
331.0,5453b63455474a3362317438,2.739649,48.376561,road,1.0,Ile-de-France
332.0,5453b63455474a336231743b,2.508049,48.367544,road,1.0,Ile-de-France
333.0,5453b63455474a336231743e,2.374049,48.915269,road,1.0,Ile-de-France
334.0,5453b63455474a336231743f,2.350718,48.915136,road,1.0,Ile-de-France
335.0,5453b63455474a3362317440,2.797826,48.37689,road,1.0,Ile-de-France
336.0,5453b63455474a3362317441,2.318202,48.942802,road,1.0,Ile-de-France
337.0,5453b63455474a3362317442,2.356068,48.936181,road,1.0,Ile-de-France
338.0,5453b63455474a3362317443,2.432298,48.943383,road,1.0,Ile-de-France
339.0,5453b63455474a3362317445,2.256454,48.942493,road,1.0,Ile-de-France
340.0,5453b63455474a3362317446,2.496258,48.943763,road,1.0,Ile-de-France
341.0,5453b63455474a3362317447,2.042109,48.934164,road,1.0,Ile-de-France
342.0,5453b63455474a3362317448,2.34689,48.93623,road,1.0,Ile-de-France
343.0,5453b63455474a3362317449,2.696839,48.402469,road,1.0,Ile-de-France
344.0,5453b63455474a336231744a,2.798862,48.402654,road,1.0,Ile-de-France
