node_id,node_name,lat,lon,type,type_num,state
0.0,5453b63355474a3362317271,2.395554,49.049663,road,1.0,Ile-de-France
1.0,5453b63355474a3362317272,1.656304,49.051879,road,1.0,Ile-de-France
2.0,5453b63355474a3362317273,2.091533,49.055887,road,1.0,Ile-de-France
3.0,5453b63355474a3362317274,2.146181,49.05649,road,1.0,Ile-de-France
4.0,5453b63355474a3362317278,2.025542,49.055325,road,1.0,Ile-de-France
5.0,5453b63355474a336231727b,2.276407,48.972907,road,1.0,Ile-de-France
6.0,5453b63355474a336231727c,2.205848,49.051158,road,1.0,Ile-de-France
7.0,5453b63355474a336231727e,2.369784,48.962756,road,1.0,Ile-de-France
8.0,5453b63355474a3362317280,2.702358,48.94653,road,1.0,Ile-de-France
9.0,5453b63355474a3362317281,2.215284,48.755009,road,1.0,Ile-de-France
10.0,5453b63355474a3362317282,2.350543,48.755834,road,1.0,Ile-de-France
11.0,5453b63355474a3362317283,2.48334,48.75655,road,1.0,Ile-de-France
12.0,5453b63355474a3362317286,2.443926,48.260794,road,1.0,Ile-de-France
13.0,5453b63355474a3362317287,1.598164,48.790723,road,1.0,Ile-de-France
14.0,5453b63355474a3362317288,2.064292,48.795255,road,1.0,Ile-de-France
15.0,5453b63355474a336231728a,2.146995,48.771844,train,2.0,Ile-de-France
16.0,5453b63355474a336231728b,2.291576,48.879309,road,1.0,Ile-de-France
17.0,5453b63355474a336231728c,2.195164,48.676121,road,1.0,Ile-de-France
18.0,5453b63355474a336231728d,2.321658,48.879533,road,1.0,Ile-de-France
19.0,5453b63355474a336231728e,2.18642,48.878699,road,1.0,Ile-de-France
20.0,5453b63355474a336231728f,2.847309,48.939743,road,1.0,Ile-de-France
21.0,5453b63355474a3362317290,2.290831,48.87948,road,1.0,Ile-de-France
22.0,5453b63355474a3362317291,2.142981,48.878423,road,1.0,Ile-de-France
23.0,5453b63355474a3362317292,2.298275,48.714195,road,1.0,Ile-de-France
24.0,5453b63355474a3362317293,2.059178,48.457236,road,1.0,Ile-de-France
25.0,5453b63355474a3362317294,1.719228,48.992781,road,1.0,Ile-de-France
26.0,5453b63355474a3362317295,2.45945,48.779756,metro,3.0,Ile-de-France
27.0,5453b63355474a3362317296,1.999007,49.029074,road,1.0,Ile-de-France
28.0,5453b63355474a3362317297,2.230871,48.740645,train,2.0,Ile-de-France
29.0,5453b63355474a3362317298,1.734271,48.992873,road,1.0,Ile-de-France
30.0,5453b63355474a3362317299,2.321749,48.934617,tram,5.0,Ile-de-France
31.0,5453b63355474a336231729a,2.301292,48.839578,metro,3.0,Ile-de-France
32.0,5453b63355474a336231729b,2.30281,48.842614,road,1.0,Ile-de-France
33.0,5453b63355474a336231729c,2.110654,48.841416,road,1.0,Ile-de-France
34.0,5453b63355474a336231729d,2.102041,48.841356,road,1.0,Ile-de-France
35.0,5453b63355474a336231729e,2.098844,48.841346,road,1.0,Ile-de-France
36.0,5453b63355474a336231729f,2.308012,48.841512,metro,3.0,Ile-de-France
37.0,5453b63355474a33623172a1,2.527771,48.667392,road,1.0,Ile-de-France
38.0,5453b63355474a33623172a3,2.326959,48.666405,road,1.0,Ile-de-France
39.0,5453b63355474a33623172a5,2.352779,48.741737,tram,5.0,Ile-de-France
40.0,5453b63355474a33623172a6,2.22797,48.643325,road,1.0,Ile-de-France
41.0,5453b63355474a33623172a7,2.898285,48.64577,road,1.0,Ile-de-France
42.0,5453b63355474a33623172a8,3.403801,48.645115,road,1.0,Ile-de-France
43.0,5453b63355474a33623172aa,2.446533,48.746253,road,1.0,Ile-de-France
44.0,5453b63355474a33623172ab,2.298005,49.147819,road,1.0,Ile-de-France
45.0,5453b63355474a33623172ac,2.260102,48.745158,road,1.0,Ile-de-France
46.0,5453b63355474a33623172ad,1.963685,48.742953,road,1.0,Ile-de-France
47.0,5453b63355474a33623172af,2.264984,48.834203,road,1.0,Ile-de-France
48.0,5453b63355474a33623172b0,2.386714,48.886963,metro,3.0,Ile-de-France
49.0,5453b63355474a33623172b3,2.55052,48.633074,road,1.0,Ile-de-France
50.0,5453b63355474a33623172b5,2.705788,48.735913,road,1.0,Ile-de-France
51.0,5453b63355474a33623172b7,1.994216,48.709375,road,1.0,Ile-de-France
52.0,5453b63355474a33623172b9,2.394439,48.640438,road,1.0,Ile-de-France
53.0,5453b63355474a33623172ba,2.153246,48.832736,road,1.0,Ile-de-France
54.0,5453b63355474a33623172bb,2.268138,48.639805,road,1.0,Ile-de-France
55.0,5453b63355474a33623172bc,2.391629,48.712252,road,1.0,Ile-de-France
56.0,5453b63355474a33623172bd,2.441963,48.71253,road,1.0,Ile-de-France
57.0,5453b63355474a33623172be,2.393747,48.640452,road,1.0,Ile-de-France
58.0,5453b63355474a33623172c0,2.403989,48.712247,road,1.0,Ile-de-France
59.0,5453b63355474a33623172c1,2.363494,48.833351,road,1.0,Ile-de-France
60.0,5453b63355474a33623172c2,2.518902,48.834086,road,1.0,Ile-de-France
61.0,5453b63355474a33623172c3,2.413008,48.83369,road,1.0,Ile-de-France
62.0,5453b63355474a33623172c5,2.629261,48.834371,road,1.0,Ile-de-France
63.0,5453b63355474a33623172c7,2.303172,48.78546,road,1.0,Ile-de-France
64.0,5453b63355474a33623172c8,2.448317,48.786222,road,1.0,Ile-de-France
65.0,5453b63355474a33623172c9,2.402075,48.833393,road,1.0,Ile-de-France
66.0,5453b63355474a33623172cc,2.391776,48.786038,road,1.0,Ile-de-France
67.0,5453b63355474a33623172cd,1.962022,48.783051,road,1.0,Ile-de-France
68.0,5453b63355474a33623172ce,2.363818,48.73968,road,1.0,Ile-de-France
69.0,5453b63355474a33623172cf,2.14522,48.427443,train,2.0,Ile-de-France
70.0,5453b63355474a33623172d1,2.645904,48.860408,road,1.0,Ile-de-France
71.0,5453b63355474a33623172d2,2.260446,48.474611,road,1.0,Ile-de-France
72.0,5453b63355474a33623172d3,1.974839,48.347278,road,1.0,Ile-de-France
73.0,5453b63355474a33623172d4,2.641829,48.351159,road,1.0,Ile-de-France
74.0,5453b63355474a33623172d5,3.224041,48.465359,road,1.0,Ile-de-France
75.0,5453b63355474a33623172d6,2.43172,48.464259,road,1.0,Ile-de-France
76.0,5453b63355474a33623172d9,1.98824,48.851061,road,1.0,Ile-de-France
77.0,5453b63355474a33623172da,2.574801,48.854641,road,1.0,Ile-de-France
78.0,5453b63355474a33623172db,2.293183,48.859025,road,1.0,Ile-de-France
79.0,5453b63355474a33623172dc,2.672563,48.860651,road,1.0,Ile-de-France
80.0,5453b63355474a33623172dd,2.323834,48.859166,road,1.0,Ile-de-France
81.0,5453b63355474a33623172de,2.344423,48.853628,road,1.0,Ile-de-France
82.0,5453b63355474a33623172df,2.016391,48.856957,road,1.0,Ile-de-France
83.0,5453b63355474a33623172e0,2.232743,48.863761,road,1.0,Ile-de-France
84.0,5453b63355474a33623172e1,2.267107,48.863985,road,1.0,Ile-de-France
85.0,5453b63355474a33623172e2,2.48246,48.87431,road,1.0,Ile-de-France
86.0,5453b63355474a33623172e3,2.444669,48.87415,road,1.0,Ile-de-France
87.0,5453b63355474a33623172e4,2.359559,48.864646,road,1.0,Ile-de-France
88.0,5453b63355474a33623172e5,2.623049,48.86577,road,1.0,Ile-de-France
89.0,5453b63355474a33623172e6,2.301556,48.864286,road,1.0,Ile-de-France
90.0,5453b63355474a33623172e7,2.440384,48.874206,road,1.0,Ile-de-France
91.0,5453b63355474a33623172e8,2.358337,48.873732,road,1.0,Ile-de-France
92.0,5453b63355474a33623172ea,2.3195,48.864299,road,1.0,Ile-de-France
93.0,5453b63355474a33623172eb,2.564361,48.865499,road,1.0,Ile-de-France
94.0,5453b63355474a33623172ed,2.795482,48.83349,road,1.0,Ile-de-France
95.0,5453b63355474a33623172ef,2.513589,48.997322,road,1.0,Ile-de-France
96.0,5453b63355474a33623172f0,1.700878,48.826685,road,1.0,Ile-de-France
97.0,5453b63355474a33623172f1,2.89374,48.998279,road,1.0,Ile-de-France
98.0,5453b63355474a33623172f2,2.419395,48.996989,road,1.0,Ile-de-France
99.0,5453b63355474a33623172f3,2.51739,48.997427,road,1.0,Ile-de-France
100.0,5453b63355474a33623172f4,2.181981,48.995659,road,1.0,Ile-de-France
101.0,5453b63355474a33623172f5,2.793153,48.998291,road,1.0,Ile-de-France
102.0,5453b63355474a33623172f6,2.082315,48.89342,road,1.0,Ile-de-France
103.0,5453b63355474a33623172f7,1.808823,48.992616,road,1.0,Ile-de-France
104.0,5453b63355474a33623172f8,1.731323,48.976357,road,1.0,Ile-de-France
105.0,5453b63355474a33623172f9,2.621045,48.982373,road,1.0,Ile-de-France
106.0,5453b63355474a33623172fa,2.443618,48.981686,road,1.0,Ile-de-France
107.0,5453b63355474a33623172fb,1.994348,48.377358,road,1.0,Ile-de-France
108.0,5453b63355474a33623172fc,2.288164,48.980824,road,1.0,Ile-de-France
109.0,5453b63355474a33623172fd,1.978298,48.37714,road,1.0,Ile-de-France
110.0,5453b63355474a33623172fe,2.773369,49.018676,road,1.0,Ile-de-France
111.0,5453b63355474a33623172ff,1.992802,48.308427,road,1.0,Ile-de-France
112.0,5453b63355474a3362317300,1.909384,49.013999,road,1.0,Ile-de-France
113.0,5453b63355474a3362317301,1.636092,49.011155,road,1.0,Ile-de-France
114.0,5453b63355474a3362317304,2.101381,48.703633,road,1.0,Ile-de-France
115.0,5453b63355474a3362317307,2.475978,48.287511,road,1.0,Ile-de-France
116.0,5453b63355474a336231730b,2.526171,48.978304,road,1.0,Ile-de-France
117.0,5453b63355474a336231730d,2.29389,48.51546,road,1.0,Ile-de-France
118.0,5453b63355474a336231730f,2.124701,48.514281,road,1.0,Ile-de-France
119.0,5453b63355474a3362317310,2.664748,48.626681,road,1.0,Ile-de-France
120.0,5453b63355474a3362317313,2.574257,48.626185,road,1.0,Ile-de-France
121.0,5453b63355474a3362317314,2.39106,48.625547,road,1.0,Ile-de-France
122.0,5453b63355474a3362317315,2.354171,48.625173,road,1.0,Ile-de-France
123.0,5453b63355474a3362317317,2.515321,48.992711,road,1.0,Ile-de-France
124.0,5453b63355474a3362317318,2.063807,49.032352,road,1.0,Ile-de-France
125.0,5453b63355474a3362317319,2.795935,49.035711,road,1.0,Ile-de-France
126.0,5453b63355474a336231731a,2.108878,49.032763,road,1.0,Ile-de-France
127.0,5453b63355474a336231731b,2.34624,49.034254,road,1.0,Ile-de-France
128.0,5453b63355474a336231731c,2.011645,48.312617,road,1.0,Ile-de-France
129.0,5453b63355474a336231731d,1.978868,48.787877,road,1.0,Ile-de-France
130.0,5453b63355474a336231731e,3.123023,49.106607,road,1.0,Ile-de-France
131.0,5453b63355474a336231731f,2.366493,49.105028,road,1.0,Ile-de-France
132.0,5453b63355474a3362317322,2.392368,48.705335,road,1.0,Ile-de-France
133.0,5453b63355474a3362317324,1.794828,49.091427,road,1.0,Ile-de-France
134.0,5453b63355474a3362317326,2.999721,48.281959,road,1.0,Ile-de-France
135.0,5453b63355474a3362317327,2.265439,48.917013,road,1.0,Ile-de-France
136.0,5453b63355474a3362317328,2.308609,48.917274,road,1.0,Ile-de-France
137.0,5453b63355474a3362317329,2.478233,48.918111,road,1.0,Ile-de-France
138.0,5453b63355474a336231732b,2.307448,48.91729,road,1.0,Ile-de-France
139.0,5453b63355474a336231732c,1.830329,48.531685,road,1.0,Ile-de-France
140.0,5453b63355474a336231732d,2.652465,48.918684,road,1.0,Ile-de-France
141.0,5453b63355474a336231732f,2.484988,48.872284,road,1.0,Ile-de-France
142.0,5453b63355474a3362317331,2.511507,48.99632,road,1.0,Ile-de-France
143.0,5453b63355474a3362317337,2.321962,48.932756,road,1.0,Ile-de-France
144.0,5453b63355474a3362317338,2.455558,48.933478,road,1.0,Ile-de-France
145.0,5453b63355474a3362317339,2.274363,48.871202,road,1.0,Ile-de-France
146.0,5453b63355474a336231733a,2.355624,48.92876,road,1.0,Ile-de-France
147.0,5453b63355474a336231733b,2.479764,48.929349,road,1.0,Ile-de-France
148.0,5453b63355474a336231733c,2.223594,48.927991,road,1.0,Ile-de-France
