source,target,type,name,distance,type_num,node_type_num,node_tg_type_num,cluster_distance,cluster_type,cluster_across
764,2490,road,D983,1.152349594,1,1,1,2,1,0
765,10088,road,A86,0.173878372,1,1,1,2,1,0
766,2340,road,D988,0.288986137,1,1,1,2,1,0
767,6522,road,None,0.701880478,1,1,1,2,1,0
768,9979,road,D93,0.473837026,1,1,1,2,1,0
769,8437,road,None,0.290679378,1,1,1,2,1,0
769,3362,road,None,0.221254968,1,1,1,2,1,0
769,12006,crosslayer,None,0.85261954,4,1,4,2,4,1
770,1564,road,None,1.609913248,1,1,1,1,1,0
771,3677,road,D139,0.282370288,1,1,1,2,1,0
772,259,road,D11,0.770092647,1,1,1,2,1,0
772,7927,road,D7,4.150003106,1,1,1,0,1,0
772,263,road,D10,0.512278205,1,1,1,2,1,0
772,12111,crosslayer,None,0.147007638,4,1,4,2,4,1
773,9005,road,None,0.840326228,1,1,1,2,1,0
773,9005,road,None,0.840326228,1,1,1,2,1,0
773,12041,crosslayer,None,0.412299918,4,1,4,2,4,1
773,12193,crosslayer,None,0.808385134,4,1,4,2,4,1
774,9227,road,D311,0.546688176,1,1,1,2,1,0
774,4894,road,D311,0.451749517,1,1,1,2,1,0
774,4894,road,None,0.451749517,1,1,1,2,1,0
775,10012,road,None,1.214563026,1,1,1,2,1,0
775,4502,road,D35,1.451379894,1,1,1,1,1,0
776,4584,road,D44,1.008362088,1,1,1,2,1,0
776,11355,road,None,0.160648697,1,1,1,2,1,0
777,5235,road,D14,0.25713718,1,1,1,2,1,0
777,773,road,None,0.061640327,1,1,1,2,1,0
777,12041,crosslayer,None,0.472275767,4,1,4,2,4,1
777,12193,crosslayer,None,0.74695653,4,1,4,2,4,1
778,2529,road,D445,0.037729261,1,1,1,2,1,0
778,990,road,None,0.761860567,1,1,1,2,1,0
779,4523,road,None,0.289102691,1,1,1,2,1,0
779,10834,road,None,0.255569356,1,1,1,2,1,0
779,10028,road,A6B,0.380604749,1,1,1,2,1,0
780,9969,road,D448,0.83886041,1,1,1,2,1,0
780,11580,road,None,0.773164205,1,1,1,2,1,0
781,1949,road,D619,0.129976402,1,1,1,2,1,0
781,7425,road,D99,3.203639813,1,1,1,1,1,0
782,7405,road,D12,0.367270921,1,1,1,2,1,0
783,636,road,D45,1.860018844,1,1,1,1,1,0
783,6358,road,D89,0.760261452,1,1,1,2,1,0
784,8147,road,None,0.282809868,1,1,1,2,1,0
785,10456,road,D914,0.49566834,1,1,1,2,1,0
785,4557,road,None,0.156466179,1,1,1,2,1,0
785,12059,crosslayer,None,0.567794183,4,1,4,2,4,1
785,12194,crosslayer,None,1.106474928,4,1,4,2,4,1
786,6315,road,D24,1.646208998,1,1,1,1,1,0
786,8182,road,D149,0.929313751,1,1,1,2,1,0
787,2418,road,None,0.465340697,1,1,1,2,1,0
787,9426,road,D190,1.008352165,1,1,1,2,1,0
787,899,road,D190,0.360525065,1,1,1,2,1,0
787,12024,crosslayer,None,0.63269351,4,1,4,2,4,1
788,10883,road,None,0.757080642,1,1,1,2,1,0
788,12080,crosslayer,None,0.254757872,4,1,4,2,4,1
789,4529,road,None,0.535067359,1,1,1,2,1,0
789,10654,road,N104,0.990193056,1,1,1,2,1,0
790,7773,road,None,0.252274913,1,1,1,2,1,0
790,321,road,None,0.483679891,1,1,1,2,1,0
790,11092,road,None,0.204310483,1,1,1,2,1,0
790,1186,road,None,0.112350358,1,1,1,2,1,0
790,12112,crosslayer,None,0.705285816,4,1,4,2,4,1
791,6542,road,None,0.077206865,1,1,1,2,1,0
791,11934,crosslayer,None,0.193640023,4,1,4,2,4,1
791,12030,crosslayer,None,0.397591746,4,1,4,2,4,1
792,6540,road,None,0.109958477,1,1,1,2,1,0
792,1575,road,None,0.208345424,1,1,1,2,1,0
793,10349,road,None,0.323089537,1,1,1,2,1,0
793,7384,road,None,0.323295142,1,1,1,2,1,0
793,11790,crosslayer,None,0.329929363,4,1,4,2,4,1
793,11939,crosslayer,None,0.354199206,4,1,4,2,4,1
793,11952,crosslayer,None,0.254909977,4,1,4,2,4,1
794,10265,road,D934,1.851887311,1,1,1,1,1,0
794,9804,road,D934,0.195147858,1,1,1,2,1,0
795,9801,road,D934,1.53382311,1,1,1,1,1,0
795,1582,road,D5A,0.767846198,1,1,1,2,1,0
796,617,road,None,0.677030345,1,1,1,2,1,0
796,11779,crosslayer,None,0.408298899,4,1,4,2,4,1
797,798,road,D18,0.697335261,1,1,1,2,1,0
797,11538,road,D18,5.36415727,1,1,1,0,1,0
797,4617,road,N20,1.623987523,1,1,1,1,1,0
798,4935,road,D108,0.287878898,1,1,1,2,1,0
798,448,road,D18,0.525269043,1,1,1,2,1,0
799,800,road,D127,0.083173879,1,1,1,2,1,0
799,9501,road,D920,0.121224436,1,1,1,2,1,0
799,10679,road,D127,0.455100729,1,1,1,2,1,0
799,12124,crosslayer,None,0.848440609,4,1,4,2,4,1
800,9501,road,D920,0.166907609,1,1,1,2,1,0
800,12124,crosslayer,None,0.800544156,4,1,4,2,4,1
801,1254,road,D155,2.285073362,1,1,1,1,1,0
801,464,road,D138,0.330086712,1,1,1,2,1,0
802,2432,road,None,1.152474962,1,1,1,2,1,0
802,12163,crosslayer,None,0.651505305,4,1,4,2,4,1
803,9885,road,D12,2.541732058,1,1,1,1,1,0
803,8113,road,D67,2.44334095,1,1,1,1,1,0
804,8639,road,D25,0.166693733,1,1,1,2,1,0
804,9643,road,D25,2.720349046,1,1,1,1,1,0
805,11414,road,None,1.816711078,1,1,1,1,1,0
805,9956,road,None,0.591386869,1,1,1,2,1,0
806,4846,road,None,1.071360912,1,1,1,2,1,0
806,2437,road,None,0.344321336,1,1,1,2,1,0
807,4918,road,D244,0.426531435,1,1,1,2,1,0
808,9601,road,D191,5.51014016,1,1,1,0,1,0
808,9989,road,D201,3.992866587,1,1,1,0,1,0
808,1760,road,D836,4.281329469,1,1,1,0,1,0
809,1257,road,D1,2.23473382,1,1,1,1,1,0
809,6168,road,D18,1.022786416,1,1,1,2,1,0
810,2492,road,None,0.411388967,1,1,1,2,1,0
810,11753,crosslayer,None,0.374433556,4,1,4,2,4,1
810,11919,crosslayer,None,0.270606838,4,1,4,2,4,1
810,11985,crosslayer,None,0.098077667,4,1,4,2,4,1
810,12004,crosslayer,None,0.110316124,4,1,4,2,4,1
810,12160,crosslayer,None,0.464466959,4,1,4,2,4,1
811,11161,road,D83,0.545410815,1,1,1,2,1,0
811,9267,road,D83,1.060761689,1,1,1,2,1,0
812,2320,road,D5,0.121262028,1,1,1,2,1,0
813,7844,road,None,0.362377558,1,1,1,2,1,0
813,9883,road,None,0.448668884,1,1,1,2,1,0
813,11864,crosslayer,None,0.389761788,4,1,4,2,4,1
814,10904,road,None,0.970834052,1,1,1,2,1,0
814,12100,crosslayer,None,0.397572005,4,1,4,2,4,1
814,12129,crosslayer,None,0.259944367,4,1,4,2,4,1
814,12140,crosslayer,None,0.767161385,4,1,4,2,4,1
815,12229,road,N12,0.170927396,1,1,1,2,1,0
815,910,road,N12,0.183290352,1,1,1,2,1,0
816,6977,road,D321,0.074799837,1,1,1,2,1,0
816,12109,crosslayer,None,0.455101448,4,1,4,2,4,1
817,8427,road,None,0.383451495,1,1,1,2,1,0
817,12079,crosslayer,None,0.506605873,4,1,4,2,4,1
818,8827,road,D116,0.893941235,1,1,1,2,1,0
818,10307,road,D117,1.092331182,1,1,1,2,1,0
819,6167,road,None,0.023044416,1,1,1,2,1,0
819,10830,road,N1013,0.304686221,1,1,1,2,1,0
819,11805,crosslayer,None,0.408172548,4,1,4,2,4,1
819,12194,crosslayer,None,0.415040456,4,1,4,2,4,1
820,6975,road,D125,0.778662797,1,1,1,2,1,0
820,8831,road,D87,2.125602865,1,1,1,1,1,0
821,8426,road,N13,0.18989055,1,1,1,2,1,0
821,7399,road,N13,0.112387709,1,1,1,2,1,0
821,12194,crosslayer,None,0.487030737,4,1,4,2,4,1
822,9350,road,D77,0.323056673,1,1,1,2,1,0
823,445,road,D307,0.986174509,1,1,1,2,1,0
823,3510,road,D198,3.069903235,1,1,1,1,1,0
824,9651,road,None,0.191440723,1,1,1,2,1,0
824,11943,crosslayer,None,0.36211767,4,1,4,2,4,1
825,1628,road,None,0.841775506,1,1,1,2,1,0
825,9657,road,None,0.177706341,1,1,1,2,1,0
825,9656,road,None,1.201977553,1,1,1,2,1,0
825,2565,road,None,1.11542356,1,1,1,2,1,0
825,11697,crosslayer,None,0.434698798,4,1,4,2,4,1
825,11786,crosslayer,None,0.064952044,4,1,4,2,4,1
825,12006,crosslayer,None,0.946674242,4,1,4,2,4,1
826,67,road,D58,0.644604028,1,1,1,2,1,0
827,6577,road,D307,0.145476052,1,1,1,2,1,0
827,454,road,None,0.250488412,1,1,1,2,1,0
828,10418,road,None,0.088346631,1,1,1,2,1,0
828,6255,road,D307,0.154080427,1,1,1,2,1,0
829,5441,road,None,0.411867673,1,1,1,2,1,0
829,4166,road,None,0.255507113,1,1,1,2,1,0
829,11811,crosslayer,None,0.240807256,4,1,4,2,4,1
830,8724,road,A3,0.331901467,1,1,1,2,1,0
831,7785,road,D5,0.605558261,1,1,1,2,1,0
831,7621,road,D136,1.940608758,1,1,1,1,1,0
832,5391,road,D129,1.654882633,1,1,1,1,1,0
832,101,road,D27,1.874928565,1,1,1,1,1,0
833,105,road,None,0.80148786,1,1,1,2,1,0
833,2193,road,D84A4,0.209678966,1,1,1,2,1,0
834,6471,road,None,3.666292118,1,1,1,0,1,0
834,7672,road,D114,4.320247391,1,1,1,0,1,0
835,3728,road,None,0.456859774,1,1,1,2,1,0
835,2968,road,None,0.181043943,1,1,1,2,1,0
835,4193,road,A13,1.42414944,1,1,1,1,1,0
836,5801,road,D2,0.355919438,1,1,1,2,1,0
836,3393,road,None,1.280683727,1,1,1,2,1,0
837,7913,road,D411,2.329444414,1,1,1,1,1,0
837,11359,road,D29,0.688761005,1,1,1,2,1,0
837,3617,road,D411,2.301805101,1,1,1,1,1,0
838,4353,road,None,0.420933362,1,1,1,2,1,0
838,8541,road,D403,0.702013346,1,1,1,2,1,0
839,10930,road,D110,0.106035701,1,1,1,2,1,0
840,4068,road,D913,0.147524875,1,1,1,2,1,0
841,7523,road,D24,0.895614966,1,1,1,2,1,0
841,11717,crosslayer,None,0.546628606,4,1,4,2,4,1
842,428,road,None,0.104498326,1,1,1,2,1,0
842,427,road,D33,0.057705695,1,1,1,2,1,0
843,4046,road,None,1.617668007,1,1,1,1,1,0
843,1011,road,D411,1.855997147,1,1,1,1,1,0
844,1620,road,None,0.111026444,1,1,1,2,1,0
844,5807,road,D120,0.427720808,1,1,1,2,1,0
845,6391,road,D938,2.107287092,1,1,1,1,1,0
845,12184,crosslayer,None,0.600563729,4,1,4,2,4,1
846,2985,road,D446,1.859908287,1,1,1,1,1,0
846,8461,road,None,0.277109672,1,1,1,2,1,0
846,12134,crosslayer,None,0.493491377,4,1,4,2,4,1
847,851,road,D47,1.145693058,1,1,1,2,1,0
847,1247,road,None,1.628617659,1,1,1,1,1,0
847,3004,road,None,0.641982893,1,1,1,2,1,0
848,4528,road,D31,1.203629614,1,1,1,2,1,0
848,11992,crosslayer,None,0.762105761,4,1,4,2,4,1
849,6594,road,D401,0.189009507,1,1,1,2,1,0
849,8818,road,D2212,0.842673273,1,1,1,2,1,0
850,4101,road,None,0.321512818,1,1,1,2,1,0
850,11626,road,D11,1.608016528,1,1,1,1,1,0
851,10711,road,D47,3.429030336,1,1,1,1,1,0
851,3004,road,None,1.089894252,1,1,1,2,1,0
852,4828,road,D57,0.750490348,1,1,1,2,1,0
852,489,road,None,3.378902156,1,1,1,1,1,0
853,5265,road,D75,0.65274086,1,1,1,2,1,0
853,10127,road,D12,0.621636079,1,1,1,2,1,0
854,4875,road,None,0.183367025,1,1,1,2,1,0
854,846,road,D446,0.635274351,1,1,1,2,1,0
854,12134,crosslayer,None,0.158241075,4,1,4,2,4,1
855,717,road,None,1.346599963,1,1,1,2,1,0
855,6603,road,None,0.74660688,1,1,1,2,1,0
856,3277,road,None,0.620160641,1,1,1,2,1,0
856,10109,road,D206A,0.293031267,1,1,1,2,1,0
857,4253,road,None,2.239232069,1,1,1,1,1,0
857,5034,road,D144A,0.579860114,1,1,1,2,1,0
858,2822,road,D235,0.776272942,1,1,1,2,1,0
859,772,road,D10,0.796066331,1,1,1,2,1,0
859,12111,crosslayer,None,0.8788291,4,1,4,2,4,1
860,8955,road,None,0.158183505,1,1,1,2,1,0
860,1993,road,D68,0.250400816,1,1,1,2,1,0
861,5576,road,D161,0.522044922,1,1,1,2,1,0
861,8494,road,D126B,0.559473108,1,1,1,2,1,0
862,8666,road,D920,0.778864552,1,1,1,2,1,0
862,12046,crosslayer,None,0.759499169,4,1,4,2,4,1
862,12101,crosslayer,None,0.55867396,4,1,4,2,4,1
863,7759,road,None,0.520633247,1,1,1,2,1,0
863,6221,road,None,0.094364187,1,1,1,2,1,0
864,1107,road,D130,1.567465921,1,1,1,1,1,0
864,7393,road,D130,0.115942041,1,1,1,2,1,0
865,6220,road,None,0.100397064,1,1,1,2,1,0
865,7450,road,None,0.362771252,1,1,1,2,1,0
866,106,road,D370,1.038254998,1,1,1,2,1,0
866,5288,road,D970,1.043521564,1,1,1,2,1,0
867,6128,road,D401,0.908259246,1,1,1,2,1,0
867,4666,road,D405,1.577175466,1,1,1,1,1,0
868,4973,road,None,0.624661639,1,1,1,2,1,0
868,6803,road,N302,0.954506867,1,1,1,2,1,0
869,10314,road,D10,0.602472936,1,1,1,2,1,0
869,8126,road,None,0.21321184,1,1,1,2,1,0
870,7456,road,None,0.122602542,1,1,1,2,1,0
870,11959,crosslayer,None,0.360639711,4,1,4,2,4,1
870,12165,crosslayer,None,0.907372841,4,1,4,2,4,1
870,11961,crosslayer,None,0.563268853,4,1,4,2,4,1
871,4041,road,None,0.050989331,1,1,1,2,1,0
872,10590,road,D17,2.38104691,1,1,1,1,1,0
872,1851,road,D102A1,0.952927402,1,1,1,2,1,0
873,1854,road,D41,0.342726166,1,1,1,2,1,0
873,8574,road,D41B,1.956565569,1,1,1,1,1,0
873,9984,road,D404,1.089188842,1,1,1,2,1,0
874,2020,train,RER C,3.143560207,2,2,2,1,2,0
874,6310,train,RER C,2.101009825,2,2,2,1,2,0
874,904,train,RER C,2.195511258,2,2,2,1,2,0
875,3221,road,D49,0.24152654,1,1,1,2,1,0
876,2466,road,D105,3.209058563,1,1,1,1,1,0
876,2069,road,D34,2.817804775,1,1,1,1,1,0
877,202,road,D260,0.212326362,1,1,1,2,1,0
878,8853,road,D29,2.822253787,1,1,1,1,1,0
878,9316,road,D132,2.137330098,1,1,1,1,1,0
879,10508,road,D27,0.679490497,1,1,1,2,1,0
879,4799,road,D114,0.92934,1,1,1,2,1,0
880,7034,road,D62,0.228114937,1,1,1,2,1,0
880,10181,road,D63A,1.122312853,1,1,1,2,1,0
880,11955,crosslayer,None,0.121434615,4,1,4,2,4,1
881,2073,road,D155,0.337157399,1,1,1,2,1,0
882,4068,road,A86,4.565766507,1,1,1,0,1,0
882,7948,road,None,0.221584004,1,1,1,2,1,0
883,2236,road,None,0.136008017,1,1,1,2,1,0
884,7371,road,N1,0.655293605,1,1,1,2,1,0
884,5829,road,D30,0.439394998,1,1,1,2,1,0
884,11998,crosslayer,None,0.841153552,4,1,4,2,4,1
884,12207,crosslayer,None,0.488195037,4,1,4,2,4,1
885,7505,road,None,0.345628841,1,1,1,2,1,0
885,1313,road,A3,0.260200311,1,1,1,2,1,0
886,10072,road,D9,0.120840423,1,1,1,2,1,0
886,6743,road,D9,2.041161894,1,1,1,1,1,0
886,9673,road,D9,0.102417662,1,1,1,2,1,0
887,4104,road,D17A,1.176554007,1,1,1,2,1,0
887,6244,road,D603,0.972080362,1,1,1,2,1,0
888,6126,road,A105,1.700402842,1,1,1,1,1,0
889,10186,road,D18,4.406805805,1,1,1,0,1,0
889,1887,road,None,0.258048985,1,1,1,2,1,0
890,157,road,N3,4.065450114,1,1,1,0,1,0
890,1555,road,D129,2.589272396,1,1,1,1,1,0
891,8730,road,N186,0.710956045,1,1,1,2,1,0
891,10073,road,None,0.888323419,1,1,1,2,1,0
891,3217,road,None,0.742430169,1,1,1,2,1,0
891,12073,crosslayer,None,1.051506369,4,1,4,2,4,1
892,159,road,None,0.789065832,1,1,1,2,1,0
892,550,road,D2405A,0.180768737,1,1,1,2,1,0
893,9149,road,None,0.343029739,1,1,1,2,1,0
893,6651,road,None,0.031892428,1,1,1,2,1,0
893,12215,crosslayer,None,0.872374603,4,1,4,2,4,1
894,1228,road,N486,0.1928589,1,1,1,2,1,0
895,2450,road,A86,0.442726964,1,1,1,2,1,0
896,11221,road,None,0.756428687,1,1,1,2,1,0
897,3660,road,None,0.221955147,1,1,1,2,1,0
898,5276,road,D157,2.869287924,1,1,1,1,1,0
898,9738,road,None,0.972926469,1,1,1,2,1,0
899,2418,road,None,0.234953817,1,1,1,2,1,0
899,9451,road,D190,0.419525143,1,1,1,2,1,0
899,12024,crosslayer,None,0.38976971,4,1,4,2,4,1
900,5469,road,D3,0.473981725,1,1,1,2,1,0
900,5862,road,D3,0.786354013,1,1,1,2,1,0
900,12083,crosslayer,None,0.740904111,4,1,4,2,4,1
901,11434,road,D301,0.655088277,1,1,1,2,1,0
902,7473,road,None,0.584692197,1,1,1,2,1,0
902,2964,road,None,0.11395282,1,1,1,2,1,0
902,11710,crosslayer,None,0.568979576,4,1,4,2,4,1
903,1428,road,None,0.409442561,1,1,1,2,1,0
904,11288,train,RER C,1.687366134,2,2,2,1,2,0
905,9928,road,A6,4.071213271,1,1,1,0,1,0
906,94,road,D231,0.468489281,1,1,1,2,1,0
907,10300,road,None,0.160480063,1,1,1,2,1,0
907,8055,road,D19A,0.290555467,1,1,1,2,1,0
907,11881,crosslayer,None,0.061425631,4,1,4,2,4,1
908,4808,road,None,5.236123004,1,1,1,0,1,0
908,6810,road,D403,1.835295205,1,1,1,1,1,0
909,1587,road,D59A,3.849379298,1,1,1,0,1,0
910,11333,road,N12,1.135825555,1,1,1,2,1,0
911,4602,road,D55,2.638653705,1,1,1,1,1,0
912,11449,road,None,1.272697066,1,1,1,2,1,0
912,3043,road,D306,1.567708055,1,1,1,1,1,0
912,12043,crosslayer,None,0.862636058,4,1,4,2,4,1
913,7087,road,A104,2.327318167,1,1,1,1,1,0
914,3414,road,D17E,3.220791695,1,1,1,1,1,0
915,1699,road,N14,0.17442124,1,1,1,2,1,0
915,12166,crosslayer,None,0.944567734,4,1,4,2,4,1
916,11587,road,None,1.771994829,1,1,1,1,1,0
917,9949,road,N1,0.258752866,1,1,1,2,1,0
918,11347,train,RER D,2.363862995,2,2,2,1,2,0
918,5569,train,RER D,3.024600735,2,2,2,1,2,0
919,7217,road,D27,0.731990189,1,1,1,2,1,0
920,1972,road,D52,0.275906974,1,1,1,2,1,0
921,11667,metro,M5,0.463060279,3,3,3,2,3,0
921,11508,metro,M5,0.799559749,3,3,3,2,3,0
922,1990,road,D506,0.575531095,1,1,1,2,1,0
923,4316,road,None,1.172963201,1,1,1,2,1,0
923,12192,crosslayer,None,0.803552255,4,1,4,2,4,1
924,6404,road,D11,0.507074947,1,1,1,2,1,0
925,3040,road,D40,2.88290054,1,1,1,1,1,0
926,8460,road,D11B1,0.569423894,1,1,1,2,1,0
927,4827,road,None,0.240606727,1,1,1,2,1,0
928,2101,road,D43,0.070376114,1,1,1,2,1,0
929,6788,road,D102,3.21972711,1,1,1,1,1,0
930,1695,road,D10,1.995454851,1,1,1,1,1,0
930,7545,road,D317,1.475542214,1,1,1,1,1,0
931,6605,road,D64,1.18896883,1,1,1,2,1,0
932,11464,metro,M13,0.606669832,3,3,3,2,3,0
933,932,metro,M13,0.564192391,3,3,3,2,3,0
933,11567,metro,M10,1.002847859,3,3,3,2,3,0
934,1500,road,None,0.96998013,1,1,1,2,1,0
934,11813,crosslayer,None,0.364111952,4,1,4,2,4,1
934,12165,crosslayer,None,0.276921383,4,1,4,2,4,1
935,8456,road,None,1.241910387,1,1,1,2,1,0
935,1111,road,None,0.144220205,1,1,1,2,1,0
935,11738,crosslayer,None,0.452009672,4,1,4,2,4,1
935,11742,crosslayer,None,0.599789882,4,1,4,2,4,1
935,11800,crosslayer,None,0.047044908,4,1,4,2,4,1
936,11277,road,None,1.772469011,1,1,1,1,1,0
937,4474,road,None,0.27127817,1,1,1,2,1,0
937,4864,road,None,0.671095502,1,1,1,2,1,0
937,11718,crosslayer,None,0.101474357,4,1,4,2,4,1
937,11831,crosslayer,None,0.564557739,4,1,4,2,4,1
937,11936,crosslayer,None,0.36334849,4,1,4,2,4,1
937,11975,crosslayer,None,0.570478365,4,1,4,2,4,1
937,12081,crosslayer,None,0.606828681,4,1,4,2,4,1
937,12160,crosslayer,None,0.821782612,4,1,4,2,4,1
938,3063,road,None,0.752688103,1,1,1,2,1,0
938,7090,road,None,0.458785752,1,1,1,2,1,0
938,5490,road,None,0.085503356,1,1,1,2,1,0
939,7089,road,N302,0.07121763,1,1,1,2,1,0
939,11837,crosslayer,None,0.062082544,4,1,4,2,4,1
940,10088,road,None,0.117166257,1,1,1,2,1,0
941,9028,road,None,0.851260881,1,1,1,2,1,0
941,5859,road,None,0.968686347,1,1,1,2,1,0
941,10476,road,None,0.772829287,1,1,1,2,1,0
942,3915,road,None,0.405106077,1,1,1,2,1,0
942,6281,road,None,0.235670815,1,1,1,2,1,0
943,11014,road,D203B,0.45763484,1,1,1,2,1,0
943,1764,road,D233B,0.290904664,1,1,1,2,1,0
943,5858,road,D203,1.429646707,1,1,1,1,1,0
943,12136,crosslayer,None,0.452573438,4,1,4,2,4,1
944,909,road,D59A,1.070514766,1,1,1,2,1,0
944,4697,road,D411,4.555017566,1,1,1,0,1,0
945,1758,road,D69,0.286638468,1,1,1,2,1,0
945,5063,road,D76,0.402214012,1,1,1,2,1,0
945,12087,crosslayer,None,0.70203279,4,1,4,2,4,1
946,7914,road,D42,4.008546777,1,1,1,0,1,0
946,6278,road,D42,0.251218772,1,1,1,2,1,0
947,4533,road,D607,5.236252299,1,1,1,0,1,0
947,8259,road,D142,5.637414136,1,1,1,0,1,0
948,3756,road,None,0.33754632,1,1,1,2,1,0
948,11943,crosslayer,None,0.377914649,4,1,4,2,4,1
949,9590,road,D372,0.40220815,1,1,1,2,1,0
950,11596,road,None,3.265588779,1,1,1,1,1,0
950,7151,road,D50,1.07518272,1,1,1,2,1,0
951,7980,road,D6A,0.545141667,1,1,1,2,1,0
952,3408,road,N12,4.465957424,1,1,1,0,1,0
952,8496,road,None,0.173845825,1,1,1,2,1,0
953,5953,road,D126,0.937491358,1,1,1,2,1,0
953,8906,road,D126,0.298492435,1,1,1,2,1,0
954,9781,road,None,0.070424275,1,1,1,2,1,0
955,1400,road,None,3.525830119,1,1,1,1,1,0
955,12190,crosslayer,None,0.994091183,4,1,4,2,4,1
956,6840,road,None,0.137285885,1,1,1,2,1,0
956,11780,crosslayer,None,0.412930057,4,1,4,2,4,1
956,11867,crosslayer,None,0.578985796,4,1,4,2,4,1
956,11956,crosslayer,None,0.187969953,4,1,4,2,4,1
956,12029,crosslayer,None,0.323571776,4,1,4,2,4,1
956,11892,crosslayer,None,0.711177364,4,1,4,2,4,1
956,12218,crosslayer,None,0.441320577,4,1,4,2,4,1
957,7978,road,None,1.726365687,1,1,1,1,1,0
957,10191,road,None,0.655872657,1,1,1,2,1,0
958,10052,road,None,0.239232455,1,1,1,2,1,0
958,12008,crosslayer,None,0.593502595,4,1,4,2,4,1
959,11422,train,RER D,4.055116394,2,2,2,0,2,0
959,1386,train,RER C,3.7574969,2,2,2,0,2,0
960,6847,road,None,0.131832777,1,1,1,2,1,0
961,4882,road,N2,0.555384783,1,1,1,2,1,0
961,962,road,N2,0.261752857,1,1,1,2,1,0
962,3303,road,D401,1.007224065,1,1,1,2,1,0
962,4882,road,N2,0.812361612,1,1,1,2,1,0
963,7390,road,D106,0.218531972,1,1,1,2,1,0
963,6306,road,D106,0.043797248,1,1,1,2,1,0
963,11957,crosslayer,None,0.156028663,4,1,4,2,4,1
964,1871,road,D100,3.919958444,1,1,1,0,1,0
965,6303,road,D913,0.115207559,1,1,1,2,1,0
966,2712,road,D991,0.150672371,1,1,1,2,1,0
966,12079,crosslayer,None,0.087333487,4,1,4,2,4,1
967,3482,road,None,0.12460037,1,1,1,2,1,0
967,1042,road,None,0.890745978,1,1,1,2,1,0
967,11937,crosslayer,None,0.494063569,4,1,4,2,4,1
967,11938,crosslayer,None,0.306325935,4,1,4,2,4,1
967,12007,crosslayer,None,0.431735469,4,1,4,2,4,1
968,1384,road,None,1.5449541,1,1,1,1,1,0
968,747,road,None,1.403522511,1,1,1,1,1,0
969,10404,road,None,1.373572226,1,1,1,1,1,0
969,10970,road,D78,0.978909777,1,1,1,2,1,0
970,11314,train,RER B,6.594352768,2,2,2,0,2,0
971,963,road,D21,0.184409529,1,1,1,2,1,0
971,7390,road,None,0.047275821,1,1,1,2,1,0
971,11957,crosslayer,None,0.31245666,4,1,4,2,4,1
972,2716,road,D106,0.193172381,1,1,1,2,1,0
972,12194,crosslayer,None,0.793203926,4,1,4,2,4,1
973,10494,road,None,0.174206304,1,1,1,2,1,0
973,8618,road,None,0.131677605,1,1,1,2,1,0
974,7845,road,None,0.203720743,1,1,1,2,1,0
974,12066,crosslayer,None,0.091763868,4,1,4,2,4,1
975,5491,road,D64,0.306610705,1,1,1,2,1,0
975,6129,road,D28,0.971053676,1,1,1,2,1,0
976,6315,road,D906,0.352601019,1,1,1,2,1,0
976,10017,road,D24,1.052375539,1,1,1,2,1,0
977,11328,road,None,0.925344707,1,1,1,2,1,0
977,6053,road,D35,1.19550908,1,1,1,2,1,0
978,9608,road,D351,1.144084882,1,1,1,2,1,0
979,6715,road,None,0.049490435,1,1,1,2,1,0
979,6333,road,None,0.455976229,1,1,1,2,1,0
980,10690,road,None,0.152394276,1,1,1,2,1,0
980,3295,road,None,0.11751588,1,1,1,2,1,0
981,5709,road,None,0.091428002,1,1,1,2,1,0
981,5302,road,D86,0.248667269,1,1,1,2,1,0
982,361,road,None,1.272017818,1,1,1,2,1,0
982,6341,road,D60,0.635904507,1,1,1,2,1,0
983,8563,road,D316,0.305038004,1,1,1,2,1,0
984,7209,road,D35,1.22198391,1,1,1,2,1,0
985,603,road,D446,0.162756603,1,1,1,2,1,0
985,6313,road,D446,0.086742291,1,1,1,2,1,0
985,3684,road,None,0.496910439,1,1,1,2,1,0
986,990,road,A6,2.047758487,1,1,1,1,1,0
987,9050,road,D60,0.844183649,1,1,1,2,1,0
987,9942,road,D60,1.170022753,1,1,1,2,1,0
987,12212,crosslayer,None,0.930120852,4,1,4,2,4,1
988,7812,road,D15,1.633693944,1,1,1,1,1,0
988,9433,road,D112,1.824403461,1,1,1,1,1,0
989,609,road,D236,4.017061016,1,1,1,0,1,0
989,2497,road,None,2.493717514,1,1,1,1,1,0
989,5934,road,D236,1.420331288,1,1,1,1,1,0
990,11043,road,A6,3.595851432,1,1,1,1,1,0
991,6917,road,None,0.505099883,1,1,1,2,1,0
991,4501,road,D35,3.188030484,1,1,1,1,1,0
992,5946,road,D920,0.487251974,1,1,1,2,1,0
993,5635,road,None,0.121794602,1,1,1,2,1,0
993,1164,road,D48,3.571265479,1,1,1,1,1,0
994,1176,road,D2B,1.179746415,1,1,1,2,1,0
994,1593,road,D215,0.41676396,1,1,1,2,1,0
995,8195,road,D402,4.568508214,1,1,1,0,1,0
996,7036,road,N1,0.120126986,1,1,1,2,1,0
996,215,road,None,0.151848678,1,1,1,2,1,0
997,908,road,D403,0.763373387,1,1,1,2,1,0
998,7538,road,None,0.229533245,1,1,1,2,1,0
998,12177,crosslayer,None,1.178548485,4,1,4,2,4,1
