source,target,type,name,node_lat,node_lon,node_tg_lat,node_tg_lon,node_type,node_tg_type,distance,type_num,node_type_num,node_tg_type_num
6883.0,5686.0,road,None,3.167462,48.539169,3.179089,48.554197,road,road,2.1107593649471985,1,1,1
6884.0,1443.0,road,None,2.619298,48.829947,2.620369,48.831583,road,road,0.2172700215335456,1,1,1
6884.0,5765.0,road,A4,2.619298,48.829947,2.58315,48.834575,road,road,4.052215568288744,1,1,1
6884.0,6775.0,road,A4,2.619298,48.829947,2.642872,48.831414,road,road,2.626369157638356,1,1,1
6885.0,7322.0,road,D821,2.074106,48.431442,2.075447,48.433513,road,road,0.2742189603788441,1,1,1
6885.0,2130.0,road,D82,2.074106,48.431442,2.056836,48.45253,road,road,3.0296872891920668,1,1,1
6886.0,3434.0,road,D838,1.961347,48.430761,1.955664,48.448583,road,road,2.0789264545267145,1,1,1
6887.0,951.0,road,None,2.424532,48.817962,2.419656,48.818577,road,road,0.5464744271858103,1,1,1
6887.0,11756.0,crosslayer,None,2.424532,48.817962,2.421774,48.815077,road,crosslayer,0.4435954446555636,4,1,4
6888.0,6783.0,road,None,1.987724,48.826165,1.987375,48.827646,road,road,0.1690939492963546,1,1,1
6888.0,8197.0,road,None,1.987724,48.826165,1.995865,48.830097,road,road,1.0051789410067504,1,1,1
6889.0,9923.0,road,D118,2.472645,48.799194,2.471218,48.799961,road,road,0.180105703466026,1,1,1
6889.0,12217.0,crosslayer,None,2.472645,48.799194,2.472317,48.806329,road,crosslayer,0.793475868932918,4,1,4
6890.0,9920.0,road,None,2.029534,48.796426,2.030674,48.797213,road,road,0.1540036387782929,1,1,1
6890.0,10580.0,road,D129,2.029534,48.796426,2.030872,48.796702,road,road,0.1519072631681459,1,1,1
6891.0,862.0,road,D920,2.322687,48.798429,2.323246,48.799903,road,road,0.1751659852293129,1,1,1
6891.0,12046.0,crosslayer,None,2.322687,48.798429,2.321594,48.79327,road,crosslayer,0.5859269519370951,4,1,4
6891.0,12101.0,crosslayer,None,2.322687,48.798429,2.3281,48.798605,road,crosslayer,0.6022156879650038,4,1,4
6892.0,8495.0,road,D215,2.465569,48.799113,2.456549,48.810535,road,road,1.617425394991011,1,1,1
6892.0,9923.0,road,D86,2.465569,48.799113,2.471218,48.799961,road,road,0.6351651518577279,1,1,1
6893.0,10131.0,road,None,2.043178,48.809686,2.048871,48.813743,road,road,0.7771604115171329,1,1,1
6893.0,2475.0,road,D11,2.043178,48.809686,2.038404,48.811563,road,road,0.5703523396881681,1,1,1
6894.0,7915.0,road,N118,2.2167,48.797727,2.213269,48.811745,road,road,1.6036087880358854,1,1,1
6895.0,1606.0,road,D225,2.407204,48.747099,2.403169,48.761443,road,road,1.6555322779663924,1,1,1
6895.0,12033.0,crosslayer,None,2.407204,48.747099,2.417582,48.745471,road,crosslayer,1.168068552949162,4,1,4
6895.0,12060.0,crosslayer,None,2.407204,48.747099,2.402843,48.741857,road,crosslayer,0.7578282804345874,4,1,4
6896.0,1955.0,road,None,2.220597,48.746013,2.214418,48.748855,road,road,0.7561656651026497,1,1,1
6896.0,4516.0,road,D444,2.220597,48.746013,2.219738,48.746754,road,road,0.1261039678702231,1,1,1
6896.0,4519.0,road,None,2.220597,48.746013,2.220569,48.746795,road,road,0.086944898851608,1,1,1
6896.0,12092.0,crosslayer,None,2.220597,48.746013,2.215508,48.751191,road,crosslayer,0.8069829130381956,4,1,4
6897.0,10188.0,road,D102,2.462043,48.747318,2.455483,48.749087,road,road,0.7554482300520299,1,1,1
6897.0,4520.0,road,D229,2.462043,48.747318,2.465035,48.748123,road,road,0.3445049916049828,1,1,1
6898.0,6479.0,road,D97,2.208386,48.603702,2.167342,48.612728,road,road,4.672780581077937,1,1,1
6900.0,5282.0,road,None,3.115761,48.606314,3.116664,48.612331,road,road,0.6755740045562806,1,1,1
6900.0,853.0,road,D12,3.115761,48.606314,3.194723,48.615588,road,road,8.840342094358558,1,1,1
6901.0,4450.0,road,D37,1.676118,49.16596,1.67744,49.176562,road,road,1.187517293334272,1,1,1
6902.0,4688.0,road,None,2.34576,48.764092,2.347408,48.768917,road,road,0.566521518457783,1,1,1
6903.0,10245.0,road,D191,1.834951,48.760174,1.845771,48.780545,road,road,2.5638137033651343,1,1,1
6903.0,4679.0,road,D155,1.834951,48.760174,1.812997,48.778866,road,road,3.205452957748067,1,1,1
6904.0,10764.0,road,D986,2.310664,48.763751,2.30914,48.764034,road,road,0.1723533881113202,1,1,1
6905.0,10877.0,road,D20E,2.967184,48.76574,2.949441,48.794613,road,road,3.7646400473733737,1,1,1
6906.0,8727.0,road,None,1.74058,49.059141,1.745052,49.062713,road,road,0.6363048064193719,1,1,1
6907.0,1717.0,road,None,2.050594,48.762938,2.056104,48.771108,road,road,1.0952745898643332,1,1,1
6908.0,8367.0,road,D9,2.326941,49.063843,2.325581,49.063952,road,road,0.1517092261743537,1,1,1
6908.0,8369.0,road,D9,2.326941,49.063843,2.329441,49.063879,road,road,0.2780160892839403,1,1,1
6909.0,2670.0,road,None,2.166699,48.763665,2.168122,48.76488,road,road,0.2079982035465246,1,1,1
6909.0,2291.0,road,D446,2.166699,48.763665,2.161381,48.764244,road,road,0.5948241308627759,1,1,1
6909.0,12151.0,crosslayer,None,2.166699,48.763665,2.163531,48.764758,road,crosslayer,0.3726136499812017,4,1,4
6910.0,6036.0,road,D44,2.53287,48.935162,2.531334,48.937211,road,road,0.2845700114815064,1,1,1
6910.0,12064.0,crosslayer,None,2.53287,48.935162,2.534834,48.936416,road,crosslayer,0.2590325978416916,4,1,4
6911.0,7851.0,road,None,1.810467,48.856693,1.815595,48.861385,road,road,0.7726984321871955,1,1,1
6911.0,10512.0,road,D11,1.810467,48.856693,1.796492,48.866019,road,road,1.8679051766313064,1,1,1
6912.0,1306.0,road,None,2.525913,49.010788,2.526717,49.011883,road,road,0.1509596111206658,1,1,1
6912.0,4456.0,road,None,2.525913,49.010788,2.527401,49.01145,road,road,0.1810646885672504,1,1,1
6913.0,7493.0,road,D132,2.035607,48.619844,2.026992,48.621964,road,road,0.9864875132686688,1,1,1
6913.0,8462.0,road,D988,2.035607,48.619844,2.061701,48.637702,road,road,3.5152327980258407,1,1,1
6914.0,10661.0,road,D403,3.317393,48.574094,3.367062,48.594416,road,road,5.965884544105797,1,1,1
6915.0,1673.0,road,D191,2.209659,49.036427,2.212118,49.037293,road,road,0.2898653799132962,1,1,1
6915.0,3006.0,road,None,2.209659,49.036427,2.212477,49.036805,road,road,0.3161495929876459,1,1,1
6916.0,8354.0,road,D23,3.125592,49.073934,3.077866,49.08725,road,road,5.508996383342217,1,1,1
6917.0,10659.0,road,None,2.242316,48.660562,2.268383,48.660851,road,road,2.898696010751699,1,1,1
6918.0,8819.0,road,D402,3.192984,48.970079,3.188709,48.971592,road,road,0.5041644872497321,1,1,1
6918.0,4254.0,road,D80E,3.192984,48.970079,3.194937,48.996504,road,road,2.941788161020462,1,1,1
6919.0,4865.0,road,D43,1.922898,48.965406,1.922463,48.966284,road,road,0.1089052699021168,1,1,1
6920.0,3880.0,road,D118,2.688657,48.231968,2.701701,48.241193,road,road,1.7758438809086328,1,1,1
6921.0,405.0,road,None,1.940516,48.965586,1.933558,48.96659,road,road,0.7816981856749898,1,1,1
6921.0,554.0,road,None,1.940516,48.965586,1.9387,48.968717,road,road,0.4023011380671146,1,1,1
6922.0,9416.0,road,D983,1.716804,48.963279,1.717747,48.975696,road,road,1.384064980829456,1,1,1
6923.0,9225.0,road,D110,1.628319,48.9623,1.63259,48.964412,road,road,0.529763881263056,1,1,1
6924.0,7594.0,road,None,2.219652,48.775801,2.219364,48.777233,road,road,0.1623024075936414,1,1,1
6924.0,2317.0,road,None,2.219652,48.775801,2.221829,48.776373,road,road,0.2502755915802426,1,1,1
6925.0,6926.0,road,A86,2.237678,48.775944,2.234232,48.775963,road,road,0.3831835326499151,1,1,1
6925.0,7760.0,road,None,2.237678,48.775944,2.236097,48.7766,road,road,0.1903104146222862,1,1,1
6925.0,5657.0,road,A86,2.237678,48.775944,2.226052,48.776967,road,road,1.2977396817221494,1,1,1
6926.0,7764.0,road,None,2.234232,48.775963,2.229965,48.77647,road,road,0.477801223795807,1,1,1
6926.0,7257.0,road,A86,2.234232,48.775963,2.231425,48.775963,road,road,0.3121241590912521,1,1,1
6927.0,8033.0,road,D60,2.312477,48.776362,2.303402,48.778072,road,road,1.0268234858128589,1,1,1
6927.0,1168.0,road,D60,2.312477,48.776362,2.312801,48.776454,road,road,0.0374491270446609,1,1,1
6927.0,12124.0,crosslayer,None,2.312477,48.776362,2.313293,48.780175,road,crosslayer,0.4332486851636712,4,1,4
6928.0,11493.0,train,RER B,2.191723,48.70496,2.18178,48.697614,train,train,1.3742739154857049,2,2,2
6929.0,6924.0,road,None,2.221094,48.77572,2.219652,48.775801,road,road,0.1605954704837726,1,1,1
6929.0,5656.0,road,None,2.221094,48.77572,2.221105,48.776926,road,road,0.1340059152812484,1,1,1
6930.0,4985.0,road,None,1.999374,48.774132,2.012165,48.779622,road,road,1.5476195174762255,1,1,1
6930.0,5654.0,road,D36,1.999374,48.774132,1.999095,48.775254,road,road,0.1284863456248254,1,1,1
6931.0,11479.0,road,None,2.13435,48.677381,2.136834,48.677638,road,road,0.2776805447146923,1,1,1
6931.0,8811.0,road,D988,2.13435,48.677381,2.141857,48.680809,road,road,0.9175426182922022,1,1,1
6932.0,6393.0,road,D152,2.570685,48.317174,2.572805,48.318482,road,road,0.2769137567425979,1,1,1
6932.0,6769.0,road,D16,2.570685,48.317174,2.564139,48.322841,road,road,0.9623377377310192,1,1,1
6933.0,5932.0,road,D312,2.360535,48.613882,2.351303,48.615186,road,road,1.0367241955760618,1,1,1
6933.0,5639.0,road,None,2.360535,48.613882,2.377211,48.61608,road,road,1.8702971004178717,1,1,1
6934.0,3391.0,road,A16,2.253623,49.127727,2.253687,49.130357,road,road,0.2923031038540009,1,1,1
6934.0,11446.0,road,None,2.253623,49.127727,2.254711,49.128304,road,road,0.136916943521666,1,1,1
6935.0,10989.0,road,N13,2.24732,48.890865,2.245504,48.892428,road,road,0.2663361431185267,1,1,1
6935.0,11957.0,crosslayer,None,2.24732,48.890865,2.24939,48.888229,road,crosslayer,0.3725063516872458,4,1,4
6935.0,12194.0,crosslayer,None,2.24732,48.890865,2.237583,48.892132,road,crosslayer,1.091818677321446,4,1,4
6936.0,9349.0,road,None,2.483103,48.861457,2.483039,48.862918,road,road,0.1624591949282003,1,1,1
6936.0,12062.0,crosslayer,None,2.483103,48.861457,2.490415,48.85742,road,crosslayer,0.9285411040539404,4,1,4
6937.0,5586.0,road,D316,2.384156,49.010144,2.385952,49.015985,road,road,0.6789614698726536,1,1,1
6938.0,6541.0,road,None,2.273735,48.880124,2.27151,48.880367,road,road,0.248877525803759,1,1,1
6938.0,3995.0,road,None,2.273735,48.880124,2.264264,48.88307,road,road,1.102822476554708,1,1,1
6938.0,11933.0,crosslayer,None,2.273735,48.880124,2.271773,48.88112,road,crosslayer,0.2446263090957578,4,1,4
6939.0,6894.0,road,N118,2.221518,48.788018,2.2167,48.797727,road,road,1.2044852482251254,1,1,1
6940.0,7383.0,road,None,2.28526,48.880733,2.28417,48.881005,road,road,0.1249133548100002,1,1,1
6940.0,223.0,road,None,2.28526,48.880733,2.285753,48.882004,road,road,0.1514832814672585,1,1,1
6940.0,11934.0,crosslayer,None,2.28526,48.880733,2.281539,48.878119,road,crosslayer,0.5055150579638069,4,1,4
6940.0,12030.0,crosslayer,None,2.28526,48.880733,2.284372,48.877888,road,crosslayer,0.3311612775290058,4,1,4
6941.0,9849.0,road,None,2.258472,48.880583,2.259786,48.883254,road,road,0.3307885801859785,1,1,1
6942.0,9805.0,road,D117,2.421557,48.881473,2.422924,48.881889,road,road,0.1588740055725954,1,1,1
6943.0,2335.0,road,None,1.563659,48.874263,1.572678,48.881701,road,road,1.2997196889354723,1,1,1
6944.0,6946.0,road,D418,2.70222,48.88255,2.704429,48.8826,road,road,0.2456923664981201,1,1,1
6945.0,8952.0,road,D160,2.337477,48.773459,2.33027,48.776166,road,road,0.8559593485074658,1,1,1
6946.0,7381.0,road,D105B,2.704429,48.8826,2.709257,48.882823,road,road,0.5374201856855524,1,1,1
6946.0,4362.0,road,D418,2.704429,48.8826,2.7077,48.88469,road,road,0.4314850972262749,1,1,1
6947.0,10267.0,road,None,2.231601,48.879888,2.223555,48.882714,road,road,0.9481760752610568,1,1,1
6947.0,7772.0,road,None,2.231601,48.879888,2.237117,48.881106,road,road,0.6281039609536584,1,1,1
6948.0,10922.0,road,None,2.041771,48.784364,2.039774,48.786336,road,road,0.3119778037410432,1,1,1
6948.0,10565.0,road,None,2.041771,48.784364,2.044926,48.784727,road,road,0.353131462197918,1,1,1
6948.0,12163.0,crosslayer,None,2.041771,48.784364,2.044543,48.78719,road,crosslayer,0.4400300743315152,4,1,4
6949.0,10200.0,road,None,2.184326,48.446569,2.174381,48.450693,road,road,1.1970163883615057,1,1,1
6949.0,5555.0,road,D17,2.184326,48.446569,2.205448,48.484184,road,road,4.794231842438298,1,1,1
6950.0,10793.0,road,D418,2.675166,48.863162,2.676607,48.864686,road,road,0.2330852218576063,1,1,1
6951.0,11564.0,road,A13,2.159109,48.833056,2.198107,48.839476,road,road,4.394663272301185,1,1,1
6952.0,6649.0,road,D311,2.276104,48.95541,2.278505,48.95587,road,road,0.2718270661455154,1,1,1
6952.0,551.0,road,None,2.276104,48.95541,2.274918,48.956752,road,road,0.1990582011861433,1,1,1
6953.0,8721.0,road,D204,3.235044,48.845107,3.233122,48.848132,road,road,0.3980651848825199,1,1,1
6954.0,6939.0,road,N118,2.222616,48.785754,2.221518,48.788018,road,road,0.2796191924883495,1,1,1
6955.0,1716.0,road,D53,2.179345,48.785451,2.179354,48.788352,road,road,0.3223447119803382,1,1,1
6956.0,5798.0,road,D173,2.145743,48.842409,2.148891,48.846861,road,road,0.6060111442760846,1,1,1
6957.0,9779.0,road,None,3.124144,48.845381,3.144184,48.850238,road,road,2.2926698670322017,1,1,1
6958.0,9683.0,road,None,2.370141,48.84377,2.368334,48.845267,road,road,0.2608327784558095,1,1,1
6958.0,8718.0,road,None,2.370141,48.84377,2.365271,48.846617,road,road,0.6271282992807887,1,1,1
6958.0,11780.0,crosslayer,None,2.370141,48.84377,2.374123,48.843479,road,crosslayer,0.4439569361476593,4,1,4
6958.0,11892.0,crosslayer,None,2.370141,48.84377,2.365504,48.842326,road,crosslayer,0.53999244429609,4,1,4
6958.0,11956.0,crosslayer,None,2.370141,48.84377,2.372716,48.845711,road,crosslayer,0.3584489791322216,4,1,4
6958.0,12029.0,crosslayer,None,2.370141,48.84377,2.373926,48.845865,road,crosslayer,0.4809451391300623,4,1,4
6958.0,11892.0,crosslayer,None,2.370141,48.84377,2.365504,48.842326,road,crosslayer,0.53999244429609,4,1,4
6958.0,12218.0,crosslayer,None,2.370141,48.84377,2.374452,48.843523,road,crosslayer,0.480146150014787,4,1,4
6959.0,1386.0,train,RER C,2.331806,48.66937,2.352139,48.676076,train,train,2.380522712226647,2,2,2
6960.0,1659.0,road,D10E,2.500523,48.895157,2.504359,48.899067,road,road,0.6087742113801842,1,1,1
6960.0,8277.0,road,D10,2.500523,48.895157,2.50055,48.899334,road,road,0.4640286671307341,1,1,1
6961.0,5887.0,road,None,2.356901,48.861817,2.354262,48.86254,road,road,0.3042388892847446,1,1,1
6961.0,87.0,road,None,2.356901,48.861817,2.359559,48.864646,road,road,0.4314399655455008,1,1,1
6961.0,11761.0,crosslayer,None,2.356901,48.861817,2.353576,48.861274,road,crosslayer,0.374612655801804,4,1,4
6961.0,12081.0,crosslayer,None,2.356901,48.861817,2.346637,48.862324,road,crosslayer,1.142693905811213,4,1,4
6962.0,10296.0,road,None,2.566963,48.80786,2.570151,48.807975,road,road,0.3547195270434307,1,1,1
6963.0,9937.0,road,None,2.265574,48.868401,2.271769,48.871145,road,road,0.7533057211574289,1,1,1
6963.0,10482.0,road,None,2.265574,48.868401,2.264546,48.872626,road,road,0.4831483653820366,1,1,1
6963.0,11995.0,crosslayer,None,2.265574,48.868401,2.27552,48.870856,road,crosslayer,1.139085957242944,4,1,4
6963.0,12114.0,crosslayer,None,2.265574,48.868401,2.272128,48.864463,road,crosslayer,0.8500301621010474,4,1,4
6964.0,468.0,road,D143,2.437053,48.848236,2.434628,48.848422,road,road,0.2704382806289433,1,1,1
6964.0,12072.0,crosslayer,None,2.437053,48.848236,2.433273,48.847315,road,crosslayer,0.432591277944963,4,1,4
6965.0,3968.0,road,D410,2.459424,48.346207,2.455568,48.346927,road,road,0.4361646035706228,1,1,1
6965.0,3034.0,road,D63,2.459424,48.346207,2.513416,48.358992,road,road,6.169349307398158,1,1,1
6966.0,514.0,road,D117,2.287136,48.700965,2.2798,48.704434,road,road,0.9021997090336056,1,1,1
6966.0,12090.0,crosslayer,None,2.287136,48.700965,2.294534,48.702272,road,crosslayer,0.835339063783436,4,1,4
6967.0,2038.0,road,None,2.529794,49.010722,2.529818,49.012781,road,road,0.2287427857009537,1,1,1
6967.0,6077.0,road,None,2.529794,49.010722,2.530631,49.011584,road,road,0.1335341763925573,1,1,1
6968.0,5628.0,road,None,2.538702,48.807818,2.537172,48.811468,road,road,0.439709188934581,1,1,1
6968.0,3994.0,road,D207,2.538702,48.807818,2.543268,48.809652,road,road,0.5470666189224228,1,1,1
6969.0,3739.0,road,N192,2.244303,48.889488,2.241315,48.891295,road,road,0.3882023714824559,1,1,1
6969.0,10830.0,road,N1013,2.244303,48.889488,2.238492,48.889879,road,road,0.6476125425432965,1,1,1
6969.0,11957.0,crosslayer,None,2.244303,48.889488,2.24939,48.888229,road,crosslayer,0.582689146857305,4,1,4
6969.0,12194.0,crosslayer,None,2.244303,48.889488,2.237583,48.892132,road,crosslayer,0.8029047369578578,4,1,4
6970.0,1357.0,road,None,2.442215,48.634748,2.430907,48.643743,road,road,1.6061207609807733,1,1,1
6970.0,12156.0,crosslayer,None,2.442215,48.634748,2.45223,48.634495,road,crosslayer,1.1139718268062166,4,1,4
6971.0,5759.0,road,None,2.238431,48.806241,2.236836,48.806308,road,road,0.1775120753222273,1,1,1
6971.0,10728.0,road,None,2.238431,48.806241,2.240877,48.808087,road,road,0.3406528352252135,1,1,1
6971.0,12150.0,crosslayer,None,2.238431,48.806241,2.241145,48.807857,road,crosslayer,0.3511588477700881,4,1,4
6972.0,10675.0,road,None,2.075367,48.643935,2.076108,48.645015,road,road,0.1455741102034383,1,1,1
6972.0,6725.0,road,D152,2.075367,48.643935,2.067767,48.64468,road,road,0.8491267158548909,1,1,1
6973.0,1116.0,road,None,2.267333,48.633918,2.271801,48.638416,road,road,0.704692522723606,1,1,1
6974.0,1222.0,road,None,2.30387,48.889917,2.304521,48.890217,road,road,0.0796931425406293,1,1,1
6974.0,1042.0,road,None,2.30387,48.889917,2.301443,48.891859,road,road,0.3455212141843807,1,1,1
6974.0,12007.0,crosslayer,None,2.30387,48.889917,2.29799,48.885383,road,crosslayer,0.8253811531278177,4,1,4
6975.0,1223.0,road,D87,2.935095,48.89195,2.943357,48.892089,road,road,0.91882214970796,1,1,1
6975.0,2566.0,road,D125,2.935095,48.89195,2.941,48.895293,road,road,0.7542862047511093,1,1,1
6976.0,4982.0,road,D5,2.794081,48.891705,2.801757,48.896664,road,road,1.0158011731194168,1,1,1
6977.0,8428.0,road,D186,2.159446,48.888927,2.156514,48.889797,road,road,0.340053844108828,1,1,1
6977.0,3359.0,road,D321,2.159446,48.888927,2.159986,48.89041,road,road,0.1753838920994877,1,1,1
6977.0,12109.0,crosslayer,None,2.159446,48.888927,2.156388,48.885395,road,crosslayer,0.5192779353057699,4,1,4
6978.0,6935.0,road,N13,2.250108,48.889588,2.24732,48.890865,road,road,0.3409382672004203,1,1,1
6978.0,8037.0,road,None,2.250108,48.889588,2.251345,48.890292,road,road,0.158233959343043,1,1,1
6978.0,11957.0,crosslayer,None,2.250108,48.889588,2.24939,48.888229,road,crosslayer,0.1708049258047119,4,1,4
6979.0,8744.0,road,None,2.462932,48.402675,2.458887,48.405148,road,road,0.5270508001821749,1,1,1
6979.0,6040.0,road,None,2.462932,48.402675,2.466647,48.403299,road,road,0.4188652648838085,1,1,1
6980.0,9040.0,road,D208,2.437838,48.986056,2.415567,48.986161,road,road,2.476449684684449,1,1,1
6980.0,3865.0,road,D370,2.437838,48.986056,2.431063,48.99146,road,road,0.9633046393650272,1,1,1
6981.0,958.0,road,None,2.542986,48.837841,2.542989,48.838471,road,road,0.0699846117888277,1,1,1
6981.0,12008.0,crosslayer,None,2.542986,48.837841,2.547704,48.840975,road,crosslayer,0.6296236218361239,4,1,4
6982.0,948.0,road,None,2.263848,48.836431,2.259902,48.837081,road,road,0.4446790345615314,1,1,1
6982.0,4532.0,road,None,2.263848,48.836431,2.26608,48.838518,road,road,0.3396561850910736,1,1,1
6982.0,12006.0,crosslayer,None,2.263848,48.836431,2.270471,48.839071,road,crosslayer,0.7927100445935368,4,1,4
6982.0,12087.0,crosslayer,None,2.263848,48.836431,2.263606,48.830008,road,crosslayer,0.7141547948944601,4,1,4
6983.0,5891.0,road,None,2.295429,48.860553,2.299323,48.862159,road,road,0.4683184918826158,1,1,1
6983.0,12084.0,crosslayer,None,2.295429,48.860553,2.289854,48.85686,road,crosslayer,0.7434031520897172,4,1,4
6983.0,12138.0,crosslayer,None,2.295429,48.860553,2.300944,48.862612,road,crosslayer,0.6545206623321532,4,1,4
6984.0,48.0,metro,M5,2.379567,48.885019,2.386714,48.886963,metro,metro,0.8235349607957468,3,3,3
6985.0,4540.0,road,D97,2.012377,48.834736,2.008937,48.840477,road,road,0.7438608902333176,1,1,1
6986.0,3970.0,road,D194,2.561841,48.838042,2.559403,48.840417,road,road,0.3782787082075851,1,1,1
6987.0,11457.0,road,None,1.679178,48.623855,1.683177,48.623922,road,road,0.4447308634188884,1,1,1
6987.0,5928.0,road,D107,1.679178,48.623855,1.68873,48.650621,road,road,3.158877000709873,1,1,1
6988.0,6953.0,road,D42,3.254824,48.838524,3.235044,48.845107,road,road,2.3176753026683143,1,1,1
6989.0,6187.0,road,None,2.487639,48.837693,2.489212,48.838213,road,road,0.1842020154505482,1,1,1
6989.0,2938.0,road,None,2.487639,48.837693,2.486997,48.838361,road,road,0.1029707995546722,1,1,1
6989.0,12119.0,crosslayer,None,2.487639,48.837693,2.494235,48.839009,road,crosslayer,0.7478700024313241,4,1,4
6990.0,3493.0,road,D60,3.371865,48.734585,3.345232,48.762026,road,road,4.248374945956416,1,1,1
6990.0,4701.0,road,D60,3.371865,48.734585,3.378753,48.735153,road,road,0.768501351429313,1,1,1
6991.0,6398.0,road,D82,2.089251,48.479904,2.09143,48.496902,road,road,1.9043105540373024,1,1,1
6992.0,5390.0,road,D470,2.275832,48.973142,2.270235,48.980028,road,road,0.9862483293684268,1,1,1
6993.0,2483.0,road,None,2.185692,48.972551,2.189133,48.973496,road,road,0.3967681334339833,1,1,1
6993.0,2980.0,road,None,2.185692,48.972551,2.178519,48.980411,road,road,1.1827605429229844,1,1,1
6993.0,9521.0,road,None,2.185692,48.972551,2.177718,48.974875,road,road,0.923505996893527,1,1,1
6994.0,68.0,road,N7,2.366363,48.73369,2.363818,48.73968,road,road,0.7231605695309936,1,1,1
6994.0,8451.0,road,None,2.366363,48.73369,2.365618,48.734171,road,road,0.0985811666215538,1,1,1
6994.0,903.0,road,None,2.366363,48.73369,2.366554,48.734356,road,road,0.0769803665564657,1,1,1
6995.0,10527.0,road,D125,2.399427,48.973852,2.391718,48.976641,road,road,0.9114838256766836,1,1,1
6995.0,12061.0,crosslayer,None,2.399427,48.973852,2.390647,48.97669,road,crosslayer,1.0259416560434151,4,1,4
6996.0,11277.0,road,D19,1.864114,48.970022,1.861176,48.976882,road,road,0.8294405640300415,1,1,1
6997.0,3630.0,road,None,2.490295,48.974304,2.491593,48.975307,road,road,0.1823363797965835,1,1,1
6998.0,5390.0,road,D909,2.264802,48.973129,2.270235,48.980028,road,road,0.97597974457338,1,1,1
6999.0,6688.0,road,None,1.527895,49.014576,1.52331,49.015041,road,road,0.51244211483914,1,1,1
7000.0,9274.0,road,D401,3.031091,49.022299,3.026214,49.025429,road,road,0.6441121996164392,1,1,1
7000.0,1974.0,road,D401,3.031091,49.022299,3.034507,49.022325,road,road,0.3798528407698578,1,1,1
7001.0,8481.0,road,D407,2.224127,49.021064,2.227126,49.023862,road,road,0.4559127334650809,1,1,1
7002.0,8842.0,road,D106,2.213203,49.019459,2.213493,49.019699,road,road,0.0418444824353852,1,1,1
7003.0,9184.0,road,D346,2.563689,48.577901,2.553708,48.581547,road,road,1.1814280875037304,1,1,1
7004.0,2547.0,train,RER C,2.130117,48.800033,2.151411,48.796499,train,train,2.400126882114122,2,2,2
7005.0,9421.0,road,D282,2.479633,48.812895,2.47338,48.815336,road,road,0.7463107013605694,1,1,1
7005.0,688.0,road,D3,2.479633,48.812895,2.480128,48.81354,road,road,0.0903537385883731,1,1,1
7006.0,1620.0,road,None,2.307965,48.708558,2.309426,48.708706,road,road,0.1632858579152513,1,1,1
7006.0,4381.0,road,A126,2.307965,48.708558,2.307986,48.709507,road,road,0.1054642381677369,1,1,1
7007.0,7120.0,road,D113,1.719741,48.981064,1.716084,48.982347,road,road,0.4309181255462596,1,1,1
7007.0,7551.0,road,None,1.719741,48.981064,1.720747,48.981106,road,road,0.1119594549741549,1,1,1
7008.0,11319.0,road,None,2.442059,48.530291,2.443834,48.531563,road,road,0.2427431183754549,1,1,1
7008.0,6219.0,road,D74,2.442059,48.530291,2.438677,48.531426,road,road,0.396637359937226,1,1,1
7009.0,718.0,road,D39,2.669227,48.530978,2.663201,48.536021,road,road,0.873354527135491,1,1,1
7009.0,5303.0,road,D82E2,2.669227,48.530978,2.672706,48.531221,road,road,0.3877876120666245,1,1,1
7010.0,7446.0,road,D5,2.379571,48.801135,2.37941,48.801467,road,road,0.040999878326297,1,1,1
7011.0,9814.0,road,D113,2.13839,48.867485,2.109981,48.880008,road,road,3.451848290254771,1,1,1
7012.0,141.0,road,N186,2.486484,48.871342,2.484988,48.872284,road,road,0.1965261679976751,1,1,1
7012.0,2865.0,road,D30,2.486484,48.871342,2.486726,48.873061,road,road,0.1928506923699143,1,1,1
7012.0,12183.0,crosslayer,None,2.486484,48.871342,2.485847,48.87034,road,crosslayer,0.1319375389014938,4,1,4
7013.0,2342.0,road,None,2.043103,48.799027,2.031937,48.800659,road,road,1.2547775384000974,1,1,1
7014.0,4271.0,road,D4,2.531973,48.806231,2.515397,48.812492,road,road,1.9700273497346656,1,1,1
7015.0,9461.0,road,None,1.836104,48.477036,1.836831,48.478928,road,road,0.2252765489431751,1,1,1
7016.0,6796.0,road,D258,2.335028,48.805248,2.33598,48.806958,road,road,0.2174862512086671,1,1,1
7016.0,12205.0,crosslayer,None,2.335028,48.805248,2.333753,48.80786,road,crosslayer,0.3229796330284863,4,1,4
7017.0,8495.0,road,D148,2.440943,48.805741,2.456549,48.810535,road,road,1.8151961905883076,1,1,1
7017.0,7939.0,road,D19,2.440943,48.805741,2.42377,48.814451,road,road,2.1407243878902404,1,1,1
7018.0,5978.0,road,None,2.043461,48.798994,2.045447,48.800606,road,road,0.2843511667822743,1,1,1
7018.0,7013.0,road,D129,2.043461,48.798994,2.043103,48.799027,road,road,0.0399763338082834,1,1,1
7019.0,4951.0,road,None,2.574921,48.949248,2.573779,48.95316,road,road,0.4527290729282785,1,1,1
7019.0,3808.0,road,None,2.574921,48.949248,2.597545,48.954865,road,road,2.5918958399121417,1,1,1
7019.0,12065.0,crosslayer,None,2.574921,48.949248,2.567031,48.944429,road,crosslayer,1.0277451387829104,4,1,4
