node,lat,lon,city,city_num,state,state_num
2056,34.3760759999999,108.938568,Weiyang District,553,Shaanxi,1
996,42.7411,124.71433,Xifeng,554,Liaoning,13
579,43.1382669999999,124.435935,Siping City,143,Jilin,16
2260,43.877496,125.200592,Changchun City,136,Jilin,16
1042,44.5458629999999,125.677393,Dehui City,137,Jilin,16
472,45.426856,126.271739999999,Shuangcheng District,190,Heilongjiang,17
1081,45.008369,126.003141,Songyuan City,159,Jilin,16
2219,42.7411,124.71433,Xifeng,554,Liaoning,13
494,41.44619,122.43066,Tai'an County,555,Liaoning,13
1884,40.3484619999999,120.324496999999,Huludao City,72,Liaoning,13
299,43.475413,124.815994,Changchun City,136,Jilin,16
1177,42.7411,124.71433,Xifeng,554,Liaoning,13
261,38.8637009999999,115.600361,Baoding City,436,Hebei,4
780,38.5082579999999,115.07512,Dingzhou City,556,Hebei,4
1772,38.01053,114.48444,Shijiazhuang City,312,Hebei,4
2289,38.1151849999999,113.438244,Yu,557,Shanxi,0
1193,37.6870479999999,112.642315999999,Jinzhong City,1,Shanxi,0
699,37.67544,112.74154,Jinzhong City,1,Shanxi,0
943,37.1556399999999,112.14993,Jinzhong City,1,Shanxi,0
231,37.0533,111.98797,Jinzhong City,1,Shanxi,0
128,36.1019999999999,111.46644,Linfen,558,Shanxi,0
260,35.601635,111.288167,Houma City,4,Shanxi,0
1638,36.87959,111.91556,Jinzhong City,1,Shanxi,0
1361,38.25195,114.70977,Gaocheng District,316,Hebei,4
1549,39.45966,116.053207,Zhuozhou City,559,Hebei,4
2402,39.2886,115.9464,Baoding City,436,Hebei,4
1804,37.32405,112.35678,Jinzhong City,1,Shanxi,0
2334,36.5646709999999,111.837554,Huozhou,2,Shanxi,0
2275,35.336545,111.179446,Wenxi,320,Shanxi,0
2046,35.8385949999999,111.336417999999,Xiangfen,410,Shanxi,0
2651,22.847736,108.420795,Nanning,178,Guangxi,20
