node,lat,lon,geometry,city,state
692,37.86048,112.58682,POINT (112.58682 37.86048),Taiyuan City,Shanxi
1351,37.6971899999999,112.731179999999,POINT (112.731179999999 37.6971899999999),Jinzhong City,Shanxi
698,37.42136,112.57032,POINT (112.57032 37.42136),Jinzhong City,Shanxi
944,37.2066099999999,112.16847,POINT (112.16847 37.2066099999999),Jinzhong City,Shanxi
232,37.01847,111.91906,POINT (111.91906 37.01847),Jinzhong City,Shanxi
1639,36.86171,111.771019999999,POINT (111.771019999999 36.86171),Jinzhong City,Shanxi
2335,36.58583,111.71973,POINT (111.71973 36.58583),Huozhou,Shanxi
1512,36.26214,111.67162,POINT (111.67162 36.26214),,Shanxi
127,36.0868299999999,111.53682,POINT (111.53682 36.0868299999999),Yaodu,Shanxi
259,35.6131299999999,111.3585,POINT (111.3585 35.6131299999999),Houma City,Shanxi
1835,35.6126999999999,110.99518,POINT (110.99518 35.6126999999999),,Shanxi
1480,35.58776,110.72605,POINT (110.72605 35.58776),Hejin,Shanxi
2362,35.48393,110.44188,POINT (110.44188 35.48393),Weinan City,Shaanxi
503,35.19518,110.09119,POINT (110.09119 35.19518),Heyang County,Shaanxi
1009,34.77167,109.40295,POINT (109.40295 34.77167),Weinan City,Shaanxi
2058,34.27727,108.96283,POINT (108.96283 34.27727),Xincheng District,Shaanxi
802,34.37297,107.15321,POINT (107.15321 34.37297),Baoji City,Shaanxi
681,34.56586,105.8986,POINT (105.8986 34.56586),Maiji,Gansu
1704,34.7629299999999,105.33231,POINT (105.33231 34.7629299999999),,Gansu
2314,34.9523799999999,104.70544,POINT (104.70544 34.9523799999999),,Gansu
314,36.03493,103.8512,POINT (103.8512 36.03493),Lanzhou,Gansu
783,35.5921499999999,104.62502,POINT (104.62502 35.5921499999999),Dingxi,Gansu
542,34.3438799999999,108.73483,POINT (108.73483 34.3438799999999),Weicheng District,Shaanxi
1148,35.61045,111.21098,POINT (111.21098 35.61045),Xinjiang County,Shanxi
683,39.134968,117.209464999999,POINT (117.209464999999 39.134968),Hedong District,Tianjin
983,39.5149169999999,116.705679,POINT (116.705679 39.5149169999999),Langfang City,Hebei
390,39.896042,116.321152,POINT (116.321152 39.896042),Haidian District,
804,40.59803,115.05712,POINT (115.05712 40.59803),Xuanhua District,Hebei
1005,40.75361,114.88509,POINT (114.88509 40.75361),Zhangjiakou City,Hebei
1309,40.67114,114.41604,POINT (114.41604 40.67114),Zhangjiakou City,Hebei
627,40.1201099999999,113.30311,POINT (113.30311 40.1201099999999),Datong City,Shanxi
123,40.43518,113.16337,POINT (113.16337 40.43518),Ulanqab City,Inner Mongolia
2330,41.031426,113.099335999999,POINT (113.099335999999 41.031426),Jining,Inner Mongolia
529,40.8503419999999,111.765567,POINT (111.765567 40.8503419999999),Hohhot City,Inner Mongolia
530,40.8309,111.665809999999,POINT (111.665809999999 40.8309),Hohhot City,Inner Mongolia
826,40.70539,111.12615,POINT (111.12615 40.70539),Hohhot City,Inner Mongolia
2007,40.56459,110.53165,POINT (110.53165 40.56459),Baotou City,Inner Mongolia
381,40.5703419999999,110.024867,POINT (110.024867 40.5703419999999),Baotou City,Inner Mongolia
382,40.607224,109.838194,POINT (109.838194 40.607224),Baotou City,Inner Mongolia
158,40.73662,108.65224,POINT (108.65224 40.73662),Urad Front Banner,Inner Mongolia
202,40.911614,108.04987,POINT (108.04987 40.911614),,Inner Mongolia
131,40.7437899999999,107.42914,POINT (107.42914 40.7437899999999),Bayannur,Inner Mongolia
903,40.33308,107.02185,POINT (107.02185 40.33308),Dengkou,Inner Mongolia
160,39.67007,106.805229999999,POINT (106.805229999999 39.67007),,Inner Mongolia
161,39.45517,106.738530999999,POINT (106.738530999999 39.45517),三道坎街道办,Inner Mongolia
2140,34.4675599999999,118.58837,POINT (118.58837 34.4675599999999),Donghai County,Jiangsu
92,34.54216,118.771469999999,POINT (118.771469999999 34.54216),Donghai County,Jiangsu
1146,34.38078,118.34881,POINT (118.34881 34.38078),Xinyi City,Jiangsu
2168,34.3170599999999,117.95853,POINT (117.95853 34.3170599999999),Pizhou,Jiangsu
1030,34.268639,117.203785999999,POINT (117.203785999999 34.268639),Yunlong District,Jiangsu
1786,34.4167599999999,116.33026,POINT (116.33026 34.4167599999999),Suzhou City,Anhui
2030,34.39737,115.86519,POINT (115.86519 34.39737),Shangqiu City,Henan
561,34.4434499999999,115.65679,POINT (115.65679 34.4434499999999),Shangqiu City,Henan
752,34.45454,115.30516,POINT (115.30516 34.45454),Ningling County,Henan
1384,34.645,115.14027,POINT (115.14027 34.645),Minquan County,Henan
317,34.81476,114.81952,POINT (114.81952 34.81476),Lankao,Henan
997,34.7713299999999,114.35328,POINT (114.35328 34.7713299999999),Yuwangtai District,Henan
2175,34.7466099999999,113.659409999999,POINT (113.659409999999 34.7466099999999),Zhengzhou,Henan
1508,34.68551,112.43615,POINT (112.43615 34.68551),Xigong District,Henan
1580,34.4844799999999,109.493759999999,POINT (109.493759999999 34.4844799999999),Weinan City,Shaanxi
2020,34.3210199999999,107.59804,POINT (107.59804 34.3210199999999),Baoji City,Shaanxi
1254,34.268239,108.078768999999,POINT (108.078768999999 34.268239),Xianyang City,Shaanxi
1625,34.53567,110.24766,POINT (110.24766 34.53567),Tongguan County,Shaanxi
1633,34.50979,110.89815,POINT (110.89815 34.50979),Lingbao City,Henan
47,34.6872249999999,111.080848,POINT (111.080848 34.6872249999999),,Henan
1573,34.7533099999999,111.78598,POINT (111.78598 34.7533099999999),Mianchi,Henan
2441,34.3597699999999,116.69761,POINT (116.69761 34.3597699999999),Xiao County,Anhui
1256,30.2438299999999,120.182419999999,POINT (120.182419999999 30.2438299999999),Shangcheng District,Zhejiang
1046,30.5352539999999,119.958170999999,POINT (119.958170999999 30.5352539999999),Huzhou,Zhejiang
2245,30.990589,119.903996,POINT (119.903996 30.990589),Changxing County,Zhejiang
957,30.91206,119.409319999999,POINT (119.409319999999 30.91206),Xuancheng City,Anhui
806,30.94706,118.774069999999,POINT (118.774069999999 30.94706),Xuanzhou District,Anhui
1942,31.3472,118.39008,POINT (118.39008 31.3472),Jinghu District,Anhui
891,31.61431,117.89052,POINT (117.89052 31.61431),Chaohu City,Anhui
502,31.88566,117.31735,POINT (117.31735 31.88566),Yaohai District,Anhui
1554,32.631607,117.017482,POINT (117.017482 32.631607),Tianjia'an District,Anhui
2282,32.9143199999999,115.86843,POINT (115.86843 32.9143199999999),Yingdong District,Anhui
229,33.84763,115.79787,POINT (115.79787 33.84763),Bozhou City,Anhui
413,34.55512,110.140559999999,POINT (110.140559999999 34.55512),Huayin City,Shaanxi
46,34.76066,111.233549999999,POINT (111.233549999999 34.76066),Sanmenxia,Henan
148,34.7211799999999,111.912499999999,POINT (111.912499999999 34.7211799999999),Yima City,Henan
898,34.76024,112.98152,POINT (112.98152 34.76024),Zhengzhou,Henan
560,34.40825,115.704038999999,POINT (115.704038999999 34.40825),Shangqiu City,Henan
269,32.12876,114.08216,POINT (114.08216 32.12876),,Henan
1899,32.16581,114.55031,POINT (114.55031 32.16581),Loushan,Henan
1058,32.34282,114.74024,POINT (114.74024 32.34282),Xi,Henan
1620,32.11177,115.10272,POINT (115.10272 32.11177),,Henan
1122,31.6438899999999,114.87929,POINT (114.87929 31.6438899999999),Xin County,Henan
2433,31.1464099999999,114.963179999999,POINT (114.963179999999 31.1464099999999),Huanggang,Hubei
2445,30.58592,115.00506,POINT (115.00506 30.58592),Huangzhou District,Hubei
1521,30.43287,115.24239,POINT (115.24239 30.43287),Huanggang,Hubei
2023,30.24219,115.4462,POINT (115.4462 30.24219),Huanggang,Hubei
1377,29.96921,115.63827,POINT (115.63827 29.96921),Wuxue,Hubei
177,29.7105989999999,116.012415,POINT (116.012415 29.7105989999999),,Jiangxi
514,28.44295,115.96129,POINT (115.96129 28.44295),,Jiangxi
2105,25.81921,114.964429999999,POINT (114.964429999999 25.81921),Zhanggong District,Jiangxi
2477,24.1123699999999,115.23746,POINT (115.23746 24.1123699999999),Heyuan,Guangdong Province
1481,23.75944,114.683229999999,POINT (114.683229999999 23.75944),Heyuan,Guangdong Province
1066,23.1517799999999,114.41646,POINT (114.41646 23.1517799999999),Huizhou,Guangdong Province
99,22.965333,114.039053,POINT (114.039053 22.965333),Dongguan,Guangdong Province
1561,22.52823,113.90842,POINT (113.90842 22.52823),Nanshan District,Guangdong Province
504,27.10535,115.02088,POINT (115.02088 27.10535),Ji'an City,Jiangxi
2281,41.9873699999999,121.63728,POINT (121.63728 41.9873699999999),,Liaoning
1569,41.77687,121.42026,POINT (121.42026 41.77687),,Liaoning
147,41.53311,121.23915,POINT (121.23915 41.53311),Yi County,Liaoning
11,41.3392399999999,121.25677,POINT (121.25677 41.3392399999999),Yi County,Liaoning
2234,41.124115,121.1392,POINT (121.1392 41.124115),,Liaoning
2012,40.7545199999999,120.86776,POINT (120.86776 40.7545199999999),Huludao City,Liaoning
328,40.62366,120.70228,POINT (120.70228 40.62366),Huludao City,Liaoning
1885,40.32204,120.35334,POINT (120.35334 40.32204),Suizhong,Liaoning
867,40.0004199999999,119.76746,POINT (119.76746 40.0004199999999),Qinhuangdao City,Hebei
1833,39.96524,119.592339999999,POINT (119.592339999999 39.96524),Qinhuangdao City,Hebei
1603,39.74058,118.703509999999,POINT (118.703509999999 39.74058),Tangshan City,Hebei
558,39.623161,118.121626,POINT (118.121626 39.623161),Lubei District,Hebei
2357,38.93276,116.93015,POINT (116.93015 38.93276),Jinghai District,Tianjin
1474,38.3092899999999,116.87793,POINT (116.87793 38.3092899999999),Cangzhou,Hebei
1040,37.4493799999999,116.28873,POINT (116.28873 37.4493799999999),Dezhou City,Shandong
1517,36.67069,116.99117,POINT (116.99117 36.67069),Tianqiao District,Shandong
1498,36.18723,117.11078,POINT (117.11078 36.18723),Taishan District,Shandong
288,35.55579,116.8409,POINT (116.8409 35.55579),Yanzhou City,Shandong
1599,35.08061,117.1538,POINT (117.1538 35.08061),Tengzhou City,Shandong
812,33.6390499999999,116.99454,POINT (116.99454 33.6390499999999),Yongqiao District,Anhui
2032,32.94408,117.37781,POINT (117.37781 32.94408),Longzihu District,Anhui
1595,32.307397,118.326668,POINT (118.326668 32.307397),Nanqiao District,Anhui
420,32.0863099999999,118.79692,POINT (118.79692 32.0863099999999),Xuanwu District,Jiangsu
141,32.00191,119.59208,POINT (119.59208 32.00191),Danyang City,Jiangsu
913,31.78506,119.97178,POINT (119.97178 31.78506),Tianning District,Jiangsu
1163,31.5882499999999,120.306659999999,POINT (120.306659999999 31.5882499999999),Xinwu District,Jiangsu
1963,31.3288,120.610969999999,POINT (120.610969999999 31.3288),Gusu District,Jiangsu
57,31.24982,121.45565,POINT (121.45565 31.24982),Jing'an District,
2240,32.19852,119.43298,POINT (119.43298 32.19852),Runzhou District,Jiangsu
1286,34.793522,117.255366,POINT (117.255366 34.793522),Xuecheng District,Shandong
1827,36.9239999999999,116.63374,POINT (116.63374 36.9239999999999),Yucheng City,Shandong
924,37.1704,116.43973,POINT (116.43973 37.1704),Pingyuan County,Shandong
523,37.6273399999999,116.38612,POINT (116.38612 37.6273399999999),Wuqiao County,Hebei
79,37.89249,116.53079,POINT (116.53079 37.89249),Cangzhou,Hebei
1488,38.0614899999999,116.586879999999,POINT (116.586879999999 38.0614899999999),Botou City,Hebei
1250,39.14237,117.00227,POINT (117.00227 39.14237),Xiqing District,Tianjin
1562,38.01144,115.61368,POINT (115.61368 38.01144),Hengshui City,Hebei
2038,37.74448,115.69113,POINT (115.69113 37.74448),Hengshui City,Hebei
1567,37.0636999999999,115.68718,POINT (115.68718 37.0636999999999),Qinghe County,Hebei
1923,36.4567699999999,115.94374,POINT (115.94374 36.4567699999999),Dongchangfu District,Shandong
1999,35.2308999999999,115.5066,POINT (115.5066 35.2308999999999),Mudan District,Shandong
1213,34.82553,115.54214,POINT (115.54214 34.82553),Cao County,Shandong
786,35.0647499999999,115.59583,POINT (115.59583 35.0647499999999),Dingtao,Shandong
2185,35.4237299999999,115.67191,POINT (115.67191 35.4237299999999),Mudan District,Shandong
2176,35.6013299999999,115.90172,POINT (115.90172 35.6013299999999),Heze City,Shandong
1336,35.81904,115.93772,POINT (115.93772 35.81904),Liangshan County,Shandong
493,35.96388,115.86344,POINT (115.86344 35.96388),Taiqian County,Henan
2293,36.1014899999999,115.80964,POINT (115.80964 36.1014899999999),Yanggu County,Shandong
134,36.8421099999999,115.73799,POINT (115.73799 36.8421099999999),Linqing City,Shandong
240,38.69406,116.14507,POINT (116.14507 38.69406),Renqiu City,Hebei
2339,39.12281,116.37544,POINT (116.37544 39.12281),Langfang City,Hebei
2152,43.60513,122.27109,POINT (122.27109 43.60513),Tongliao City,Inner Mongolia
253,43.4403,121.96862,POINT (121.96862 43.4403),Tongliao City,Inner Mongolia
90,43.3897899999999,121.64224,POINT (121.64224 43.3897899999999),Tongliao City,Inner Mongolia
291,43.20205,121.06355,POINT (121.06355 43.20205),Tongliao City,Inner Mongolia
705,42.8412799999999,120.67717,POINT (120.67717 42.8412799999999),Tongliao City,Inner Mongolia
1903,42.6392969999999,120.0013,POINT (120.0013 42.6392969999999),,Inner Mongolia
582,42.4834699999999,119.640333,POINT (119.640333 42.4834699999999),,Inner Mongolia
2108,42.25683,118.9597,POINT (118.9597 42.25683),站前街道办,Inner Mongolia
1874,42.2446899999999,118.635,POINT (118.635 42.2446899999999),,Inner Mongolia
1875,41.9293499999999,118.13365,POINT (118.13365 41.9293499999999),Chengde City,Hebei
578,41.80147,117.82762,POINT (117.82762 41.80147),Chengde City,Hebei
2322,41.32865,117.751369999999,POINT (117.751369999999 41.32865),Chengde City,Hebei
1054,40.40903,116.693,POINT (116.693 40.40903),Huairou District,
1178,40.231439,116.233104999999,POINT (116.233104999999 40.231439),Changping District,
387,39.9427889999999,116.353817,POINT (116.353817 39.9427889999999),Xicheng District,
426,40.23964,116.12974,POINT (116.12974 40.23964),Changping District,
980,40.3798499999999,115.89833,POINT (115.89833 40.3798499999999),Yanqing District,
1462,40.39706,115.515829999999,POINT (115.515829999999 40.39706),Zhangjiakou City,Hebei
686,40.4520899999999,114.06516,POINT (114.06516 40.4520899999999),Tianzhen County,Shanxi
2295,40.36565,113.73975,POINT (113.73975 40.36565),Datong City,Shanxi
415,40.928753,112.619905,POINT (112.619905 40.928753),Zhuozi County,Inner Mongolia
1604,40.9231699999999,117.316199999999,POINT (117.316199999999 40.9231699999999),Luanping County,Hebei
389,39.903706,116.427322,POINT (116.427322 39.903706),Dongcheng District,
1248,39.35428,117.06468,POINT (117.06468 39.35428),Wuqing District,Tianjin
684,39.156879,117.163315,POINT (117.163315 39.156879),Hongqiao District,Tianjin
2340,38.58348,116.80318,POINT (116.80318 38.58348),Qing County,Hebei
1796,35.90158,117.10632,POINT (117.10632 35.90158),Tai'an City,Shandong
2172,35.40095,116.958299999999,POINT (116.958299999999 35.40095),Zoucheng City,Shandong
1171,31.3661099999999,120.95795,POINT (120.95795 31.3661099999999),Kunshan,Jiangsu
1181,32.7698699999999,117.9888,POINT (117.9888 32.7698699999999),Mingguang,Anhui
2137,35.0265399999999,110.99048,POINT (110.99048 35.0265399999999),Yuncheng,Shanxi
1407,34.87039,110.45385,POINT (110.45385 34.87039),,Shanxi
1714,33.33113,106.14588,POINT (106.14588 33.33113),Lueyang County,Shaanxi
2284,32.9675999999999,106.03746,POINT (106.03746 32.9675999999999),,Shaanxi
1189,32.384309,105.641771,POINT (105.641771 32.384309),,Sichuan
1431,31.7818499999999,104.76979,POINT (104.76979 31.7818499999999),Mianyang City,Sichuan
1893,31.4596899999999,104.71724,POINT (104.71724 31.4596899999999),Mianyang City,Sichuan
1047,31.16598,104.39006,POINT (104.39006 31.16598),Jingyang District,Sichuan
1070,30.6968299999999,104.07332,POINT (104.07332 30.6968299999999),Jinniu District,Sichuan
1805,37.35775,112.33507,POINT (112.33507 37.35775),Jinzhong City,Shanxi
2372,38.2374599999999,115.71698,POINT (115.71698 38.2374599999999),Raoyang County,Hebei
1287,37.50475,115.73933,POINT (115.73933 37.50475),Hengshui City,Hebei
1925,38.4142999999999,115.85165,POINT (115.85165 38.4142999999999),Suning County,Hebei
1943,39.3293,117.84542,POINT (117.84542 39.3293),Lunan District,Hebei
666,41.61374,122.14757,POINT (122.14757 41.61374),,Liaoning
1455,41.81767,123.438574,POINT (123.438574 41.81767),Shenhe District,Liaoning
2218,42.2934899999999,123.83668,POINT (123.83668 42.2934899999999),Yinzhou District,Liaoning
995,42.54645,124.03206,POINT (124.03206 42.54645),Kaiyuan,Liaoning
1176,42.7787,124.11761,POINT (124.11761 42.7787),Changtu,Liaoning
300,43.5090399999999,124.81193,POINT (124.81193 43.5090399999999),Changchun City,Jilin
2259,43.905653,125.321586999999,POINT (125.321586999999 43.905653),Changchun City,Jilin
1041,44.53325,125.71714,POINT (125.71714 44.53325),Dehui City,Jilin
548,45.761536,126.632973,POINT (126.632973 45.761536),Harbin,Heilongjiang
528,45.99833,126.647499999999,POINT (126.647499999999 45.99833),Harbin,Heilongjiang
339,46.44393,127.12062,POINT (127.12062 46.44393),Harbin,Heilongjiang
1886,46.64459,127.0155,POINT (127.0155 46.64459),,Heilongjiang
963,46.88768,127.5034,POINT (127.5034 46.88768),Qingan,Heilongjiang
2216,46.9744299999999,128.05371,POINT (128.05371 46.9744299999999),铁力镇,Heilongjiang
1220,46.95848,128.878379999999,POINT (128.878379999999 46.95848),,Heilongjiang
434,47.13342,129.28038,POINT (129.28038 47.13342),,Heilongjiang
1436,46.74728,129.926179999999,POINT (129.926179999999 46.74728),Tangyuan,Heilongjiang
257,46.8042999999999,130.38457,POINT (130.38457 46.8042999999999),Jiamusi,Heilongjiang
2373,46.6523699999999,129.75819,POINT (129.75819 46.6523699999999),,Heilongjiang
1522,46.7283199999999,129.63879,POINT (129.63879 46.7283199999999),,Heilongjiang
580,43.16823,124.37313,POINT (124.37313 43.16823),Siping City,Jilin
1473,41.36191,121.77494,POINT (121.77494 41.36191),Beizhen City,Liaoning
618,34.2392899999999,116.12969,POINT (116.12969 34.2392899999999),Xiayi County,Henan
2447,39.72086,116.330879999999,POINT (116.330879999999 39.72086),Daxing District,
665,37.31835,115.73616,POINT (115.73616 37.31835),Hengshui City,Hebei
1352,37.0517899999999,112.96924,POINT (112.96924 37.0517899999999),Jinzhong City,Shanxi
1365,36.85598,112.85395,POINT (112.85395 36.85598),Changzhi City,Shanxi
1446,36.7560799999999,112.69907,POINT (112.69907 36.7560799999999),Changzhi City,Shanxi
2267,36.3086249999999,113.125077,POINT (113.125077 36.3086249999999),Changzhi City,Shanxi
2268,36.18865,113.07044,POINT (113.07044 36.18865),Changzhi City,Shanxi
2396,35.8009199999999,112.9184,POINT (112.9184 35.8009199999999),Gaoping City,Shanxi
1195,35.47583,112.87313,POINT (112.87313 35.47583),Jincheng City,Shanxi
1218,35.2109999999999,113.05562,POINT (113.05562 35.2109999999999),Bo'ai County,Henan
1646,35.22245,113.23499,POINT (113.23499 35.22245),,Henan
1115,35.3057799999999,113.859669999999,POINT (113.859669999999 35.3057799999999),,Henan
1551,36.7890099999999,118.05687,POINT (118.05687 36.7890099999999),Zhangdian District,Shandong
1617,36.69727,119.098389999999,POINT (119.098389999999 36.69727),Weicheng District,Shandong
2343,36.06347,120.31361,POINT (120.31361 36.06347),Qingdao City,Shandong
1062,39.0639299999999,106.56441,POINT (106.56441 39.0639299999999),Shizuishan City,Ningxia
1766,38.9168,106.42183,POINT (106.42183 38.9168),Shizuishan City,Ningxia
2226,38.49193,106.17449,POINT (106.17449 38.49193),Jinfeng District,Ningxia
2350,37.91864,105.93183,POINT (105.93183 37.91864),,Ningxia
115,37.55554,105.66741,POINT (105.66741 37.55554),,Ningxia
109,37.52201,105.190029999999,POINT (105.190029999999 37.52201),Zhongwei,Ningxia
1208,37.19445,104.05571,POINT (104.05571 37.19445),Jingtai,Gansu
1743,36.5496979999999,104.099194,POINT (104.099194 36.5496979999999),Baiyin District,Gansu
355,33.9122699999999,106.52203,POINT (106.52203 33.9122699999999),Baoji City,Shaanxi
1048,33.7688399999999,106.08785,POINT (106.08785 33.7688399999999),,Gansu
948,32.416769,105.79725,POINT (105.79725 32.416769),Xiaxi,Sichuan
694,44.3995299999999,123.18477,POINT (123.18477 44.3995299999999),Songyuan City,Jilin
962,44.613308,123.368762,POINT (123.368762 44.613308),,Jilin
895,44.716002,123.480551,POINT (123.480551 44.716002),,Jilin
892,44.8572199999999,123.62609,POINT (123.62609 44.8572199999999),Songyuan City,Jilin
777,45.00484,123.802499999999,POINT (123.802499999999 45.00484),,Jilin
183,45.0993399999999,123.879499999999,POINT (123.879499999999 45.0993399999999),Songyuan City,Jilin
1528,45.2711499999999,124.04492,POINT (124.04492 45.2711499999999),,Jilin
993,45.4588839999999,124.18749,POINT (124.18749 45.4588839999999),Da'an,Jilin
631,45.5168669999999,124.239237,POINT (124.239237 45.5168669999999),,Jilin
1150,45.7107699999999,124.41339,POINT (124.41339 45.7107699999999),,Heilongjiang
378,45.87156,124.5419,POINT (124.5419 45.87156),,Heilongjiang
700,45.9391699999999,124.586699999999,POINT (124.586699999999 45.9391699999999),,Heilongjiang
1837,45.99461,124.57087,POINT (124.57087 45.99461),,Heilongjiang
1120,46.13118,124.61933,POINT (124.61933 46.13118),,Heilongjiang
1279,46.34465,124.764129999999,POINT (124.764129999999 46.34465),,Heilongjiang
2227,46.49119,124.85422,POINT (124.85422 46.49119),Honggang District,Heilongjiang
637,46.656854,124.886995,POINT (124.886995 46.656854),,Heilongjiang
2469,47.33932,123.99459,POINT (123.99459 47.33932),,Heilongjiang
151,46.07101,122.06332,POINT (122.06332 46.07101),Ulanhot,Inner Mongolia
925,45.71895,122.66007,POINT (122.66007 45.71895),Ulanhot,Inner Mongolia
1718,45.61722,122.86238,POINT (122.86238 45.61722),,Jilin
1514,45.3403899999999,122.8091,POINT (122.8091 45.3403899999999),,Jilin
998,44.8053999999999,123.07693,POINT (123.07693 44.8053999999999),Tongyu,Jilin
1102,44.24365,123.023889999999,POINT (123.023889999999 44.24365),Tongliao City,Inner Mongolia
803,44.03097,122.74011,POINT (122.74011 44.03097),Tongliao City,Inner Mongolia
2398,43.87051,122.55131,POINT (122.55131 43.87051),Tongliao City,Inner Mongolia
1000,43.63297,121.28466,POINT (121.28466 43.63297),Tongliao City,Inner Mongolia
1294,43.85772,120.06935,POINT (120.06935 43.85772),Ar Horqin Banner,Inner Mongolia
1275,43.93441,119.413,POINT (119.413 43.93441),林东镇,Inner Mongolia
644,43.52537,118.63958,POINT (118.63958 43.52537),,Inner Mongolia
1281,43.5932699999999,118.08143,POINT (118.08143 43.5932699999999),林西镇,Inner Mongolia
1880,43.2731399999999,117.53743,POINT (117.53743 43.2731399999999),Hexigten Banner,Inner Mongolia
1328,42.67611,115.93884,POINT (115.93884 42.67611),,Inner Mongolia
1363,42.2872199999999,115.03077,POINT (115.03077 42.2872199999999),Zhengxiangbai Banner,Inner Mongolia
386,41.8969,114.039,POINT (114.039 41.8969),Huade County,Inner Mongolia
565,41.5801799999999,113.5577,POINT (113.5577 41.5801799999999),Ulanqab City,Inner Mongolia
2010,45.894364,122.308187,POINT (122.308187 45.894364),Ulanhot,Inner Mongolia
1006,29.10464,110.48703,POINT (110.48703 29.10464),Yongding District,Hunan
509,28.32456,109.734889999999,POINT (109.734889999999 28.32456),,Hunan
2439,27.85539,109.80305,POINT (109.80305 27.85539),,Hunan
1053,27.55724,109.96733,POINT (109.96733 27.55724),Chengzhong Subdistrict,Hunan
247,26.8822699999999,109.73287,POINT (109.73287 26.8822699999999),Huitong,Hunan
2353,26.56644,109.688199999999,POINT (109.688199999999 26.56644),Jingzhou,Hunan
2154,26.31587,109.63232,POINT (109.63232 26.31587),,Hunan
1656,26.13111,109.62339,POINT (109.62339 26.13111),,Hunan
36,25.834209,109.572989,POINT (109.572989 25.834209),Sanjiang Dong Autonomous County,Guangxi
2034,25.20586,109.40741,POINT (109.40741 25.20586),Rong'an,Guangxi
2035,25.07128,109.24036,POINT (109.24036 25.07128),Rongshui,Guangxi
1300,24.3071799999999,109.38764,POINT (109.38764 24.3071799999999),,Guangxi
1243,23.73054,109.24121,POINT (109.24121 23.73054),Laibin,Guangxi
2459,23.1951299999999,109.13292,POINT (109.13292 23.1951299999999),Nanning,Guangxi
431,22.8265999999999,108.31522,POINT (108.31522 22.8265999999999),Nanning,Guangxi
589,42.9655899999999,129.841379999999,POINT (129.841379999999 42.9655899999999),,Jilin
985,42.88709,129.49686,POINT (129.49686 42.88709),Yanji,Jilin
757,43.11618,128.9093,POINT (128.9093 43.11618),Antu County,Jilin
1104,43.38011,128.24583,POINT (128.24583 43.38011),Dunhua City,Jilin
2033,43.7255699999999,127.35144,POINT (127.35144 43.7255699999999),Jiaohe,Jilin
1937,44.4078599999999,126.95437,POINT (126.95437 44.4078599999999),,Jilin
866,44.69684,127.21093,POINT (127.21093 44.69684),Harbin,Heilongjiang
208,44.92212,127.14369,POINT (127.14369 44.92212),Harbin,Heilongjiang
1092,45.2301399999999,126.89613,POINT (126.89613 45.2301399999999),Harbin,Heilongjiang
933,45.58587,126.67562,POINT (126.67562 45.58587),Harbin,Heilongjiang
734,45.701464,126.689549,POINT (126.689549 45.701464),Harbin,Heilongjiang
2374,45.7212699999999,126.679509999999,POINT (126.679509999999 45.7212699999999),Harbin,Heilongjiang
1676,45.7304099999999,126.65043,POINT (126.65043 45.7304099999999),Harbin,Heilongjiang
671,38.9222899999999,121.633129999999,POINT (121.633129999999 38.9222899999999),Dalian,Liaoning
2207,39.08809,121.72751,POINT (121.72751 39.08809),,Liaoning
1201,39.4014799999999,121.96025,POINT (121.96025 39.4014799999999),Pulandian District,Liaoning
1694,39.6256899999999,122.0078,POINT (122.0078 39.6256899999999),Wafangdian City,Liaoning
1649,40.1813199999999,122.1478,POINT (122.1478 40.1813199999999),Yingkou City,Liaoning
1757,40.4193,122.33372,POINT (122.33372 40.4193),Yingkou City,Liaoning
658,40.6516749999999,122.512275,POINT (122.512275 40.6516749999999),Dashiqiao City,Liaoning
2359,41.1126,122.985969999999,POINT (122.985969999999 41.1126),,Liaoning
1456,41.792594,123.399083,POINT (123.399083 41.792594),Shenyang City,Liaoning
1082,44.9874,126.025319999999,POINT (126.025319999999 44.9874),Songyuan City,Jilin
856,45.20861,127.96231,POINT (127.96231 45.20861),Harbin,Heilongjiang
222,44.9286699999999,128.615199999999,POINT (128.615199999999 44.9286699999999),Harbin,Heilongjiang
1358,44.8142799999999,129.07494,POINT (129.07494 44.8142799999999),,Heilongjiang
865,44.5791699999999,129.101589999999,POINT (129.101589999999 44.5791699999999),,Heilongjiang
1536,44.56673,129.387429999999,POINT (129.387429999999 44.56673),Hailin,Heilongjiang
1661,44.5903599999999,129.6125,POINT (129.6125 44.5903599999999),,Heilongjiang
1954,44.9525399999999,128.38011,POINT (128.38011 44.9525399999999),Harbin,Heilongjiang
1671,45.4170299999999,127.16261,POINT (127.16261 45.4170299999999),Harbin,Heilongjiang
2301,45.55124,126.99634,POINT (126.99634 45.55124),Harbin,Heilongjiang
473,45.3959929999999,126.293015,POINT (126.293015 45.3959929999999),Shuangcheng District,Heilongjiang
2129,41.28188,123.16856,POINT (123.16856 41.28188),Baita District,Liaoning
1529,40.8632399999999,122.74269,POINT (122.74269 40.8632399999999),Haicheng City,Liaoning
1959,41.66259,123.355059999999,POINT (123.355059999999 41.66259),Shenyang City,Liaoning
297,43.2100099999999,124.06143,POINT (124.06143 43.2100099999999),,Liaoning
477,43.492004,123.518257,POINT (123.518257 43.492004),Siping City,Jilin
1501,46.3920099999999,123.411739999999,POINT (123.411739999999 46.3920099999999),Tailai,Heilongjiang
1429,46.77134,123.684389999999,POINT (123.684389999999 46.77134),,Heilongjiang
