node,lat,lon,city,state,state_num,degree,Degree_Centrality,Clustering_Coefficients,Closeness_Centrality,Betweenness_Centrality,Eigenvector_Centrality,cluster_degree,cluster_state_degree,cluster_Degree_Centrality,cluster_state_Degree_Centrality,cluster_Clustering_Coefficients,cluster_state_Clustering_Coefficients,cluster_Closeness_Centrality,cluster_state_Closeness_Centrality,cluster_Betweenness_Centrality,cluster_state_Betweenness_Centrality,cluster_Eigenvector_Centrality,cluster_state_Eigenvector_Centrality
2626,26.229125,111.587743,Shawan,Xinjiang,19,5,0.001839588,0.018150387,0.000535694,0.00232132,3.79E-05,27,10,26,10,18,9,1,1,1,1,1,1
2711,26.025594,111.667211,Yining,Xinjiang,19,4,0.00147167,0.016201182,0.000529186,0.001240231,2.93E-06,28,11,27,11,19,9,1,1,1,1,1,1
2158,25.51535,111.5697,Yining,Xinjiang,19,8,0.002943341,0.005808124,0.000517339,0.002277158,0.000165646,24,8,23,8,24,11,1,1,1,1,1,1
1430,25.34984,111.46568,Ning'an,Heilongjiang,19,4,0.00147167,0,0.000514516,0.001634154,9.73E-07,28,11,27,11,27,12,1,1,1,1,1,1
1425,25.17974,111.55447,Ning'an,Heilongjiang,19,6,0.002207506,0.012839575,0.000512069,0.001253102,9.95E-07,26,10,25,10,20,10,1,1,1,1,1,1
2171,27.21238,111.46117,Ning'an,Heilongjiang,19,2,0.000735835,0,0.000511854,0,0.000161835,29,12,29,12,27,12,1,1,1,1,1,1
36,25.834209,109.572989,Hailin,Heilongjiang,20,5,0.001839588,0.020229072,0.000508327,0.0035494,1.31E-05,27,10,26,10,17,8,1,0,1,1,1,1
2034,25.20586,109.40741,Yushu City,Jilin,20,7,0.002575423,0.015634529,0.000494204,0.005149829,7.10E-07,25,8,24,9,19,9,1,0,1,1,1,1
2035,25.07128,109.24036,Harbin,Heilongjiang,20,6,0.002207506,0.023713299,0.000490958,0.004028629,2.87E-06,26,9,25,9,16,7,1,0,1,1,1,1
1300,24.30718,109.38764,Huanggang,Hubei,20,31,0.011405445,0.008587819,0.000493344,0.018290714,8.50E-05,8,0,8,0,23,11,1,0,1,0,1,1
1243,23.73054,109.24121,Huanggang,Hubei,20,9,0.003311258,0.04772331,0.000478226,0,5.55E-06,23,7,22,7,9,3,1,0,1,1,1,1
2459,23.19513,109.13292,Chengde City,Hebei,20,6,0.002207506,0.050028552,0.000481298,9.78E-05,1.04E-06,26,9,25,9,9,3,1,0,1,1,1,1
431,22.8266,108.31522,Chengde City,Hebei,20,29,0.01066961,0.009678485,0.000484769,0.018214925,1.51E-05,9,1,9,1,22,11,1,0,1,0,1,1
1316,25.329235,110.301969,Harqin Banner,Inner Mongolia,20,28,0.010301692,0.011619706,0.000522504,0.018261163,0.000489836,9,1,9,1,21,10,1,0,1,0,1,0
1317,25.261163,110.28411,Zhanqian Street Office,Inner Mongolia,20,16,0.005886681,0.022439315,0.000520561,0.00700712,0.000312674,16,3,15,3,17,8,1,0,1,1,1,0
2430,24.47978,109.746,Zhanqian Street Office,Inner Mongolia,20,6,0.002207506,0.053980061,0.000493925,0,2.90E-05,26,9,25,9,8,2,1,0,1,1,1,1
2093,23.09893,109.61318,Zhanqian Street Office,Inner Mongolia,20,20,0.007358352,0.015500605,0.000493663,0.026266983,3.24E-05,13,2,12,2,19,9,1,0,1,0,1,1
323,22.73777,109.90672,Zhanqian Street Office,Inner Mongolia,20,4,0.00147167,0.034942282,0.000480703,0.004278599,9.47E-07,28,11,27,11,12,5,1,0,1,1,1,1
1670,22.59728,110.15648,Yuanbaoshan Township,Inner Mongolia,20,29,0.01066961,0.011577775,0.000473408,0.007961268,5.31E-05,9,1,9,1,21,10,1,1,1,1,1,1
2311,22.30988,110.25807,Yuanbaoshan Township,Inner Mongolia,20,9,0.003311258,0.025281766,0.0004658,0.003533948,1.72E-06,23,7,22,7,15,7,1,1,1,1,1,1
1107,21.9516,110.19883,Yuanbaoshan Township,Inner Mongolia,20,7,0.002575423,0.025669508,0.000465361,0.002396513,8.43E-07,25,8,24,9,15,7,1,1,1,1,1,1
2596,22.75776,108.185925,Yuanbaoshan Township,Inner Mongolia,20,4,0.00147167,0,0.000480825,0.005643597,6.84E-08,28,11,27,11,27,12,1,0,1,1,1,1
2595,22.776636,108.106036,Yangquan,Shanxi,20,4,0.00147167,0,0.000478762,0.004916834,1.94E-09,28,11,27,11,27,12,1,0,1,1,1,1
1083,22.62798,107.91937,Shuicheng,Guizhou,20,8,0.002943341,0.009327341,0.000472227,0.005940585,2.30E-07,24,8,23,8,22,11,1,1,1,1,1,1
2677,22.55986,107.79924,Fuyuan,Yunnan,20,4,0.00147167,0,0.000468695,0.003336924,9.78E-10,28,11,27,11,27,12,1,1,1,1,1,1
2676,22.520572,107.588893,Fuyuan,Yunnan,20,4,0.00147167,0,0.000463706,0.002608536,1.27E-11,28,11,27,11,27,12,1,1,1,1,1,1
2608,22.451339,107.508134,Zhanyi,Yunnan,20,4,0.00147167,0,0.000461143,0.001879607,2.10E-09,28,11,27,11,27,12,1,1,1,1,1,1
888,22.40387,107.35816,Zhanyi,Yunnan,20,12,0.004415011,0.006717377,0.000457767,0.004388199,4.95E-07,20,5,19,5,24,11,1,1,1,1,1,1
2731,22.309273,107.186827,Zhanyi,Yunnan,20,4,0.00147167,0,0.000452176,0.002463184,3.55E-09,28,11,27,11,27,12,1,1,1,1,1,1
2814,22.222871,107.194523,Zhanyi,Yunnan,20,4,0.00147167,0,0.000450138,0.00173263,9.47E-12,28,11,27,11,27,12,1,1,1,1,1,1
2630,22.189301,107.122504,Lufeng County,Yunnan,20,4,0.00147167,0,0.000447916,0.001001534,1.38E-11,28,11,27,11,27,12,1,1,1,1,1,1
748,22.15892,107.0639,Lufeng County,Yunnan,20,8,0.002943341,0.01075323,0.000446513,0.001269805,7.39E-09,24,8,23,8,21,10,1,1,1,1,1,1
2760,22.12458,106.910039,Lufeng County,Yunnan,20,4,0.00147167,0.019722779,0.000442548,0.000391001,1.19E-10,28,11,27,11,18,8,1,1,1,1,1,1
358,22.08003,106.74262,Lufeng County,Yunnan,20,6,0.002207506,0.02150646,0.000438071,0,1.31E-08,26,9,25,9,17,8,1,1,1,1,1,1
2200,24.69949,108.06508,Xiaxi,Sichuan,20,8,0.002943341,0.020921646,0.00048404,0.004121412,3.68E-06,24,8,23,8,17,8,1,0,1,1,1,1
791,24.47891,108.62731,Xiaxi,Sichuan,20,4,0.00147167,0.064314522,0.000481228,0.002149871,2.12E-06,28,11,27,11,6,1,1,0,1,1,1,1
2651,22.847736,108.420795,Ankang City,Shaanxi,20,14,0.005150846,0.019858556,0.000486994,0.015989832,0.000782215,18,4,17,4,18,8,1,0,1,0,1,0
2557,23.322256,110.123003,Lueyang County,Shaanxi,20,6,0.002207506,0.027174801,0.000495474,0.010834345,7.43E-07,26,9,25,9,15,7,1,0,1,1,1,1
2665,23.423666,110.439246,Lueyang County,Shaanxi,20,8,0.002943341,0.018886391,0.000497142,0.014643671,9.74E-07,24,8,23,8,18,8,1,0,1,0,1,1
2753,23.399515,111.22917,Maiji,Gansu,20,13,0.004782929,0.013331696,0.000503378,0.018786921,7.44E-06,19,4,18,4,20,10,1,0,1,0,1,1
2551,24.836328,110.876346,Tongcheng Industrial Area,Gansu,20,6,0.002207506,0.02950502,0.000506944,0.003722031,1.42E-05,26,9,25,9,14,6,1,0,1,1,1,1
2099,24.45458,111.53955,Tongcheng Industrial Area,Gansu,20,19,0.006990434,0.009795111,0.000519475,0.008440179,3.86E-05,13,2,13,2,22,11,1,0,1,1,1,1
2690,25.731672,109.582943,Ankang City,Shaanxi,20,9,0.003311258,0.048219038,0.000517083,0.012871098,0.000113037,23,7,22,7,9,3,1,0,1,0,1,1
2804,24.55917,111.33853,Tongchuan,Sichuan,20,5,0.001839588,0.026490534,0.000515675,0.003531795,1.41E-05,27,10,26,10,15,7,1,0,1,1,1,1
1410,24.998671,109.999291,Tongchuan,Sichuan,20,8,0.002943341,0.033805872,0.000510243,0.006636085,1.30E-05,24,8,23,8,13,5,1,0,1,1,1,1
2729,23.340631,110.99381,Tongcheng Industrial Area,Gansu,20,4,0.00147167,0.031793942,0.000501154,0.007428062,6.46E-08,28,11,27,11,13,6,1,0,1,1,1,1
2510,23.222494,109.098572,Tongcheng Industrial Area,Gansu,20,9,0.003311258,0.018319081,0.000486731,0.03120048,1.94E-05,23,7,22,7,18,8,1,0,1,0,1,1
2504,21.452107,109.128518,Tongcheng Industrial Area,Gansu,20,4,0.00147167,0.03329763,0.000444261,0,5.47E-07,28,11,27,11,13,5,1,1,1,1,1,1
2670,21.985339,108.674983,Tongcheng Industrial Area,Gansu,20,10,0.003679176,0.012754172,0.000463047,0.002142643,2.25E-05,22,6,21,6,20,10,1,1,1,1,1,1
2565,21.622537,109.187537,Tongcheng Industrial Area,Gansu,20,4,0.00147167,0.03329763,0.000448866,0.00036636,4.10E-07,28,11,27,11,13,5,1,1,1,1,1,1
2605,23.73016,109.241661,Yuanmou County,Yunnan,20,10,0.003679176,0.04389635,0.000486514,0.004220851,3.35E-05,22,6,21,6,10,4,1,0,1,1,1,1
2633,24.646398,109.66088,Lufeng County,Yunnan,20,5,0.001839588,0.047679227,0.000499282,0.003628891,1.48E-06,27,10,26,10,9,3,1,0,1,1,1,1
2538,21.713849,108.376979,Lufeng County,Yunnan,20,4,0.00147167,0.061413241,0.000453028,0,9.27E-07,28,11,27,11,6,1,1,1,1,1,1,1
289,25.953114,111.041791,Lufeng County,Yunnan,20,10,0.003679176,0.045821817,0.000529537,0.00546977,0.000156315,22,6,21,6,10,4,1,0,1,1,1,1
330,25.673368,110.667488,Dongfu Township,Heilongjiang,20,9,0.003311258,0.044104062,0.000525853,0.004715257,1.68E-05,23,7,22,7,10,4,1,0,1,1,1,1
1748,23.88573,106.66431,Shuangcheng District,Heilongjiang,20,12,0.004415011,0.012557149,0.000451978,0.007733644,9.48E-07,20,5,19,5,21,10,1,1,1,1,1,1
418,24.9759,107.55816,Shuangcheng District,Heilongjiang,20,4,0.00147167,0.061215354,0.000490044,0.002161582,7.05E-08,28,11,27,11,7,1,1,0,1,1,1,1
2541,24.798317,111.362104,Shuangcheng District,Heilongjiang,20,4,0.00147167,0.038518726,0.000510851,0.00055248,4.74E-07,28,11,27,11,11,5,1,0,1,1,1,1
1341,23.48696,111.24056,An Hong Street Office,Heilongjiang,20,6,0.002207506,0.023881344,0.000487453,0.001459127,3.94E-06,26,9,25,9,16,7,1,0,1,1,1,1
870,22.90351,110.94818,Harbin,Heilongjiang,20,6,0.002207506,0.030504751,0.00047224,0.000894599,1.48E-06,26,9,25,9,14,6,1,1,1,1,1,1
2507,22.729455,110.320626,Harbin,Heilongjiang,20,2,0.000735835,0.010440621,0.000467853,9.59E-05,3.52E-07,29,12,29,12,22,10,1,1,1,1,1,1
809,22.85783,110.55786,Hailin,Heilongjiang,20,4,0.00147167,0.017984303,0.000464413,0.000488939,2.10E-08,28,11,27,11,18,8,1,1,1,1,1,1
1898,24.78475,108.88503,Hailin,Heilongjiang,20,4,0.00147167,0.045489199,0.000488238,0.00193503,2.19E-06,28,11,27,11,10,4,1,0,1,1,1,1
935,23.31622,107.56563,Ning'an,Heilongjiang,20,4,0.00147167,0,0.000465392,0.006270484,4.55E-07,28,11,27,11,27,12,1,1,1,1,1,1
1705,23.62771,107.12958,Ning'an,Heilongjiang,20,6,0.002207506,0.008256713,0.000457999,0.005832828,2.28E-08,26,9,25,9,23,11,1,1,1,1,1,1
1707,23.76614,106.93592,Mishan,Heilongjiang,20,4,0.00147167,0.024770139,0.00045479,0.002732862,8.98E-09,28,11,27,11,16,7,1,1,1,1,1,1
2733,24.291322,106.240617,Mishan,Heilongjiang,20,4,0.00147167,0.069061649,0.000447203,0.0030021,1.77E-08,28,11,27,11,5,0,1,1,1,1,1,1
2151,39.904553,116.62717,Hulin,Heilongjiang,21,11,0.004047093,0.007359169,0.000814954,0.071506928,0.001924038,21,9,20,6,23,4,0,0,0,1,1,1
31,39.95046,116.12072,Hulin,Heilongjiang,21,12,0.004415011,0.017604459,0.000798221,0.023984119,0.007851027,20,8,19,5,18,2,0,0,1,1,1,1
1485,40.09885,115.72068,Hulin,Heilongjiang,21,2,0.000735835,0,0.000749198,0.002282442,1.43E-08,29,12,29,12,27,12,0,1,1,1,1,1
1686,40.0516,115.80087,Hulin,Heilongjiang,21,2,0.000735835,0,0.000743625,0.002282577,3.81E-11,29,12,29,12,27,12,0,1,1,1,1,1
1651,39.74994,115.95873,Xingfu Township,Heilongjiang,21,2,0.000735835,0,0.000781741,0.010552671,1.46E-11,29,12,29,12,27,12,0,0,1,1,1,1
404,39.64737,115.58934,Qingan,Heilongjiang,21,2,0.000735835,0,0.000757059,0.010553348,5.31E-25,29,12,29,12,27,12,0,1,1,1,1,1
390,39.896042,116.321152,Tieli Township,Heilongjiang,21,55,0.020235467,0.018400548,0.000813437,0.05813558,0.416667167,2,1,2,1,18,1,0,0,0,1,0,0
387,39.942789,116.353817,Tieli Township,Heilongjiang,21,14,0.005150846,0.006716291,0.000743137,0.009470973,0.000371955,18,3,17,3,24,5,0,1,1,1,1,1
389,39.903706,116.427322,Qingan,Heilongjiang,21,73,0.026857984,0.011811037,0.000814707,0.063001824,0.375902425,0,0,0,0,21,3,0,0,0,1,0,0
2367,40.129915,116.657044,Tieli Township,Heilongjiang,21,13,0.004782929,0.006391024,0.000804077,0.041318386,0.004650037,19,4,18,4,24,6,0,0,1,1,1,1
1113,39.97141,116.05921,Tieli Township,Heilongjiang,21,4,0.00147167,0,0.000794764,0.009057724,1.25E-05,28,10,27,11,27,12,0,0,1,1,1,1
2008,39.98764,115.98665,Tieli Township,Heilongjiang,21,4,0.00147167,0,0.000790765,0.008398397,2.33E-08,28,10,27,11,27,12,0,0,1,1,1,1
2326,40.03508,115.89764,Dajingshan,Heilongjiang,21,4,0.00147167,0,0.000785128,0.007798652,6.19E-11,28,10,27,11,27,12,0,0,1,1,1,1
1563,39.9823,116.33932,Tieli Township,Heilongjiang,21,4,0.00147167,0,0.000745138,0.00537658,3.96E-07,28,10,27,11,27,12,0,1,1,1,1,1
1568,40.04165,116.31509,Dajingshan,Heilongjiang,21,4,0.00147167,0.000506187,0.000748675,0.005342456,7.35E-10,28,10,27,11,27,9,0,1,1,1,1,1
2695,40.131391,116.271648,Yimei District,Heilongjiang,21,2,0.000735835,0.002530933,0.000750665,0.005272312,1.25E-11,29,12,29,12,26,7,0,1,1,1,1,1
652,39.85212,116.12813,Yimei District,Heilongjiang,21,2,0.000735835,0,0.000794665,0.010552265,0.003210287,29,12,29,12,27,12,0,0,1,1,1,1
388,39.866096,116.378616,Yimei District,Heilongjiang,21,25,0.00919794,0.028907778,0.000824161,0.268085675,0.034885186,10,2,10,2,14,0,0,0,0,0,1,1
2506,39.902754,116.484569,Youhao,Heilongjiang,21,4,0.00147167,0.001012373,0.000814177,0.052630046,1.35E-05,28,10,27,11,27,8,0,0,1,1,1,1
2262,25.82883,116.34427,Youhao,Heilongjiang,22,8,0.002943341,0.019164175,0.000571013,0.004221128,3.53E-05,24,10,23,10,18,7,1,1,1,1,1,1
347,25.52429,116.67916,Dajingshan,Heilongjiang,22,6,0.002207506,0.025955819,0.000583249,0.003135837,5.65E-07,26,11,25,11,15,5,1,1,1,1,1,1
53,25.18264,116.73772,Yimei District,Heilongjiang,22,5,0.001839588,0.031582547,0.000595376,0.002971092,1.91E-08,27,12,26,12,13,3,0,1,1,1,1,1
2476,25.0964,117.00653,TangWang County,Heilongjiang,22,21,0.007726269,0.004780178,0.000606093,0.015610639,1.48E-06,12,2,12,2,25,11,0,1,1,1,1,1
2325,25.24883,117.15279,TangWang County,Heilongjiang,22,4,0.00147167,0,0.000595953,0.000829812,1.10E-08,28,12,27,12,27,12,0,1,1,1,1,1
598,25.27043,117.19336,TangWang County,Heilongjiang,22,4,0.00147167,0,0.000593823,0.000724325,5.42E-11,28,12,27,12,27,12,1,1,1,1,1,1
1958,25.311884,117.280058,Bikini Town,Heilongjiang,22,4,0.00147167,0,0.000589604,0.000626692,1.15E-08,28,12,27,12,27,12,1,1,1,1,1,1
1615,25.30689,117.41934,Mohe,Heilongjiang,22,8,0.002943341,0,0.000610522,0.001161593,2.10E-07,24,10,23,10,27,12,0,1,1,1,1,1
830,26.69512,117.47849,Mashan,Heilongjiang,22,9,0.003311258,0.037323211,0.000623698,0.001004811,0.000105129,23,9,22,9,12,2,0,1,1,1,1,1
33,26.375696,117.806368,Mashan,Heilongjiang,22,19,0.006990434,0.02770893,0.000637756,0.002387659,0.000526075,13,3,13,3,15,4,0,1,1,1,1,1
857,26.16705,118.14168,Ang'angxi,Heilongjiang,22,9,0.003311258,0.059238833,0.000650855,0.001477723,6.80E-05,23,9,22,9,7,0,0,1,1,1,1,1
1405,25.84821,118.93366,Jianhua Direct Administrated Area,Heilongjiang,22,12,0.004415011,0.03778814,0.000692934,0.002881163,4.41E-05,20,7,19,7,12,2,0,0,1,1,1,1
1821,26.11299,119.31964,Qitaihe City,Heilongjiang,22,31,0.011405445,0.010120862,0.000718163,0.107459074,0.001428322,8,0,8,0,22,10,0,0,0,0,1,1
1496,26.92706,117.15327,Hailin,Heilongjiang,22,13,0.004782929,0.040435607,0.000614478,0.000850184,0.006751091,19,6,18,7,11,1,0,1,1,1,1,0
990,26.915612,116.870805,Hegang City,Heilongjiang,22,11,0.004047093,0.038964898,0.000608934,0.000539239,0.000204931,21,8,20,8,11,1,0,1,1,1,1,1
1988,25.35083,119.06275,Linjiang City,Jilin,22,25,0.00919794,0.017065131,0.000692037,0.024551273,7.14E-05,10,1,10,1,19,8,0,0,1,1,1,1
1486,24.97321,118.56792,Fusong,Jilin,22,21,0.007726269,0.016285093,0.000691053,0.01630528,3.42E-06,12,2,12,2,19,8,0,0,1,1,1,1
467,24.636219,118.074039,Fusong,Jilin,22,21,0.007726269,0.015183532,0.000663472,0.079060314,2.81E-06,12,2,12,2,19,9,0,0,0,0,1,1
1826,27.28213,120.18963,Fusong,Jilin,22,18,0.006622517,0.024618546,0.000626664,0.005576088,2.29E-06,14,3,13,4,16,5,0,1,1,1,1,1
1901,26.45562,119.57662,Fusong,Jilin,22,15,0.005518764,0.02685047,0.000684096,0.006987979,2.80E-05,17,5,16,6,15,4,0,0,1,1,1,1
1820,25.98578,119.390021,Antu County,Jilin,22,24,0.008830022,0.01610537,0.000709869,0.047089931,1.08E-05,11,1,10,1,19,8,0,0,1,0,1,1
1824,25.67567,119.38451,Antu County,Jilin,22,11,0.004047093,0.020750712,0.00069463,0.065313386,2.20E-05,21,8,20,8,17,6,0,0,0,0,1,1
236,25.250285,118.87177,Antu County,Jilin,22,18,0.006622517,0.015231121,0.000694438,0.05747941,1.52E-06,14,3,13,4,19,9,0,0,0,0,1,1
1616,24.09603,117.5629,Antu County,Jilin,22,14,0.005150846,0.03070426,0.000633597,0.044483727,7.45E-08,18,6,17,6,14,3,0,1,1,0,1,1
198,23.89167,117.3617,Ranghulu,Heilongjiang,22,12,0.004415011,0.036834184,0.000624593,0.017666406,9.49E-08,20,7,19,7,12,2,0,1,1,1,1,1
2142,26.19407,119.56704,Honggang District,Heilongjiang,22,12,0.004415011,0.029640354,0.000699227,0.007479809,1.62E-05,20,7,19,7,14,3,0,0,1,1,1,1
747,26.66931,119.58331,Honggang District,Heilongjiang,22,17,0.006254599,0.025758682,0.000673178,0.00794552,3.72E-05,15,4,14,5,15,5,0,0,1,1,1,1
2337,26.90934,120.03285,Honggang District,Heilongjiang,22,19,0.006990434,0.026427125,0.000647781,0.006086532,1.69E-06,13,3,13,3,15,5,0,1,1,1,1,1
1614,24.45718,117.71598,Xiaoyi,Shanxi,22,22,0.008094187,0.017640937,0.000648531,0.04852744,2.30E-07,12,2,11,2,18,8,0,1,1,0,1,1
2082,23.77215,117.09793,Xiaoyi,Shanxi,22,12,0.004415011,0.035946777,0.000635282,0.041310847,1.20E-07,20,7,19,7,12,2,0,1,1,0,1,1
1818,26.83413,119.71728,Xiaoyi,Shanxi,22,15,0.005518764,0.0283814,0.000661309,0.005681523,1.42E-06,17,5,16,6,14,4,0,0,1,1,1,1
1197,24.79391,118.45992,Datong City,Shanxi,22,11,0.004047093,0.020813873,0.000680992,0.034096728,1.85E-06,21,8,20,8,17,6,0,0,1,1,1,1
1548,25.49174,119.17571,Datong City,Shanxi,22,12,0.004415011,0.019019085,0.000682552,0.021049115,7.86E-07,20,7,19,7,18,7,0,0,1,1,1,1
1063,24.996881,118.793985,Datong City,Shanxi,22,17,0.006254599,0.010063261,0.000693102,0.019812009,8.45E-07,15,4,14,5,22,10,0,0,1,1,1,1
2074,24.52678,117.88011,Datong City,Shanxi,22,8,0.002943341,0.02520265,0.000654807,0.037478909,2.07E-08,24,10,23,10,15,5,0,0,1,0,1,1
453,24.57897,117.44915,Datong City,Shanxi,22,6,0.002207506,0.023471812,0.000635089,0.010402494,3.35E-08,26,11,25,11,16,6,0,1,1,1,1,1
693,27.12691,120.22448,Dai,Shanxi,22,17,0.006254599,0.026454075,0.000634033,0.005373499,9.76E-07,15,4,14,5,15,5,0,1,1,1,1,1
468,24.46824,118.1154,Dai,Shanxi,22,15,0.005518764,0.013717692,0.000661279,0.040698458,2.97E-06,17,5,16,6,20,9,0,0,1,0,1,1
2475,24.69186,117.36268,Dai,Shanxi,22,4,0.00147167,0.027249099,0.000629359,0.004852626,2.56E-08,28,12,27,12,15,4,0,1,1,1,1,1
1367,27.472708,118.094107,Wuzhai,Shanxi,22,4,0.00147167,0,0.000722531,0.108286809,2.04E-05,28,12,27,12,27,12,0,0,0,0,1,1
436,26.59076,118.273063,Kelan,Shanxi,22,4,0.00147167,0,0.00072034,0.107675243,1.92E-06,28,12,27,12,27,12,0,0,0,0,1,1
281,27.55013,117.35151,Dingxiang,Shanxi,22,4,0.00147167,0.014685627,0.000636427,0.000529147,6.84E-05,28,12,27,12,20,9,0,1,1,1,1,1
2170,27.35021,117.4807,Jiuyuan District,Inner Mongolia,22,10,0.003679176,0.012430842,0.000624782,0.000344666,0.004887918,22,8,21,9,21,10,0,1,1,1,1,0
2368,26.79982,117.81571,Tenjitai Town,Inner Mongolia,22,6,0.002207506,0.031388344,0.000622523,0.000152196,0.000120672,26,11,25,11,13,3,0,1,1,1,1,1
1244,26.62554,117.98706,Baotou City,Inner Mongolia,22,8,0.002943341,0.029850007,0.000635849,0.000572297,0.0001809,24,10,23,10,14,3,0,1,1,1,1,1
34,26.24049,117.60729,Dengkou,Inner Mongolia,22,8,0.002943341,0.035390702,0.000612634,0.000395285,7.98E-06,24,10,23,10,12,2,0,1,1,1,1,1
1399,25.980887,117.384865,Sandaokan Street Office,Inner Mongolia,22,8,0.002943341,0.022576446,0.000597476,0.000145724,6.64E-06,24,10,23,10,17,6,0,1,1,1,1,1
1613,24.56455,117.74483,Sandaokan Street Office,Inner Mongolia,22,4,0.00147167,0,0.000659101,0.001685236,1.10E-08,28,12,27,12,27,12,0,0,1,1,1,1
1400,24.73492,116.74415,Baotou City,Inner Mongolia,22,6,0.002207506,0.015603914,0.000589619,0.007773838,3.97E-06,26,11,25,11,19,9,1,1,1,1,1,1
1368,27.72991,118.03057,Baotou City,Inner Mongolia,22,11,0.004047093,0.021645654,0.000668597,0.000831454,0.006351064,21,8,20,8,17,6,0,0,1,1,1,0
994,27.3546,118.11406,Baotou City,Inner Mongolia,22,4,0.00147167,0,0.00064618,0.000102864,8.95E-05,28,12,27,12,27,12,0,1,1,1,1,1
992,27.02356,118.29418,Erenhot City,Inner Mongolia,22,4,0.00147167,0,0.000629403,3.59E-06,0.000148219,28,12,27,12,27,12,0,1,1,1,1,1
437,26.62608,118.21475,Erenhot City,Inner Mongolia,22,9,0.003311258,0.019932728,0.000646434,0.000634529,0.010863237,23,9,22,9,18,7,0,1,1,1,1,0
490,26.42893,118.62372,Erenhot City,Inner Mongolia,22,8,0.002943341,0.030858294,0.000672568,0.002632432,0.000213168,24,10,23,10,14,3,0,0,1,1,1,1
2276,26.21303,118.9076,Erenhot City,Inner Mongolia,22,8,0.002943341,0.030555136,0.000692852,0.002968392,0.000322296,24,10,23,10,14,3,0,0,1,1,1,1
438,26.62212,118.17766,Erenhot City,Inner Mongolia,22,12,0.004415011,0.016656435,0.000645269,0.002452139,1.48E-05,20,7,19,7,19,8,0,1,1,1,1,1
2192,29.607603,106.550847,Ulanqab City,Inner Mongolia,23,32,0.011773363,0.011971771,0.00065012,0.020474222,0.009800373,8,0,8,0,21,9,0,0,1,1,1,0
2254,29.79007,106.9659,Ulanqab City,Inner Mongolia,23,4,0.00147167,0.039982276,0.000629588,0.007155826,0.000148837,28,10,27,10,11,2,0,0,1,1,1,1
1547,29.69993,107.33382,Ulanqab City,Inner Mongolia,23,13,0.004782929,0.022592623,0.000615368,0.013710214,0.000265503,19,2,18,2,17,6,0,0,1,1,1,1
1800,29.637094,107.409698,Xiuwu County,Henan,23,4,0.00147167,0,0.000612264,0.005980517,7.05E-07,28,10,27,10,27,12,0,0,1,1,1,1
1735,29.58982,107.447742,Fengqiu County,Henan,23,4,0.00147167,0,0.000609214,0.005393443,1.88E-09,28,10,27,10,27,12,0,0,1,1,1,1
1730,29.516334,107.488893,Zezhou,Shanxi,23,4,0.00147167,0,0.000605661,0.004811651,8.63E-10,28,10,27,10,27,12,0,0,1,1,1,1
1746,29.408387,107.585589,Gaoping City,Shanxi,23,4,0.00147167,0,0.000602184,0.004235246,2.69E-07,28,10,27,10,27,12,0,0,1,1,1,1
2404,29.381114,108.073711,Yangcheng County,Shanxi,23,4,0.00147167,0,0.000586913,0.003316691,4.74E-08,28,10,27,10,27,12,1,0,1,1,1,1
1021,29.36146,108.23584,Huzhong Township,Heilongjiang,23,10,0.003679176,0.016160423,0.000582438,0.007456154,9.62E-06,22,5,21,5,19,8,1,0,1,1,1,1
263,29.439196,108.317868,Jiagedaqi,Heilongjiang,23,4,0.00147167,0,0.000579845,0.004330984,2.56E-08,28,10,27,10,27,12,1,0,1,1,1,1
2173,29.498046,108.363054,Weinan City,Shaanxi,23,4,0.00147167,0,0.000577448,0.003862861,7.04E-11,28,10,27,10,27,12,1,0,1,1,1,1
919,29.482942,108.540695,Yongding District,Hunan,23,4,0.00147167,0,0.000575197,0.003446121,8.73E-10,28,10,27,10,27,12,1,0,1,1,1,1
1313,29.475694,108.736796,Changde,Hunan,23,4,0.00147167,0,0.00057086,0.00306091,1.49E-07,28,10,27,10,27,12,1,0,1,1,1,1
2467,29.44347,108.79135,Jingzhou,Hunan,23,15,0.005518764,0.017849098,0.000568936,0.007110732,5.11E-05,17,1,16,1,18,7,1,0,1,1,1,1
2409,29.224817,108.835456,Xiushan,Chongqing,23,4,0.00147167,0,0.00056376,0.003330146,4.48E-07,28,10,27,10,27,12,1,0,1,1,1,1
2269,29.087236,108.949269,Tongren,Guizhou,23,4,0.00147167,0,0.000561184,0.003331771,2.35E-09,28,10,27,10,27,12,1,0,1,1,1,1
1489,28.977435,108.943332,Loudi,Hunan,23,4,0.00147167,0,0.000559905,0.003348834,7.78E-08,28,10,27,10,27,12,1,0,1,1,1,1
2187,28.80832,108.96137,Xupu,Hunan,23,8,0.002943341,0.011086418,0.000557661,0.006005403,1.39E-05,24,7,23,7,21,9,1,0,1,1,1,1
2480,28.598621,108.9976,Xupu,Hunan,23,4,0.00147167,0.017480484,0.000555107,0.003032605,5.33E-06,28,10,27,10,18,7,1,0,1,1,1,1
1828,28.44494,109.01578,Xupu,Hunan,23,13,0.004782929,0.019270845,0.000553432,0.007451974,0.001094418,19,2,18,2,18,7,1,0,1,1,1,1
112,29.301786,107.849012,Liupanshui,Guizhou,23,2,0.000735835,0,0.000578398,0.001565413,3.15E-10,29,11,29,11,27,12,1,0,1,1,1,1
