node,lat,lon,city,state,state_num,degree,Degree_Centrality,Clustering_Coefficients,Closeness_Centrality,Betweenness_Centrality,Eigenvector_Centrality,cluster_degree,cluster_state_degree,cluster_Degree_Centrality,cluster_state_Degree_Centrality,cluster_Clustering_Coefficients,cluster_state_Clustering_Coefficients,cluster_Closeness_Centrality,cluster_state_Closeness_Centrality,cluster_Betweenness_Centrality,cluster_state_Betweenness_Centrality,cluster_Eigenvector_Centrality,cluster_state_Eigenvector_Centrality
151,46.07101,122.06332,Dunhua City,Jilin,5,10,0.003679176,0.008408678,0.000559918,0.008756899,5.87E-06,22,6,21,6,23,10,1,0,1,1,1,1
925,45.71895,122.66007,Dunhua City,Jilin,5,7,0.002575423,0.017756078,0.000580257,0.006955617,9.95E-07,25,9,24,8,18,7,1,0,1,1,1,1
1102,44.24365,123.02389,Antu County,Jilin,5,5,0.001839588,0.031452533,0.000632617,0.053280597,4.52E-06,27,10,26,10,13,4,0,0,1,0,1,1
803,44.03097,122.74011,Antu County,Jilin,5,8,0.002943341,0.019175817,0.000639999,0.086229503,2.04E-05,24,8,23,8,18,7,0,0,0,0,1,1
2398,43.87051,122.55131,De Beers Town,Inner Mongolia,5,4,0.00147167,0.024681037,0.000646198,0.043338522,6.64E-06,28,11,27,11,16,6,0,0,1,1,1,1
1000,43.63297,121.28466,Arxan,Inner Mongolia,5,4,0.00147167,0,0.000622813,0.012587594,1.52E-05,28,11,27,11,27,12,0,0,1,1,1,1
1294,43.85772,120.06935,Ji'an,Jilin,5,4,0.00147167,0,0.000592894,0.012134772,4.47E-07,28,11,27,11,27,12,1,0,1,1,1,1
1275,43.93441,119.413,Ji'an,Jilin,5,4,0.00147167,0,0.000583792,0.011855964,7.37E-09,28,11,27,11,27,12,1,0,1,1,1,1
644,43.52537,118.63958,Linjiang City,Jilin,5,4,0.00147167,0,0.00057923,0.011823916,1.90E-10,28,11,27,11,27,12,1,0,1,1,1,1
1281,43.59327,118.08143,Linjiang City,Jilin,5,6,0.002207506,0.030810907,0.000585223,0.012053343,7.07E-10,26,9,25,9,14,4,1,0,1,1,1,1
1880,43.27314,117.53743,Tongliao City,Inner Mongolia,5,4,0.00147167,0.092432722,0.000595595,0.006157548,4.70E-10,28,11,27,11,2,0,0,0,1,1,1,1
1328,42.67611,115.93884,Tongliao City,Inner Mongolia,5,8,0.002943341,0.015405454,0.000618213,0.013113899,1.10E-08,24,8,23,8,19,8,0,0,1,1,1,1
1363,42.28722,115.03077,Siping City,Jilin,5,4,0.00147167,0,0.000634116,0.013203813,4.31E-07,28,11,27,11,27,12,0,0,1,1,1,1
386,41.8969,114.039,Siping City,Jilin,5,4,0.00147167,0,0.000655766,0.013555346,1.49E-05,28,11,27,11,27,12,0,0,1,1,1,1
565,41.58018,113.5577,Longshan District,Jilin,5,6,0.002207506,0.01121518,0.00067042,0.013953867,0.000903049,26,9,25,9,21,9,0,0,1,1,1,1
2010,45.894364,122.308187,Liaoyuan City,Jilin,5,9,0.003311258,0.01032666,0.000569109,0.008680011,2.42E-06,23,7,22,7,22,9,1,0,1,1,1,1
556,49.30222,125.21666,Liaoyuan City,Jilin,5,5,0.001839588,0.01210824,0.000475836,0.0122772,3.73E-11,27,10,26,10,21,9,1,1,1,1,1,1
545,49.388072,125.181055,Meihekou,Jilin,5,6,0.002207506,0.004025862,0.000473691,0.014420853,6.06E-11,26,9,25,9,25,11,1,1,1,1,1,1
1864,49.51383,124.98243,Liuhe,Jilin,5,8,0.002943341,0.004300883,0.000469281,0.019759025,4.11E-12,24,8,23,8,25,11,1,1,1,1,1,1
2132,49.66596,124.78928,Changchun City,Jilin,5,7,0.002575423,0.010772377,0.00046393,0.016397851,1.71E-10,25,9,24,8,21,9,1,1,1,1,1,1
643,49.74866,124.61038,Changchun City,Jilin,5,15,0.005518764,0.003515877,0.000460096,0.028422201,2.16E-10,17,4,16,4,25,11,1,1,1,1,1,1
163,49.88914,124.37482,Shulan,Jilin,5,6,0.002207506,0.006464082,0.000454945,0.016107981,1.49E-12,26,9,25,9,24,10,1,1,1,1,1,1
1226,50.02592,124.3291,Yushu City,Jilin,5,6,0.002207506,0.010486675,0.000451638,0.015585286,7.03E-15,26,9,25,9,22,9,1,1,1,1,1,1
264,44.12781,123.32607,Shijingshan District,Beijing,5,7,0.002575423,0.021986021,0.000616718,0.003013307,0.000778373,25,9,24,8,17,6,0,0,1,1,1,1
1073,48.01777,122.74401,Xiahuayuan District,Hebei,5,18,0.006622517,0.012174998,0.000503926,0.031046303,0.00068439,14,3,13,3,21,9,1,1,1,1,1,1
455,48.75425,121.9187,Zhangjiakou City,Hebei,5,19,0.006990434,0.006256031,0.000475477,0.030975432,2.30E-05,13,3,13,3,24,10,1,1,1,1,1,1
155,48.857505,121.248974,Zhangjiakou City,Hebei,5,6,0.002207506,0.0197682,0.000461995,0.01195679,4.03E-07,26,9,25,9,18,7,1,1,1,1,1,1
286,49.09371,121.06057,Zhangjiakou City,Hebei,5,7,0.002575423,0.022949316,0.000456035,0.01998052,5.94E-07,25,9,24,8,16,6,1,1,1,1,1,1
1655,49.27941,120.73767,Mentougou District,Beijing,5,11,0.004047093,0.011088395,0.000449661,0.024388037,8.16E-07,21,6,20,5,21,9,1,1,1,1,1,1
673,49.23224,120.55222,Mentougou District,Beijing,5,6,0.002207506,0.018146669,0.000446066,0.004698464,2.61E-08,26,9,25,9,18,7,1,1,1,1,1,1
1074,49.21763,120.43509,Shahe City,Hebei,5,6,0.002207506,0.014376505,0.000444288,0.00372117,1.92E-08,26,9,25,9,20,8,1,1,1,1,1,1
1534,49.22976,119.74373,Xingtai City,Hebei,5,17,0.006254599,0.00829287,0.00043371,0.006211808,1.31E-06,15,3,14,3,23,10,1,1,1,1,1,1
544,49.19181,120.08306,Xinhua District,Hebei,5,2,0.000735835,0.022094394,0.000428489,0.001096237,9.70E-09,29,12,29,12,17,6,1,1,1,1,1,1
1699,42.95872,122.35617,Shijiazhuang City,Hebei,5,8,0.002943341,0.018341259,0.000671702,0.086734705,0.000138581,24,8,23,8,18,7,0,0,0,0,1,1
1916,42.19007,118.27333,Shijiazhuang City,Hebei,5,6,0.002207506,0,0.000699683,0.017640977,3.13E-10,26,9,25,9,27,12,0,0,1,1,1,1
1076,49.47314,117.69436,Hengshui City,Hebei,5,10,0.003679176,0.013701561,0.000405066,0.001451228,5.74E-08,22,6,21,6,20,8,1,1,1,1,1,1
1601,49.58514,117.4504,Jing County,Hebei,5,5,0.001839588,0.017261282,0.000401315,0.000366428,6.48E-08,27,10,26,10,19,7,1,1,1,1,1,1
889,49.25652,118.09967,Binhai New Area,Tianjin,5,9,0.003311258,0.017129447,0.000411411,0.001932396,4.43E-08,23,7,22,7,19,7,1,1,1,1,1,1
642,49.71214,124.66093,Yangquan,Shanxi,5,4,0.00147167,0.008717262,0.000461301,0.008985041,9.33E-13,28,11,27,11,23,10,1,1,1,1,1,1
1186,49.79107,124.4925,Jingxing County,Hebei,5,5,0.001839588,0.004961711,0.000458102,0.016447936,5.79E-13,27,10,26,10,25,11,1,1,1,1,1,1
2075,50.15253,124.25447,Gaocheng District,Hebei,5,9,0.003311258,0.004268292,0.000448378,0.022689726,6.04E-14,23,7,22,7,25,11,1,1,1,1,1,1
1075,49.44385,117.76942,Nangong City,Hebei,5,5,0.001839588,0.028375988,0.000406055,0.000966266,4.69E-10,27,10,26,10,14,5,1,1,1,1,1,1
2061,48.84901,121.48408,Xingtai City,Hebei,5,6,0.002207506,0.012622423,0.00046647,0.010967558,2.66E-07,26,9,25,9,21,9,1,1,1,1,1,1
331,48.820968,121.672331,Luanping County,Hebei,5,4,0.00147167,0.008560864,0.000470196,0.007706985,1.54E-07,28,11,27,11,23,10,1,1,1,1,1,1
904,48.31568,122.3338,Luanping County,Hebei,5,4,0.00147167,0.02218505,0.00048885,0.007234406,4.15E-07,28,11,27,11,17,6,1,1,1,1,1,1
1068,47.74862,122.83933,Luanping County,Hebei,5,5,0.001839588,0.027393506,0.000511884,0.012760225,5.90E-06,27,10,26,10,15,5,1,1,1,1,1,1
441,48.17876,122.3666,Luanping County,Hebei,5,2,0.000735835,0.012094337,0.000493934,0.007223302,7.27E-06,29,12,29,12,21,9,1,1,1,1,1,1
1414,49.29168,120.83119,Luanping County,Hebei,5,4,0.00147167,0,0.000446991,0.015322888,3.03E-09,28,11,27,11,27,12,1,1,1,1,1,1
1662,49.40931,121.1339,Luanping County,Hebei,5,4,0.00147167,0,0.000441933,0.014628354,2.18E-11,28,11,27,11,27,12,1,1,1,1,1,1
1647,49.47974,121.31971,Luanping County,Hebei,5,4,0.00147167,0,0.00043899,0.013934362,9.25E-14,28,11,27,11,27,12,1,1,1,1,1,1
156,49.56614,121.38501,Luanping County,Hebei,5,4,0.00147167,0,0.000436989,0.01324064,2.71E-16,28,11,27,11,27,12,1,1,1,1,1,1
874,49.71075,121.24792,Luanping County,Hebei,5,4,0.00147167,0,0.000432688,0.012547054,1.72E-18,28,11,27,11,27,12,1,1,1,1,1,1
466,49.88678,121.39562,Chengde City,Hebei,5,4,0.00147167,0,0.000427955,0.011854009,1.24E-20,28,11,27,11,27,12,1,1,1,1,1,1
971,50.02742,121.63021,Luanping County,Hebei,5,6,0.002207506,0.007203296,0.00042367,0.011161777,8.22E-23,26,9,25,9,23,10,1,1,1,1,1,1
876,50.21123,121.78593,Luanping County,Hebei,5,6,0.002207506,0.007203296,0.000418844,0.010139332,6.38E-25,26,9,25,9,23,10,1,1,1,1,1,1
875,50.30747,121.76097,Gaoyi,Hebei,5,4,0.00147167,0,0.000416108,0.009099148,2.96E-27,28,11,27,11,27,12,1,1,1,1,1,1
591,50.48369,121.67451,Shexian County,Hebei,5,4,0.00147167,0,0.000412625,0.00841951,1.58E-26,28,11,27,11,27,12,1,1,1,1,1,1
241,50.62848,121.55211,Shexian County,Hebei,5,6,0.002207506,0.000616026,0.000408991,0.008152204,2.46E-24,26,9,25,9,27,12,1,1,1,1,1,1
555,50.686249,121.525573,Jinzhong City,Shanxi,5,4,0.00147167,0,0.000407164,0.006574987,7.25E-27,28,11,27,11,27,12,1,1,1,1,1,1
1314,50.77681,121.51042,Taiyuan City,Shanxi,5,4,0.00147167,0,0.000404697,0.005846599,2.87E-29,28,11,27,11,27,12,1,1,1,1,1,1
1222,50.917594,121.370536,Wenxi,Shanxi,5,6,0.002207506,0,0.000401129,0.005120378,1.70E-31,26,9,25,9,27,12,1,1,1,1,1,1
2210,51.33587,121.49984,Wenxi,Shanxi,5,4,0.00147167,0,0.000391999,0.002927633,2.58E-33,28,11,27,11,27,12,1,1,1,1,1,1
1660,51.5524,121.73871,Datong City,Shanxi,5,4,0.00147167,0,0.000387199,0.002196537,2.26E-35,28,11,27,11,27,12,1,1,1,1,1,1
2309,51.6879,121.87961,Taiyuan City,Shanxi,5,4,0.00147167,0,0.000326763,0.0014649,3.37E-36,28,11,27,11,27,12,1,1,1,1,1,1
2296,51.94591,122.00072,Taiyuan City,Shanxi,5,4,0.00147167,0,0.000320974,0.000732721,3.28E-37,28,11,27,11,27,12,1,1,1,1,1,1
1600,52.0367,122.07475,Jiaocheng,Shanxi,5,2,0.000735835,0,0.000315884,0,4.34E-38,29,12,29,12,27,12,1,1,1,1,1,1
154,49.15388,119.32767,Wenshui County,Shanxi,5,4,0.00147167,0.013689082,0.000427967,0.001805597,1.09E-08,28,11,27,11,20,8,1,1,1,1,1,1
773,49.18635,118.89954,Fenyang City,Shanxi,5,6,0.002207506,0.011966066,0.000422366,0.002150492,2.16E-08,26,9,25,9,21,9,1,1,1,1,1,1
2110,49.20187,118.4665,Liulin,Shanxi,5,6,0.002207506,0.010635949,0.000416558,0.000794298,2.11E-09,26,9,25,9,22,9,1,1,1,1,1,1
1930,49.54939,117.54701,Erenhot City,Inner Mongolia,5,2,0.000735835,0.008945892,0.000402611,0.000176378,2.29E-10,29,12,29,12,22,10,1,1,1,1,1,1
676,41.59529,119.33788,Erenhot City,Inner Mongolia,5,12,0.004415011,0.002592685,0.000683428,0.00758375,2.16E-08,20,5,19,5,26,11,0,0,1,1,1,1
193,41.698712,119.276939,Sonid Right Banner,Inner Mongolia,5,4,0.00147167,0,0.000679252,0.003227426,7.46E-11,28,11,27,11,27,12,0,0,1,1,1,1
1420,41.798832,119.266044,Ulanqab City,Inner Mongolia,5,4,0.00147167,0,0.000676216,0.002823218,2.40E-13,28,11,27,11,27,12,0,0,1,1,1,1
145,41.911483,119.273452,Ulanqab City,Inner Mongolia,5,4,0.00147167,0,0.000672969,0.002421176,6.61E-13,28,11,27,11,27,12,0,0,1,1,1,1
931,41.98108,119.25667,Ruzhou City,Henan,5,6,0.002207506,0.00594496,0.000671238,0.004113423,3.55E-10,26,9,25,9,24,11,0,0,1,1,1,1
932,42.04083,119.30628,Wolong District,Henan,5,10,0.003679176,0.005117857,0.000669036,0.00552286,4.06E-08,22,6,21,6,24,11,0,0,1,1,1,1
1644,42.139462,119.276188,Nanzhao County,Henan,5,4,0.00147167,0.011249295,0.000671466,0.002207167,2.25E-10,28,11,27,11,21,9,0,0,1,1,1,1
274,42.23468,119.24201,Pingdingshan City,Henan,5,8,0.002943341,0.00715591,0.000676755,0.00451806,2.00E-08,24,8,23,8,23,10,0,0,1,1,1,1
2377,42.274245,119.182971,Pingdingshan City,Henan,5,4,0.00147167,0.009591769,0.000679064,0.002320034,1.53E-08,28,11,27,11,22,10,0,0,1,1,1,1
2493,42.418068,119.330971,Chanhe Hui District,Henan,5,4,0.00147167,0.001538543,0.000677554,0.01192849,2.92E-08,28,11,27,11,26,12,0,0,1,1,1,1
2539,42.351502,119.418415,Dengzhou City,Henan,5,4,0.00147167,0,0.000676359,0.011269028,3.87E-11,28,11,27,11,27,12,0,0,1,1,1,1
2697,42.359238,119.449061,Wujiagang District,Hubei,5,4,0.00147167,0,0.000674842,0.010907611,7.58E-13,28,11,27,11,27,12,0,0,1,1,1,1
2765,42.404434,119.555092,Changyang Tujia Autonomous County,Hubei,5,4,0.00147167,0,0.000672298,0.010566098,2.15E-10,28,11,27,11,27,12,0,0,1,1,1,1
2619,42.57907,119.735707,Badong County,Hubei,5,4,0.00147167,0,0.000666707,0.010178343,2.38E-10,28,11,27,11,27,12,0,0,1,1,1,1
2552,42.621195,119.859926,Jianshi,Hubei,5,4,0.00147167,0,0.000664265,0.009842112,2.03E-09,28,11,27,11,27,12,0,0,1,1,1,1
2494,42.644505,120.153166,Ankang City,Shaanxi,5,4,0.00147167,0,0.00065943,0.011342829,1.87E-09,28,11,27,11,27,12,0,0,1,1,1,1
2694,42.707122,120.257598,Ankang City,Shaanxi,5,4,0.00147167,0,0.000657157,0.011022306,5.96E-12,28,11,27,11,27,12,0,0,1,1,1,1
2776,42.716919,120.335608,Shiquan County,Shaanxi,5,4,0.00147167,0,0.000654902,0.010702054,6.51E-13,28,11,27,11,27,12,0,0,1,1,1,1
2811,42.726147,120.535412,Xixiang,Shaanxi,5,4,0.00147167,0,0.000652847,0.010381802,2.16E-10,28,11,27,11,27,12,0,0,1,1,1,1
2701,42.754606,120.672503,Bowang Subdistrict,Shaanxi,5,4,0.00147167,0,0.000651358,0.010061008,1.02E-07,28,11,27,11,27,12,0,0,1,1,1,1
2498,43.079538,120.839689,Beiguan Subdistrict,Shaanxi,5,4,0.00147167,0,0.000643469,0.008961916,2.25E-07,28,11,27,11,27,12,0,0,1,1,1,1
2583,43.148347,120.958497,Shiquan County,Shaanxi,5,4,0.00147167,0,0.000641274,0.00866157,2.53E-09,28,11,27,11,27,12,0,0,1,1,1,1
2495,43.263773,121.186473,Ankang City,Shaanxi,5,4,0.00147167,0,0.000638074,0.006998723,1.76E-09,28,11,27,11,27,12,0,0,1,1,1,1
2529,43.279272,121.234867,Ankang City,Shaanxi,5,4,0.00147167,0,0.000637702,0.006780301,1.29E-10,28,11,27,11,27,12,0,0,1,1,1,1
2542,43.311443,121.357895,Dongying District,Shandong,5,4,0.00147167,0,0.000637907,0.00665917,3.95E-08,28,11,27,11,27,12,0,0,1,1,1,1
2801,43.356002,121.515797,Boxing,Shandong,5,6,0.002207506,0.007984682,0.0006387,0.009901182,1.14E-05,26,9,25,9,23,10,0,0,1,1,1,1
2743,43.415107,121.74961,Jimo,Shandong,5,4,0.00147167,0,0.000640068,0.006281721,2.78E-08,28,11,27,11,27,12,0,0,1,1,1,1
2724,43.425735,121.870362,Laixi City,Shandong,5,4,0.00147167,0,0.000642753,0.006603463,1.23E-08,28,11,27,11,27,12,0,0,1,1,1,1
2756,43.492371,122.088076,Haiyang City,Shandong,5,4,0.00147167,0.012525033,0.00064954,0.009695871,3.43E-06,28,11,27,11,21,9,0,0,1,1,1,1
2712,42.358725,119.170533,Qixia City,Shandong,5,2,0.000735835,0.007692715,0.000671624,0.007138383,1.01E-10,29,12,29,12,23,10,0,0,1,1,1,1
1016,46.20022,121.73252,Zhifu District,Shandong,5,4,0.00147167,0,0.000550102,0.008030136,4.99E-08,28,11,27,11,27,12,1,0,1,1,1,1
657,46.31249,121.38382,Jiaozhou City,Shandong,5,6,0.002207506,0.002826512,0.000540035,0.007302832,4.51E-10,26,9,25,9,26,11,1,1,1,1,1,1
2641,46.408154,121.421344,Zhucheng City,Shandong,5,4,0.00147167,0.005019327,0.000536567,0.003470098,1.44E-12,28,11,27,11,24,11,1,1,1,1,1,1
1036,46.49413,121.36391,Wulian County,Shandong,5,5,0.001839588,0.004593083,0.000532857,0.004385762,2.77E-14,27,10,26,10,25,11,1,1,1,1,1,1
1851,46.60289,121.24224,Ju County,Shandong,5,5,0.001839588,0.002083419,0.000528079,0.00511767,5.04E-12,27,10,26,10,26,12,1,1,1,1,1,1
1183,46.712116,120.833986,Linyi City,Shandong,5,4,0.00147167,0,0.000517962,0.004388199,4.95E-14,28,11,27,11,27,12,1,1,1,1,1,1
203,46.770641,120.319524,Linyi City,Shandong,5,6,0.002207506,0.005300188,0.000506417,0.003658187,5.80E-16,26,9,25,9,24,11,1,1,1,1,1,1
2658,46.879974,120.2542,Licang District,Shandong,5,4,0.00147167,0.015900563,0.000502848,0.001463816,2.20E-18,28,11,27,11,19,8,1,1,1,1,1,1
1737,47.04949,120.10154,Yudu,Jiangxi,5,8,0.002943341,0.002650094,0.0004961,0.002196537,6.32E-18,24,8,23,8,26,11,1,1,1,1,1,1
2656,47.144981,120.103201,Ruijin,Jiangxi,5,4,0.00147167,0,0.000494134,0.001098675,1.35E-20,28,11,27,11,27,12,1,1,1,1,1,1
2508,47.112705,120.036815,Longyan City,Fujian,5,4,0.00147167,0,0.000493156,0.000366496,1.43E-22,28,11,27,11,27,12,1,1,1,1,1,1
2303,47.17217,119.94818,Longyan City,Fujian,5,4,0.00147167,0,0.000490243,0,4.04E-20,28,11,27,11,27,12,1,1,1,1,1,1
645,43.722147,122.814726,Longyan City,Fujian,5,6,0.002207506,0.014933596,0.000642633,0.004901224,2.75E-05,26,9,25,9,19,8,0,0,1,1,1,1
2522,43.694434,122.952676,Longyan City,Fujian,5,4,0.00147167,0.022051803,0.000639869,0.002238826,1.59E-05,28,11,27,11,17,6,0,0,1,1,1,1
188,43.65749,111.98789,Longyan City,Fujian,5,4,0.00147167,0,0.000568667,0,7.86E-05,28,11,27,11,27,12,1,0,1,1,1,1
2468,43.23406,112.35625,Longyan City,Fujian,5,6,0.002207506,0,0.000587438,0.002562423,1.17E-06,26,9,25,9,27,12,1,0,1,1,1,1
2104,42.74989,112.66666,Longyan City,Fujian,5,6,0.002207506,0.00271961,0.000608527,0.00548139,8.19E-08,26,9,25,9,26,11,0,0,1,1,1,1
1234,42.39753,112.89905,Zhangping City,Fujian,5,8,0.002943341,0.001359805,0.00062523,0.007302832,0.001859596,24,8,23,8,26,12,0,0,1,1,1,1
594,41.85118,113.14509,Diecai District,Guangxi,5,6,0.002207506,0,0.00065327,0.009874374,3.41E-05,26,9,25,9,27,12,0,0,1,1,1,1
1744,41.45577,113.18486,Guilin,Guangxi,5,6,0.002207506,0,0.000673782,0.012769507,4.29E-07,26,9,25,9,27,12,0,0,1,1,1,1
201,42.09208,118.16572,Luzhai,Guangxi,5,4,0.00147167,0,0.000702611,0.011966454,1.34E-09,28,11,27,11,27,12,0,0,1,1,1,1
1245,42.14207,118.24827,Guigang,Guangxi,5,4,0.00147167,0,0.000700956,0.011690618,3.79E-12,28,11,27,11,27,12,0,0,1,1,1,1
110,42.21263,118.36296,Xingye,Guangxi,5,4,0.00147167,0,0.000698067,0.011474768,7.50E-13,28,11,27,11,27,12,0,0,1,1,1,1
1658,42.21814,118.4508,Yuzhou District,Guangxi,5,4,0.00147167,0,0.000696657,0.011202181,1.61E-13,28,11,27,11,27,12,0,0,1,1,1,1
576,42.22653,118.55684,Zhanjiang City,Guangdong Province,5,4,0.00147167,0,0.000695074,0.010930271,6.64E-11,28,11,27,11,27,12,0,0,1,1,1,1
32,42.29652,118.67836,Maoming City,Guangdong Province,5,4,0.00147167,0,0.000692639,0.007698565,6.64E-11,28,11,27,11,27,12,0,0,1,1,1,1
1214,42.338277,118.778515,Maonan District,Guangdong Province,5,4,0.00147167,0,0.00069074,0.00742828,2.10E-13,28,11,27,11,27,12,0,0,1,1,1,1
391,42.316765,118.854894,Nanning,Guangxi,5,4,0.00147167,0,0.000689536,0.007158672,8.13E-12,28,11,27,11,27,12,0,0,1,1,1,1
2109,42.28482,118.91571,Nanning,Guangxi,5,4,0.00147167,0,0.000688336,0.006889064,4.37E-09,28,11,27,11,27,12,0,0,1,1,1,1
1130,40.53153,113.23084,Jiangzhou,Guangxi,5,4,0.00147167,0,0.000681946,0.003526014,3.95E-06,28,11,27,11,27,12,0,0,1,1,1,1
1871,40.68319,113.21227,Ningming,Guangxi,5,4,0.00147167,0,0.000685126,0.003480172,1.40E-06,28,11,27,11,27,12,0,0,1,1,1,1
595,40.78584,113.20541,Jinchengjiang,Guangxi,5,8,0.002943341,0.007454658,0.000688579,0.00710381,0.000344556,24,8,23,8,23,10,0,0,1,1,1,1
1965,40.90015,113.1137,Yizhou District,Guangxi,5,4,0.00147167,0.012450255,0.000692338,0.00371975,0.00016177,28,11,27,11,21,9,0,0,1,1,1,1
294,40.95283,112.84832,Zhanjiang City,Guangdong Province,5,4,0.00147167,0,0.000685714,0.017643337,0.000288549,28,11,27,11,27,12,0,0,1,1,1,1
402,40.90493,112.81841,Zhanjiang City,Guangdong Province,5,4,0.00147167,0,0.000681636,0.017199318,8.44E-07,28,11,27,11,27,12,0,0,1,1,1,1
2379,40.90694,112.70597,Xiashan District,Guangdong Province,5,4,0.00147167,0,0.00067653,0.016765861,3.14E-09,28,11,27,11,27,12,0,0,1,1,1,1
711,40.92017,112.62067,Yubei District,Chongqing,5,4,0.00147167,0,0.000673843,0.016381288,6.68E-12,28,11,27,11,27,12,0,0,1,1,1,1
416,40.902377,112.561949,Fuling,Chongqing,5,4,0.00147167,0,0.000672428,0.016053046,1.06E-14,28,11,27,11,27,12,0,0,1,1,1,1
1825,40.96777,112.46246,Wulong District,Chongqing,5,4,0.00147167,0,0.000669303,0.015749219,4.82E-16,28,11,27,11,27,12,0,0,1,1,1,1
43,40.99274,112.29613,Pengshui Miao and Tujia Autonomous County,Chongqing,5,4,0.00147167,0,0.000666067,0.015454871,1.11E-13,28,11,27,11,27,12,0,0,1,1,1,1
1159,40.975607,112.152313,Pengshui Miao and Tujia Autonomous County,Chongqing,5,4,0.00147167,0,0.000663296,0.015166853,3.21E-11,28,11,27,11,27,12,0,0,1,1,1,1
1383,40.89602,112.09891,Pengshui Miao and Tujia Autonomous County,Chongqing,5,4,0.00147167,0.000585807,0.000660994,0.015013164,1.10E-08,28,11,27,11,27,12,0,0,1,1,1,1
2320,40.65934,110.93245,Pengshui Miao and Tujia Autonomous County,Chongqing,5,4,0.00147167,0,0.000637526,0.004693421,6.49E-07,28,11,27,11,27,12,0,0,1,1,1,1
1911,40.5839,110.74527,Xiushan,Chongqing,5,4,0.00147167,0,0.000634445,0.004451167,3.15E-09,28,11,27,11,27,12,0,0,1,1,1,1
302,40.558572,110.366921,Wulong District,Chongqing,5,4,0.00147167,0,0.000629157,0.00421772,5.68E-09,28,11,27,11,27,12,0,0,1,1,1,1
80,40.556845,110.194833,Wulong District,Chongqing,5,4,0.00147167,0,0.000627098,0.004019348,1.42E-06,28,11,27,11,27,12,0,0,1,1,1,1
2318,40.88157,112.03491,Shawan,Sichuan,5,2,0.000735835,0.002929035,0.000650134,0.010394201,8.27E-06,29,12,29,12,26,11,0,0,1,1,1,1
607,47.98674,121.19459,Ebian,Sichuan,5,2,0.000735835,0,0.000430362,0,2.58E-13,29,12,29,12,27,12,1,1,1,1,1,1
1149,48.299629,121.314608,Yuexi County,Sichuan,5,4,0.00147167,0,0.000456331,0.000732721,7.40E-12,28,11,27,11,27,12,1,1,1,1,1,1
1785,48.544441,121.577218,Yuexi County,Sichuan,5,4,0.00147167,0,0.000463547,0.0014649,8.17E-10,28,11,27,11,27,12,1,1,1,1,1,1
1472,48.68013,122.02648,Yuexi County,Sichuan,5,4,0.00147167,0,0.000472775,0.002196537,7.33E-08,28,11,27,11,27,12,1,1,1,1,1,1
853,49.43773,125.10626,Yuexi County,Sichuan,5,2,0.000735835,0.019914063,0.000472593,0,8.04E-14,29,12,29,12,18,7,1,1,1,1,1,1
1992,51.23413,120.80998,Yuexi County,Sichuan,5,2,0.000735835,0,0.000377272,0,4.82E-35,29,12,29,12,27,12,1,1,1,1,1,1
1032,50.99208,121.07769,Yuexi County,Sichuan,5,4,0.00147167,0,0.000396029,0.000732721,1.43E-33,28,11,27,11,27,12,1,1,1,1,1,1
1133,50.13987,121.82031,Yuzhong District,Chongqing,5,4,0.00147167,0.021609888,0.000420215,0.002650442,4.44E-25,28,11,27,11,17,6,1,1,1,1,1,1
383,40.610547,109.751452,Qijiang,Chongqing,5,4,0.00147167,0,0.000620744,0.007194993,8.79E-06,28,11,27,11,27,12,0,0,1,1,1,1
543,40.62622,109.44246,Zunyi,Guizhou,5,4,0.00147167,0,0.000612847,0.006586579,5.84E-08,28,11,27,11,27,12,0,0,1,1,1,1
1723,40.62808,109.29622,Tongzi,Guizhou,5,4,0.00147167,0,0.000609161,0.005981416,1.99E-10,28,11,27,11,27,12,0,0,1,1,1,1
301,40.62485,108.9646,Tongzi,Guizhou,5,4,0.00147167,0,0.000603225,0.005450461,1.71E-09,28,11,27,11,27,12,0,0,1,1,1,1
157,40.65716,108.77821,Tongzi,Guizhou,5,4,0.00147167,0,0.00060074,0.004995876,4.02E-07,28,11,27,11,27,12,0,0,1,1,1,1
2059,40.863378,108.359524,Huichuan,Guizhou,5,4,0.00147167,0.022898001,0.0005951,0.003638285,8.70E-07,28,11,27,11,16,6,0,0,1,1,1,1
577,40.8705,107.71254,Huichuan,Guizhou,5,4,0.00147167,0.022898001,0.00058877,0.003328798,1.65E-06,28,11,27,11,16,6,1,0,1,1,1,1
703,40.58969,107.14544,Huichuan,Guizhou,5,4,0.00147167,0.024096701,0.000583692,0.003420895,1.70E-06,28,11,27,11,16,6,1,0,1,1,1,1
1257,40.275835,107.043062,Honghuagang,Guizhou,5,4,0.00147167,0,0.000582954,0.003737944,7.76E-09,28,11,27,11,27,12,1,0,1,1,1,1
1792,39.940903,106.761832,Jiulongpo District,Chongqing,5,4,0.00147167,0,0.000584525,0.003827772,2.18E-10,28,11,27,11,27,12,1,0,1,1,1,1
159,39.800676,106.779096,Da'an,Sichuan,5,4,0.00147167,0,0.000585367,0.003946307,3.09E-08,28,11,27,11,27,12,1,0,1,1,1,1
2500,40.663216,109.746945,Zhaotong City,Yunnan,5,4,0.00147167,0,0.000617155,0.008756899,1.66E-05,28,11,27,11,27,12,0,0,1,1,1,1
