st_id,st_tg,train,train_max_speed,st_id_state_num,st_tg_state_num,cluster_speed,cluster_across,cluster_overnight,cluster_distance
810,1408,4325,100,13,13,0,0,0,2
1408,2270,4325,100,13,13,0,0,0,2
1769,2215,4325,100,13,13,0,0,0,2
1676,2374,6225,100,17,17,0,0,0,2
1996,336,K7064,120,17,17,1,0,0,2
1996,336,K7061,120,17,17,1,0,0,2
2785,2615,C6157,350,15,15,4,0,0,2
2615,2785,D6196,260,15,15,3,0,0,2
1537,458,6241,100,17,17,0,0,0,2
2615,2785,C6152,350,15,15,4,0,0,2
2785,2615,C6153,350,15,15,4,0,0,2
2615,2785,C6154,350,15,15,4,0,0,2
458,1537,6242,100,17,17,0,0,0,2
336,1996,K7063,120,17,17,1,0,0,2
336,1996,K7062,120,17,17,1,0,0,2
458,1537,6008,100,17,17,0,0,0,2
1330,2669,K7506,120,13,13,1,0,0,2
1537,458,6007,100,17,17,0,0,0,2
1330,2669,4206,100,13,13,0,0,0,2
2759,2569,D6197,260,15,15,3,0,0,2
55,54,6420,100,4,4,0,0,0,2
2759,2758,C6184,350,15,15,4,0,0,2
54,55,6419,100,4,4,0,0,0,2
2725,2642,C5011,350,10,10,4,0,0,2
689,692,K961,120,0,0,1,0,0,2
1606,548,K7110,120,17,17,1,0,0,2
1456,1455,K189,120,13,13,1,0,0,2
1456,1455,G1228,350,13,13,4,0,0,2
689,692,2463,100,0,0,0,0,0,2
548,1606,6209,100,17,17,0,0,0,2
1455,1456,K1391,120,13,13,1,0,0,2
2642,2725,C5014,350,10,10,4,0,0,2
2725,2642,C5005,350,10,10,4,0,0,2
469,474,6968,100,17,17,0,0,0,2
447,1651,6437,100,4,21,0,1,0,2
1456,1455,2727,100,13,13,0,0,0,2
2569,2759,C6184,350,15,15,4,0,0,2
474,469,6229,100,17,17,0,0,0,2
2664,2663,C6183,350,15,15,4,0,0,2
2725,2642,C5019,350,10,10,4,0,0,2
474,469,6967,100,17,17,0,0,0,2
1455,1456,2123,100,13,13,0,0,0,2
1455,1456,K2045,120,13,13,1,0,0,2
55,54,6434,100,4,4,0,0,0,2
548,1606,K7231,120,17,17,1,0,0,2
1456,1455,2083,100,13,13,0,0,0,2
689,692,2462,100,0,0,0,0,0,2
692,689,2461,100,0,0,0,0,0,2
2664,2663,C6181,350,15,15,4,0,0,2
1455,1456,Z188,160,13,13,2,0,0,2
1456,1455,2623,100,13,13,0,0,0,2
1455,1456,Z185,160,13,13,2,0,0,2
1685,2336,K7527,120,5,5,1,0,0,2
1685,2336,K7530,120,5,5,1,0,0,2
2336,1685,K7528,120,5,5,1,0,0,2
2806,2668,C7662,350,12,12,4,0,0,2
1456,1455,K348,120,13,13,1,0,0,2
1456,1455,K345,120,13,13,1,0,0,2
1455,1456,K346,120,13,13,1,0,0,2
1455,1456,K930,120,13,13,1,0,0,2
2759,2569,C6181,350,15,15,4,0,0,2
2569,2759,D6196,260,15,15,3,0,0,2
2725,2642,C5013,350,10,10,4,0,0,2
1455,1456,2062,100,13,13,0,0,0,2
54,55,6433,100,4,4,0,0,0,2
2806,2668,C7670,350,12,12,4,0,0,2
2642,2725,C5008,350,10,10,4,0,0,2
692,689,6805,100,0,0,0,0,0,2
2209,1605,4471,100,4,4,0,0,0,2
692,689,6818,100,0,0,0,0,0,2
2642,2725,C5012,350,10,10,4,0,0,2
692,689,2672,100,0,0,0,0,0,2
692,689,6801,100,0,0,0,0,0,2
692,689,2464,100,0,0,0,0,0,2
1456,1455,K929,120,13,13,1,0,0,2
1605,2209,4472,100,4,4,0,0,0,2
2668,2806,C7633,350,12,12,4,0,0,2
2725,2642,C5001,350,10,10,4,0,0,2
1456,1455,K1229,120,13,13,1,0,0,2
1456,1455,2124,100,13,13,0,0,0,2
689,692,2671,100,0,0,0,0,0,2
1957,1959,K7382,120,13,13,1,0,0,2
2642,2725,C5006,350,10,10,4,0,0,2
1455,1456,K2048,120,13,13,1,0,0,2
1455,1456,K7321,120,13,13,1,0,0,2
548,1606,K7063,120,17,17,1,0,0,2
2806,2668,C7642,350,12,12,4,0,0,2
1456,1455,K7322,120,13,13,1,0,0,2
1456,1455,K7333,120,13,13,1,0,0,2
2663,2664,C6184,350,15,15,4,0,0,2
1456,1455,G1225,350,13,13,4,0,0,2
2725,2642,C5017,350,10,10,4,0,0,2
1606,548,K7036,120,17,17,1,0,0,2
2806,2668,C7626,350,12,12,4,0,0,2
1455,1456,2126,100,13,13,0,0,0,2
548,1606,K7092,120,17,17,1,0,0,2
2668,2806,C7611,350,12,12,4,0,0,2
2663,2664,C6182,350,15,15,4,0,0,2
1455,1456,G1227,350,13,13,4,0,0,2
922,921,7514,100,2,2,0,0,0,2
1456,1455,K188,120,13,13,1,0,0,2
2355,2356,7516,100,2,2,0,0,0,2
1455,1456,K7315,120,13,13,1,0,0,2
1455,1456,K347,120,13,13,1,0,0,2
2356,2355,7515,100,2,2,0,0,0,2
1959,1957,K7318,120,13,13,1,0,0,2
1456,1455,K7381,120,13,13,1,0,0,2
1455,1456,2096,100,13,13,0,0,0,2
2806,2668,C7616,350,12,12,4,0,0,2
1455,1456,G1226,350,13,13,4,0,0,2
689,692,K7801,120,0,0,1,0,0,2
692,689,K7802,120,0,0,1,0,0,2
1455,1456,K7382,120,13,13,1,0,0,2
2569,2759,C6112,350,15,15,4,0,0,2
1455,1456,K1394,120,13,13,1,0,0,2
2725,2642,C5007,350,10,10,4,0,0,2
2759,2569,C6113,350,15,15,4,0,0,2
1455,1456,K187,120,13,13,1,0,0,2
2569,2759,C6152,350,15,15,4,0,0,2
1456,1455,K2046,120,13,13,1,0,0,2
2642,2725,C5018,350,10,10,4,0,0,2
2759,2569,C6183,350,15,15,4,0,0,2
2642,2725,C5002,350,10,10,4,0,0,2
2569,2759,C6182,350,15,15,4,0,0,2
1456,1455,2125,100,13,13,0,0,0,2
548,1606,K7251,120,17,17,1,0,0,2
1455,1456,K190,120,13,13,1,0,0,2
469,474,6230,100,17,17,0,0,0,2
2806,2668,C7650,350,12,12,4,0,0,2
1456,1455,K2047,120,13,13,1,0,0,2
2806,2668,C7658,350,12,12,4,0,0,2
1606,548,K7252,120,17,17,1,0,0,2
2663,2664,C6154,350,15,15,4,0,0,2
2759,2569,C6153,350,15,15,4,0,0,2
689,692,K731,120,0,0,1,0,0,2
689,692,K730,120,0,0,1,0,0,2
1606,548,K7032,120,17,17,1,0,0,2
2759,2569,C6107,350,15,15,4,0,0,2
548,1606,K7031,120,17,17,1,0,0,2
1606,548,K7111,120,17,17,1,0,0,2
692,689,4616,100,0,0,0,0,0,2
1606,548,6225,100,17,17,0,0,0,2
1455,1456,G370,350,13,13,4,0,0,2
692,689,4636,100,0,0,0,0,0,2
1957,1959,4323,100,13,13,0,0,0,2
692,689,K962,120,0,0,1,0,0,2
548,1606,K7035,120,17,17,1,0,0,2
2569,2759,C6154,350,15,15,4,0,0,2
548,1606,K7062,120,17,17,1,0,0,2
310,1457,6361,100,13,13,0,0,0,2
2215,2126,4325,100,13,13,0,0,0,2
12,834,5630,100,23,23,0,0,0,2
2648,2725,C5007,350,10,10,4,0,0,2
1652,883,T8870,160,15,15,2,0,0,2
883,1652,K9483,120,15,15,1,0,0,2
2800,2667,C5008,350,10,10,4,0,0,2
2725,2648,C5014,350,10,10,4,0,0,2
2668,2646,C7658,350,12,12,4,0,0,2
1651,1939,6437,100,21,4,0,1,0,2
2648,2725,C5005,350,10,10,4,0,0,2
2725,2648,C5002,350,10,10,4,0,0,2
2508,2656,4346,100,5,5,0,0,0,2
2656,2508,4345,100,5,5,0,0,0,2
2427,1510,6419,100,4,4,0,0,0,2
1304,1273,6345,100,16,16,0,0,0,2
680,978,4326,100,13,13,0,0,0,2
1132,824,6397,100,13,13,0,0,0,2
974,1055,6419,100,4,4,0,0,0,2
2668,2646,C7626,350,12,12,4,0,0,2
353,2625,4256,100,13,13,0,0,0,2
1273,1304,6346,100,16,16,0,0,0,2
2646,2668,C7611,350,12,12,4,0,0,2
2625,353,4255,100,13,13,0,0,0,2
2505,2715,C7617,350,12,12,4,0,0,2
824,1132,6398,100,13,13,0,0,0,2
2667,2800,C5005,350,10,10,4,0,0,2
1195,2068,6906,100,0,0,0,0,0,2
974,2390,6420,100,4,4,0,0,0,2
2668,2646,C7662,350,12,12,4,0,0,2
2642,2667,C5005,350,10,10,4,0,0,2
834,12,5629,100,23,23,0,0,0,2
1759,1216,6062,100,24,24,0,0,0,2
2667,2642,C5008,350,10,10,4,0,0,2
1126,648,5630,100,24,24,0,0,0,2
2648,2725,C5001,350,10,10,4,0,0,2
2068,1195,6905,100,0,0,0,0,0,2
2642,2667,C5001,350,10,10,4,0,0,2
648,1126,5629,100,24,24,0,0,0,2
2725,2648,C5008,350,10,10,4,0,0,2
2068,1195,6908,100,0,0,0,0,0,2
1510,2427,6434,100,4,4,0,0,0,2
1510,2427,6420,100,4,4,0,0,0,2
2648,2725,C5011,350,10,10,4,0,0,2
1055,974,6420,100,4,4,0,0,0,2
2667,2800,C5001,350,10,10,4,0,0,2
1195,2068,6907,100,0,0,0,0,0,2
2715,2505,C7724,350,12,12,4,0,0,2
2375,1457,K7345,120,13,13,1,0,0,2
2725,2648,C5012,350,10,10,4,0,0,2
2621,2707,4350,100,16,16,0,0,0,2
1216,1759,6061,100,24,24,0,0,0,2
2667,2800,C5013,350,10,10,4,0,0,2
2648,2725,C5013,350,10,10,4,0,0,2
2800,2667,C5012,350,10,10,4,0,0,2
387,1563,4471,100,21,21,0,0,0,2
2725,2648,C5018,350,10,10,4,0,0,2
2642,2667,C5013,350,10,10,4,0,0,2
2667,2642,C5012,350,10,10,4,0,0,2
1563,387,4472,100,21,21,0,0,0,2
1457,310,6366,100,13,13,0,0,0,2
545,853,6245,100,5,5,0,0,0,2
2740,893,4375,100,16,16,0,0,0,2
557,1603,T5687,160,4,4,2,0,0,2
1603,557,T5688,160,4,4,2,0,0,2
890,501,G242,350,7,7,4,0,0,2
2469,635,T5002,160,17,17,2,0,0,2
1988,236,D6401,260,22,22,3,0,0,2
1371,979,4482,100,4,4,0,0,0,2
236,1486,D6401,260,22,22,3,0,0,2
2469,635,K7050,120,17,17,1,0,0,2
2469,635,T5006,160,17,17,2,0,0,2
2469,635,T5004,160,17,17,2,0,0,2
635,636,K7064,120,17,17,1,0,0,2
2469,635,T5008,160,17,17,2,0,0,2
1508,1507,K32,120,8,8,1,0,0,2
548,635,T5005,160,17,17,2,0,0,2
635,1926,K7050,120,17,17,1,0,0,2
635,2469,T5005,160,17,17,2,0,0,2
455,553,K7058,120,5,5,1,0,0,2
1821,436,G242,350,22,22,4,0,0,2
1362,781,T5683,160,4,4,2,0,0,2
1772,1362,T5683,160,4,4,2,0,0,2
236,1486,D6404,260,22,22,3,0,0,2
468,1197,D6238,260,22,22,3,0,0,2
626,369,4375,100,16,16,0,0,0,2
2582,2580,C5609,350,10,10,4,0,0,2
256,2126,4318,100,13,13,0,0,0,2
467,468,D6231,260,22,22,3,0,0,2
2146,484,4318,100,16,13,0,1,0,2
2147,2146,4318,100,16,16,0,0,0,2
2770,2671,C6302,350,15,15,4,0,0,2
2146,2147,4317,100,16,16,0,0,0,2
484,2146,4317,100,13,16,0,1,0,2
2284,1189,K248,120,1,15,1,1,0,2
1189,1431,K248,120,15,15,1,0,0,2
767,635,K7064,120,17,17,1,0,0,2
2126,256,4317,100,13,13,0,0,0,2
1988,236,D6404,260,22,22,3,0,0,2
2580,2582,C5606,350,10,10,4,0,0,2
2674,2637,C6304,350,15,15,4,0,0,2
1362,781,T5682,160,4,4,2,0,0,2
1772,1362,T5682,160,4,4,2,0,0,2
2582,2580,C5605,350,10,10,4,0,0,2
1189,1893,T7,160,15,15,2,0,0,2
2418,1391,4350,100,16,16,0,0,0,2
684,683,G391,350,3,3,4,0,0,2
719,2685,D6075,260,14,14,3,0,0,2
2739,2752,C5012,350,10,10,4,0,0,2
1508,1507,6920,100,8,8,0,0,0,2
2649,2792,D3620,260,12,12,3,0,0,2
635,461,6214,100,17,17,0,0,0,2
636,635,6214,100,17,17,0,0,0,2
1508,1507,K330,120,8,8,1,0,0,2
1603,557,2550,100,4,4,0,0,0,2
2582,2580,C5617,350,10,10,4,0,0,2
1508,1507,6917,100,8,8,0,0,0,2
467,468,D6223,260,22,22,3,0,0,2
1195,1194,6908,100,0,0,0,0,0,2
436,1367,G242,350,22,22,4,0,0,2
683,684,4481,100,3,3,0,0,0,2
2746,719,D6075,260,14,14,3,0,0,2
1367,65,G242,350,22,11,4,1,0,2
626,369,4378,100,16,16,0,0,0,2
1507,1508,K645,120,8,8,1,0,0,2
719,2746,D6076,260,14,14,3,0,0,2
2580,2582,C5618,350,10,10,4,0,0,2
635,1926,T40,160,17,17,2,0,0,2
2469,635,T40,160,17,17,2,0,0,2
1063,236,D6220,260,22,22,3,0,0,2
802,1189,T7,160,1,15,2,1,0,2
436,1821,G241,350,22,22,4,0,0,2
2761,2762,C5005,350,10,10,4,0,0,2
893,2740,4376,100,16,16,0,0,0,2
2510,2651,D3641,260,20,20,3,0,0,2
684,683,G390,350,3,3,4,0,0,2
1158,1503,G270,350,7,7,4,0,0,2
1503,451,G270,350,7,7,4,0,0,2
2807,2549,C5605,350,10,10,4,0,0,2
1507,1508,K648,120,8,8,1,0,0,2
1194,1195,6906,100,0,0,0,0,0,2
2807,2549,C5507,350,10,10,4,0,0,2
1194,1195,6907,100,0,0,0,0,0,2
2167,979,4481,100,4,4,0,0,0,2
979,1371,4481,100,4,4,0,0,0,2
767,635,K7049,120,17,17,1,0,0,2
1561,99,K131,120,12,12,1,0,0,2
1195,1194,6905,100,0,0,0,0,0,2
574,2188,K2057,120,2,2,1,0,0,2
2510,2651,D3640,260,20,20,3,0,0,2
1367,436,G241,350,22,22,4,0,0,2
2223,890,G242,350,7,7,4,0,0,2
1431,948,K247,120,15,15,1,0,0,2
65,1037,G38,350,11,11,4,0,0,2
2601,2738,G1484,350,24,24,4,0,0,2
1189,1714,K2059,120,15,1,1,1,0,2
2686,2654,C7713,350,12,12,4,0,0,2
683,684,G382,350,3,3,4,0,0,2
2188,574,K2058,120,2,2,1,0,0,2
1507,1508,K31,120,8,8,1,0,0,2
2509,954,C7712,350,12,12,4,0,0,2
980,1005,K276,120,4,4,1,0,0,2
1431,1189,K547,120,15,15,1,0,0,2
2146,484,4319,100,16,13,0,1,0,2
1714,1189,K2057,120,1,15,1,1,0,2
2506,2403,Y514,100,21,4,0,1,0,2
2151,2506,Y514,100,21,21,0,0,0,2
1189,1431,K2057,120,15,15,1,0,0,2
1431,1189,K2058,120,15,15,1,0,0,2
256,2126,4319,100,13,13,0,0,0,2
221,1954,6228,100,17,17,0,0,0,2
1189,1714,K2058,120,15,1,1,1,0,2
683,684,G370,350,3,3,4,0,0,2
2147,2146,4319,100,16,16,0,0,0,2
635,461,K7063,120,17,17,1,0,0,2
1431,1189,K2059,120,15,15,1,0,0,2
1037,2443,G38,350,11,7,4,1,0,2
1063,1486,D6213,260,22,22,3,0,0,2
59,57,G7205,350,6,9,4,1,0,2
468,1197,D6226,260,22,22,3,0,0,2
59,57,G7213,350,6,9,4,1,0,2
468,467,D6332,260,22,22,3,0,0,2
501,1553,G38,350,7,7,4,0,0,2
59,57,G7235,350,6,9,4,1,0,2
468,1613,K241,120,22,22,1,0,0,2
979,2167,4482,100,4,4,0,0,0,2
890,501,G38,350,7,7,4,0,0,2
2716,2782,4256,100,13,13,0,0,0,2
2223,890,G38,350,7,7,4,0,0,2
1189,2284,K546,120,15,1,1,1,0,2
1431,1189,K546,120,15,15,1,0,0,2
954,2509,C7725,350,12,12,4,0,0,2
2686,2654,C7721,350,12,12,4,0,0,2
2728,2660,4256,100,13,13,0,0,0,2
1503,2223,G38,350,7,7,4,0,0,2
2660,2728,4255,100,13,13,0,0,0,2
2782,2716,4255,100,13,13,0,0,0,2
2443,1891,G38,350,7,7,4,0,0,2
2580,2582,C5620,350,10,10,4,0,0,2
2582,2580,C5619,350,10,10,4,0,0,2
2654,2686,C7710,350,12,12,4,0,0,2
767,635,K7061,120,17,17,1,0,0,2
2719,2749,4315,100,13,13,0,0,0,2
1431,948,K206,120,15,15,1,0,0,2
1486,236,D6238,260,22,22,3,0,0,2
1486,236,D3208,260,22,22,3,0,0,2
948,2284,K206,120,15,1,1,1,1,2
2762,2761,C5012,350,10,10,4,0,0,2
734,2374,6233,100,17,17,0,0,0,2
369,626,4376,100,16,16,0,0,0,2
1063,1486,D3119,260,22,22,3,0,0,2
683,684,G392,350,3,3,4,0,0,2
1714,1189,K2060,120,1,15,1,1,0,2
1821,436,G243,350,22,22,4,0,0,2
436,1367,G243,350,22,22,4,0,0,2
1367,65,G243,350,22,11,4,1,0,2
2194,414,K1267,120,23,15,1,1,0,2
726,2443,G243,350,11,7,4,1,0,2
2443,1891,G243,350,7,7,4,0,0,2
1891,1158,G243,350,7,7,4,0,0,2
501,1553,G242,350,7,7,4,0,0,2
2374,734,6232,100,17,17,0,0,0,2
59,57,G7267,350,6,9,4,1,0,2
467,468,D6225,260,22,22,3,0,0,2
2580,2582,C5610,350,10,10,4,0,0,2
1508,1507,4731,100,8,8,0,0,0,2
954,2509,C7621,350,12,12,4,0,0,2
2654,2686,C7718,350,12,12,4,0,0,2
446,2199,K7506,120,13,13,1,0,0,2
635,636,K7061,120,17,17,1,0,0,2
2151,2506,Y511,100,21,21,0,0,0,2
2126,256,4320,100,13,13,0,0,0,2
2506,2151,Y513,100,21,21,0,0,0,2
1550,2506,Y513,100,4,21,0,1,0,2
2188,574,K2059,120,2,2,1,0,0,2
954,2509,C7717,350,12,12,4,0,0,2
635,461,K7062,120,17,17,1,0,0,2
2506,2403,Y511,100,21,4,0,1,0,2
683,684,G374,350,3,3,4,0,0,2
2146,2147,4320,100,16,16,0,0,0,2
2506,2151,Y512,100,21,21,0,0,0,2
1550,2506,Y512,100,4,21,0,1,0,2
484,2146,4320,100,13,16,0,1,0,2
1391,2418,K7397,120,16,16,1,0,0,2
560,752,K31,120,8,8,1,0,0,2
1189,2284,K547,120,15,1,1,1,0,2
2510,1300,G530,350,20,20,4,0,0,2
574,2188,K2060,120,2,2,1,0,0,2
2749,2719,4316,100,13,13,0,0,0,2
2740,893,4378,100,16,16,0,0,0,2
726,2443,G242,350,11,7,4,1,0,2
1486,1063,D6448,260,22,22,3,0,0,2
1008,574,Z105,160,2,2,2,0,1,2
1503,1359,G33,350,7,7,4,0,0,2
1063,1988,D3232,260,22,22,3,0,0,2
560,752,2276,100,8,8,0,0,0,2
236,1486,D6215,260,22,22,3,0,0,2
1189,1842,K290,120,15,15,1,0,0,2
182,542,K359,120,1,1,1,0,0,2
2223,1503,G33,350,7,7,4,0,0,2
2256,2261,K359,120,2,2,1,0,0,2
2750,719,D6074,260,14,14,3,0,0,2
890,2223,G33,350,7,7,4,0,0,2
1504,2256,K359,120,2,2,1,0,0,2
922,1504,K359,120,2,2,1,0,0,2
1988,1063,D6201,260,22,22,3,0,0,2
1508,1507,4734,100,8,8,0,0,0,2
899,2273,4812,100,10,10,0,0,0,2
948,1714,T8,160,15,1,2,1,0,2
1063,1486,D6201,260,22,22,3,0,0,2
501,890,G33,350,7,7,4,0,0,2
1553,501,G33,350,7,7,4,0,0,2
1459,1831,6209,100,17,17,0,0,0,2
468,467,D6216,260,22,22,3,0,0,2
719,2746,D6074,260,14,14,3,0,0,2
574,1008,Z106,160,2,2,2,0,0,2
1063,1988,D3220,260,22,22,3,0,0,2
1387,501,G248,350,7,7,4,0,0,2
574,1008,Z39,160,2,2,2,0,0,2
1988,1063,D6422,260,22,22,3,0,0,2
1063,1486,D6422,260,22,22,3,0,0,2
2750,719,D6096,260,14,14,3,0,0,2
1237,775,6064,100,2,2,0,0,0,2
99,1561,K133,120,12,12,1,0,0,2
501,1553,G247,350,7,7,4,0,0,2
2752,2739,C5005,350,10,10,4,0,0,2
719,2685,D6071,260,14,14,3,0,0,2
948,2284,K292,120,15,1,1,1,0,2
1160,501,G270,350,7,7,4,0,0,2
1431,948,K292,120,15,15,1,0,0,2
1189,1842,K291,120,15,15,1,0,0,2
1037,65,G33,350,11,11,4,0,0,2
1702,166,T8866,160,15,15,2,0,0,2
719,2746,D6072,260,14,14,3,0,0,2
501,1553,G270,350,7,7,4,0,0,2
1359,2443,G33,350,7,7,4,0,0,2
1710,2460,6162,100,25,25,0,0,0,2
1008,574,K1351,120,2,2,1,0,1,2
1561,99,K134,120,12,12,1,0,0,2
792,2273,4811,100,10,10,0,0,0,2
719,2746,D6096,260,14,14,3,0,0,2
468,467,D6212,260,22,22,3,0,0,2
574,1008,K1352,120,2,2,1,0,0,2
2582,2580,C5603,350,10,10,4,0,0,2
1988,236,D6215,260,22,22,3,0,0,2
2746,719,D6073,260,14,14,3,0,0,2
1988,236,D6203,260,22,22,3,0,0,2
1931,2606,D6073,260,14,14,3,0,0,2
767,635,K7093,120,17,17,1,0,0,2
574,2188,Z137,160,2,2,2,0,0,2
1831,1459,6210,100,17,17,0,0,0,2
236,1486,D6203,260,22,22,3,0,0,2
468,467,D6204,260,22,22,3,0,0,2
1988,1063,D6205,260,22,22,3,0,0,2
1063,1486,D6205,260,22,22,3,0,0,2
635,767,K7094,120,17,17,1,0,0,2
2443,1891,G270,350,7,7,4,0,0,2
2469,635,K7094,120,17,17,1,0,0,2
1891,1158,G270,350,7,7,4,0,0,2
1169,1500,K7058,120,17,17,1,0,0,2
468,1197,D6206,260,22,22,3,0,0,2
574,2188,Z136,160,2,2,2,0,0,2
236,1486,D6211,260,22,22,3,0,0,2
954,2509,C7665,350,12,12,4,0,0,2
2687,2518,D3523,260,24,24,3,0,0,2
1486,1063,D3232,260,22,22,3,0,0,2
2746,719,D6093,260,14,14,3,0,0,2
719,2750,D6093,260,14,14,3,0,0,2
2750,719,D6094,260,14,14,3,0,0,2
719,2746,D6094,260,14,14,3,0,0,2
2261,182,K359,120,2,1,1,1,0,2
99,1561,K132,120,12,12,1,0,0,2
2746,719,D6095,260,14,14,3,0,0,2
719,2750,D6095,260,14,14,3,0,0,2
719,2685,D6073,260,14,14,3,0,0,2
574,1008,K1353,120,2,2,1,0,0,2
2761,2762,C5013,350,10,10,4,0,0,2
467,468,D6201,260,22,22,3,0,0,2
467,468,D6207,260,22,22,3,0,0,2
468,1197,D6208,260,22,22,3,0,0,2
501,811,G272,350,7,7,4,0,0,2
468,467,D6214,260,22,22,3,0,0,2
1063,1486,D6209,260,22,22,3,0,0,2
468,467,D6210,260,22,22,3,0,0,2
1486,236,D6210,260,22,22,3,0,0,2
2686,2654,C7637,350,12,12,4,0,0,2
2273,899,4811,100,10,10,0,0,0,2
1775,1776,7452,100,25,25,0,0,0,2
574,1008,Z42,160,2,2,2,0,0,2
2223,1503,G265,350,7,7,4,0,0,2
2685,719,D6076,260,14,14,3,0,0,2
65,1367,G244,350,11,22,4,1,0,2
467,468,D6237,260,22,22,3,0,0,2
2551,2804,G2903,350,20,20,4,0,0,2
719,2746,D6092,260,14,14,3,0,0,2
1367,436,G244,350,22,22,4,0,0,2
436,1821,G244,350,22,22,4,0,0,2
2580,2582,C5612,350,10,10,4,0,0,2
2582,2580,C5611,350,10,10,4,0,0,2
726,65,G244,350,11,11,4,0,0,2
214,2572,4472,100,4,4,0,0,0,2
2750,719,D6092,260,14,14,3,0,0,2
2223,451,G244,350,7,7,4,0,0,2
451,1160,G270,350,7,7,4,0,0,2
890,2223,G244,350,7,7,4,0,0,2
501,890,G244,350,7,7,4,0,0,2
1787,564,7008,100,1,1,0,0,0,2
467,468,D6235,260,22,22,3,0,0,2
1553,501,G244,350,7,7,4,0,0,2
767,635,K7097,120,17,17,1,0,0,2
1486,236,D6445,260,22,22,3,0,0,2
2443,726,G244,350,7,11,4,1,0,2
1891,2443,G244,350,7,7,4,0,0,2
683,684,G389,350,3,3,4,0,0,2
1486,236,D6236,260,22,22,3,0,0,2
1431,948,K289,120,15,15,1,0,0,2
2750,719,D6072,260,14,14,3,0,0,2
1063,1988,D6448,260,22,22,3,0,0,2
980,1005,K273,120,4,4,1,0,0,2
2443,1891,G242,350,7,7,4,0,0,2
948,2284,K289,120,15,1,1,1,0,2
1508,1507,K29,120,8,8,1,0,0,2
1891,1158,G242,350,7,7,4,0,0,2
2580,2582,C5614,350,10,10,4,0,0,2
2582,2580,C5613,350,10,10,4,0,0,2
1507,1508,K30,120,8,8,1,0,0,2
369,626,4377,100,16,16,0,0,0,2
1486,1063,D6449,260,22,22,3,0,0,2
451,2223,G242,350,7,7,4,0,0,2
1063,1988,D6449,260,22,22,3,0,0,2
893,2740,4377,100,16,16,0,0,0,2
451,2223,G243,350,7,7,4,0,0,2
2223,890,G243,350,7,7,4,0,0,2
1486,236,D6444,260,22,22,3,0,0,2
890,501,G243,350,7,7,4,0,0,2
1063,1988,D6446,260,22,22,3,0,0,2
1503,1158,G265,350,7,7,4,0,0,2
501,1553,G243,350,7,7,4,0,0,2
1179,2695,4472,100,4,21,0,1,0,2
948,1431,K283,120,15,15,1,0,0,2
2637,2674,C6253,350,15,15,4,0,0,2
59,57,G7270,350,6,9,4,1,0,2
501,1553,G246,350,7,7,4,0,0,2
719,2750,D6077,260,14,14,3,0,0,2
1988,1063,D6419,260,22,22,3,0,0,2
2746,719,D6077,260,14,14,3,0,0,2
2746,719,D6071,260,14,14,3,0,0,2
1063,1486,D6419,260,22,22,3,0,0,2
1189,2284,K880,120,15,1,1,1,0,2
1641,2727,D6052,260,14,14,3,0,0,2
1486,1063,D3220,260,22,22,3,0,0,2
1387,501,G263,350,7,7,4,0,0,2
501,1387,G264,350,7,7,4,0,0,2
1387,501,G267,350,7,7,4,0,0,2
501,1553,G268,350,7,7,4,0,0,2
2804,2099,G2903,350,20,20,4,0,0,2
1553,501,G265,350,7,7,4,0,0,2
501,890,G265,350,7,7,4,0,0,2
2460,1710,6161,100,25,25,0,0,0,2
2727,1641,D6051,260,14,14,3,0,0,2
1431,1189,K880,120,15,15,1,0,0,2
2223,451,G241,350,7,7,4,0,0,2
1189,1431,K2060,120,15,15,1,0,0,2
65,1367,G241,350,11,22,4,1,0,2
726,65,G241,350,11,11,4,0,0,2
467,468,D6233,260,22,22,3,0,0,2
1486,1063,D6232,260,22,22,3,0,0,2
2695,1568,4472,100,21,21,0,0,0,2
2443,726,G241,350,7,11,4,1,0,2
1891,2443,G241,350,7,7,4,0,0,2
564,1787,7007,100,1,1,0,0,0,2
1776,1775,7451,100,25,25,0,0,0,2
2637,2674,C6255,350,15,15,4,0,0,2
1387,501,G245,350,7,7,4,0,0,2
719,2746,D6078,260,14,14,3,0,0,2
1553,501,G241,350,7,7,4,0,0,2
2750,719,D6078,260,14,14,3,0,0,2
560,752,K30,120,8,8,1,0,0,2
560,752,2277,100,8,8,0,0,0,2
2509,954,C7630,350,12,12,4,0,0,2
683,684,G293,350,3,3,4,0,0,2
1431,948,K284,120,15,15,1,0,0,2
501,890,G241,350,7,7,4,0,0,2
890,2223,G241,350,7,7,4,0,0,2
1063,1988,D6447,260,22,22,3,0,0,2
890,2223,G265,350,7,7,4,0,0,2
637,614,6601,100,17,17,0,0,0,2
467,468,D6521,260,22,22,3,0,0,2
683,684,G1227,350,3,3,4,0,0,2
683,684,G1226,350,3,3,4,0,0,2
1811,225,D7335,260,28,28,3,0,0,2
2807,2549,C5515,350,10,10,4,0,0,2
387,2367,2101,100,21,21,0,0,0,2
1526,1527,D7338,260,28,28,3,0,0,2
1085,814,2102,100,4,4,0,0,0,2
1642,1348,K7153,120,17,17,1,0,0,2
387,2367,2103,100,21,21,0,0,0,2
635,636,K7153,120,17,17,1,0,0,2
767,635,K7153,120,17,17,1,0,0,2
2510,2093,D8281,260,20,20,3,0,0,2
2651,2510,D8281,260,20,20,3,0,0,2
