st_id,st_tg,train,train_max_speed,st_id_state_num,st_tg_state_num,cluster_speed,cluster_across,cluster_overnight,cluster_distance
966,1038,D6359,260,11,11,3,0,0,2
1376,683,C2209,350,3,3,4,0,0,2
683,1376,C2210,350,3,3,4,0,0,2
683,1376,C2216,350,3,3,4,0,0,2
1384,317,2276,100,8,8,0,0,0,2
1583,1045,D3213,260,9,9,3,0,0,2
1824,1820,D3202,260,22,22,3,0,0,2
1375,1416,D5907,260,10,10,3,0,0,2
1049,465,K7804,120,0,0,1,0,0,2
1376,683,C2211,350,3,3,4,0,0,2
317,1384,2593,100,8,8,0,0,0,2
1670,2311,5537,100,20,20,0,0,0,2
683,1376,C2212,350,3,3,4,0,0,2
379,6,K7225,120,17,17,1,0,0,2
1375,1416,D5927,260,10,10,3,0,0,2
6,379,K7226,120,17,17,1,0,0,2
573,1267,K470,120,9,9,1,0,0,2
317,1384,K330,120,8,8,1,0,0,2
465,1049,4615,100,0,0,0,0,0,2
2359,1529,K96,120,13,13,1,0,0,2
2311,1670,K9314,120,20,20,1,0,0,2
2246,787,G7656,350,9,6,4,1,0,2
2359,1529,K7386,120,13,13,1,0,0,2
1824,1820,D6437,260,22,22,3,0,0,2
721,324,K981,120,24,24,1,0,0,2
2359,1529,2624,100,13,13,0,0,0,2
