node,lat,lon,state,state_num
921,35.4832129999999,106.826612999999,Gansu,2
922,35.5508299999999,106.70762,Gansu,2
720,25.53755,104.55728,Guizhou,24
851,25.46576,104.60074,Guizhou,24
721,25.28027,104.742729999999,Guizhou,24
1100,26.5433799999999,101.85138,Sichuan,15
2144,26.45711,101.86749,Sichuan,15
1095,26.3716499999999,101.92889,Sichuan,15
1953,26.25795,101.91332,Sichuan,15
1145,26.15934,101.8372,Sichuan,15
910,26.075489,101.837361,Yunnan,25
650,26.0019199999999,101.82153,Yunnan,25
1870,25.90501,101.8661,Yunnan,25
2452,25.82353,101.8636,Yunnan,25
277,25.73835,101.84224,Yunnan,25
858,25.6364899999999,101.82956,Yunnan,25
844,25.5933099999999,101.834093999999,Yunnan,25
1908,25.49729,101.83282,Yunnan,25
845,25.48365,101.84692,Yunnan,25
2299,25.4432699999999,101.816149999999,Yunnan,25
2488,25.41026,101.77692,Yunnan,25
2460,25.3479899999999,101.7422,Yunnan,25
1710,25.31631,101.7201,Yunnan,25
2474,25.24747,101.70008,Yunnan,25
959,25.1612359999999,101.763831,Yunnan,25
1815,25.1194969999999,102.064295,Yunnan,25
1173,25.028312,102.644453,Yunnan,25
1141,45.8411929999999,126.665046,Heilongjiang,17
1028,45.915475,126.650011,Heilongjiang,17
1454,46.09743,126.77066,Heilongjiang,17
1459,46.75894,127.01079,Heilongjiang,17
1831,46.7985899999999,127.00117,Heilongjiang,17
827,45.93164,126.345389999999,Heilongjiang,17
2191,45.96725,126.2163,Heilongjiang,17
716,46.0111599999999,126.09951,Heilongjiang,17
855,46.1277529999999,125.877796,Heilongjiang,17
1909,46.33446,125.42542,Heilongjiang,17
461,46.46967,125.21794,Heilongjiang,17
999,44.9318299999999,128.89999,Heilongjiang,17
2027,44.91438,128.96821,Heilongjiang,17
1484,44.85466,128.988869999999,Heilongjiang,17
2344,44.6395399999999,129.06863,Heilongjiang,17
1103,44.5321,129.26871,Heilongjiang,17
1090,44.565503,129.497755,Heilongjiang,17
1654,44.581367,129.699038,Heilongjiang,17
2143,45.4474269999999,131.675777,Heilongjiang,17
816,45.5151019999999,131.823787,Heilongjiang,17
2042,45.63767,131.90588,Heilongjiang,17
325,45.7024779999999,132.063475,Heilongjiang,17
1246,45.71676,132.288819999999,Heilongjiang,17
359,45.72363,132.41609,Heilongjiang,17
463,45.72256,132.493169999999,Heilongjiang,17
2028,45.7646999999999,132.97725,Heilongjiang,17
1154,45.71179,126.76783,Heilongjiang,17
1071,45.69977,126.836569999999,Heilongjiang,17
223,45.482632,127.077056,Heilongjiang,17
840,45.33328,127.32229,Heilongjiang,17
929,45.3283089999999,127.411096,Heilongjiang,17
917,45.27734,127.52047,Heilongjiang,17
221,44.79236,128.48871,Heilongjiang,17
14,46.535012,127.121236,Heilongjiang,17
335,46.690922,127.120485,Heilongjiang,17
91,46.7398499999999,127.215999999999,Heilongjiang,17
2485,46.8821799999999,127.38815,Heilongjiang,17
470,46.9742999999999,127.761349999999,Heilongjiang,17
1683,46.97039,127.92576,Heilongjiang,17
1318,46.9251999999999,128.17957,Heilongjiang,17
1782,46.93648,128.323919999999,Heilongjiang,17
1812,46.9490169999999,128.434215999999,Heilongjiang,17
597,47.00074,128.513309999999,Heilongjiang,17
1711,47.01648,128.652649999999,Heilongjiang,17
849,46.971201,128.715064,Heilongjiang,17
1271,47.0971899999999,129.11921,Heilongjiang,17
1303,47.1809769999999,129.343097,Heilongjiang,17
2206,47.4233899999999,129.423319999999,Heilongjiang,17
2066,47.4790899999999,129.30947,Heilongjiang,17
1966,47.56664,129.263101,Heilongjiang,17
1912,47.63692,129.14111,Heilongjiang,17
245,47.7295299999999,128.92623,Heilongjiang,17
474,47.8318439999999,128.841647999999,Heilongjiang,17
469,47.8586499999999,128.84204,Heilongjiang,17
1861,47.988928,129.032694999999,Heilongjiang,17
212,48.11202,129.23755,Heilongjiang,17
1867,48.2359459999999,129.385239,Heilongjiang,17
1153,48.29162,129.52688,Heilongjiang,17
